,,,,Scaled Abundance (Sum of each row=100),,,,,,,,,,,
Protein.Id,Gene.Symbol,Description,Number.of.peptides,Young 1,Young 2,Young 3,Young 4,Young 5,Old 1,Old 2,Old 3,Old 4,Old 5,t.pvalue,t.qvalue
tr|E0CZ72|E0CZ72_MOUSE,Kif2a,Kinesin-like protein OS=Mus musculus OX=10090 GN=Kif2a PE=1 SV=1,2,11.2,8.9,8.2,9.9,9.2,10.4,10.7,8.8,10.1,12.6,0.21861,0.21897
sp|P62852|RS25_MOUSE,Rps25,40S ribosomal protein S25 OS=Mus musculus OX=10090 GN=Rps25 PE=1 SV=1,3,11.1,10.0,10.9,10.5,9.4,9.1,8.8,9.8,10.8,9.6,0.13501,0.16772
sp|Q6PB66|LPPRC_MOUSE,Lrpprc,"Leucine-rich PPR motif-containing protein, mitochondrial OS=Mus musculus OX=10090 GN=Lrpprc PE=1 SV=2",32,11.4,10.8,12.4,10.9,10.9,7.7,10.7,7.2,8.3,9.8,0.01443,0.05722
sp|Q8VBT9|ASPC1_MOUSE,Aspscr1,Tether containing UBX domain for GLUT4 OS=Mus musculus OX=10090 GN=Aspscr1 PE=1 SV=1,7,10.7,11.0,11.0,10.2,8.4,9.9,9.7,10.7,9.3,9.0,0.37361,0.29253
sp|Q8BWT1|THIM_MOUSE,Acaa2,"3-ketoacyl-CoA thiolase, mitochondrial OS=Mus musculus OX=10090 GN=Acaa2 PE=1 SV=3",31,8.9,7.7,9.4,9.1,7.4,11.9,11.4,9.3,15.1,9.8,0.03994,0.08746
sp|Q60996|2A5G_MOUSE,Ppp2r5c,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform OS=Mus musculus OX=10090 GN=Ppp2r5c PE=1 SV=2,3,9.2,9.8,9.7,9.0,10.3,10.0,9.8,9.8,10.0,12.4,0.19845,0.20766
sp|Q61151|2A5E_MOUSE,Ppp2r5e,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform OS=Mus musculus OX=10090 GN=Ppp2r5e PE=1 SV=3,3,10.8,8.9,10.4,8.7,11.6,10.8,10.0,8.9,10.0,9.8,0.77691,0.44884
tr|Q7TNL5|Q7TNL5_MOUSE,Ppp2r5d,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit OS=Mus musculus OX=10090 GN=Ppp2r5d PE=1 SV=1,4,11.3,12.1,10.8,11.6,8.1,8.9,10.5,9.3,9.5,8.0,0.10707,0.14688
sp|Q6PD03|2A5A_MOUSE,Ppp2r5a,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform OS=Mus musculus OX=10090 GN=Ppp2r5a PE=1 SV=1,9,12.2,11.1,12.9,14.0,7.6,6.9,10.6,9.4,8.5,6.8,0.05093,0.09813
sp|Q6PD28|2A5B_MOUSE,Ppp2r5b,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform OS=Mus musculus OX=10090 GN=Ppp2r5b PE=1 SV=1,1,8.2,13.5,7.6,9.4,6.3,12.5,15.0,8.8,11.8,6.9,0.32536,0.27146
sp|Q91ZX7|LRP1_MOUSE,Lrp1,Prolow-density lipoprotein receptor-related protein 1 OS=Mus musculus OX=10090 GN=Lrp1 PE=1 SV=1,40,9.1,9.3,8.7,11.0,7.0,10.8,8.6,13.3,10.2,12.0,0.09065,0.13350
sp|Q99JY0|ECHB_MOUSE,Hadhb,"Trifunctional enzyme subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Hadhb PE=1 SV=1",21,9.6,9.4,10.6,11.2,8.0,9.8,11.3,9.7,10.4,10.1,0.41344,0.30970
tr|E9PUW7|E9PUW7_MOUSE,Xpo7,Exportin-7 OS=Mus musculus OX=10090 GN=Xpo7 PE=1 SV=1,12,9.5,8.5,10.2,8.5,10.3,9.1,9.7,8.6,9.4,16.1,0.45748,0.32808
sp|P61202|CSN2_MOUSE,Cops2,COP9 signalosome complex subunit 2 OS=Mus musculus OX=10090 GN=Cops2 PE=1 SV=1,6,10.6,9.9,9.7,10.1,8.7,9.8,9.6,11.3,9.8,10.6,0.36782,0.29007
tr|A0A0R4J086|A0A0R4J086_MOUSE,Olfml3,Olfactomedin-like protein 3 OS=Mus musculus OX=10090 GN=Olfml3 PE=1 SV=1,2,9.7,19.7,4.9,3.3,28.7,5.2,6.2,5.6,11.5,5.1,0.25101,0.23558
sp|Q5SYD0|MYO1D_MOUSE,Myo1d,Unconventional myosin-Id OS=Mus musculus OX=10090 GN=Myo1d PE=1 SV=1,12,10.6,10.2,8.8,9.4,8.5,10.5,13.0,9.7,10.9,8.3,0.31126,0.26499
sp|Q5SUA5|MYO1G_MOUSE,Myo1g,Unconventional myosin-Ig OS=Mus musculus OX=10090 GN=Myo1g PE=1 SV=1,6,6.5,5.4,7.5,5.5,6.3,13.0,7.6,16.8,12.8,18.6,0.01523,0.05851
sp|Q9D924|ISCA1_MOUSE,Isca1,"Iron-sulfur cluster assembly 1 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Isca1 PE=2 SV=1",2,10.7,12.6,11.2,9.6,9.3,9.6,11.4,6.3,10.7,8.5,0.24505,0.23267
sp|Q91W34|RUS1_MOUSE,,RUS1 family protein C16orf58 homolog OS=Mus musculus OX=10090 PE=1 SV=1,2,12.1,12.9,11.0,9.6,9.4,8.9,10.3,9.1,8.7,7.9,0.04012,0.08765
tr|A0A0R4J0B5|A0A0R4J0B5_MOUSE,BC017158,cDNA sequence BC017158 OS=Mus musculus OX=10090 GN=BC017158 PE=1 SV=1,1,11.6,9.7,12.7,9.3,9.9,7.5,10.7,10.5,9.5,8.7,0.20169,0.20948
sp|Q8BG32|PSD11_MOUSE,Psmd11,26S proteasome non-ATPase regulatory subunit 11 OS=Mus musculus OX=10090 GN=Psmd11 PE=1 SV=3,15,10.8,9.9,10.6,10.3,8.2,8.9,9.7,11.7,10.1,10.0,0.86335,0.47506
sp|Q6DVA0|LEMD2_MOUSE,Lemd2,LEM domain-containing protein 2 OS=Mus musculus OX=10090 GN=Lemd2 PE=1 SV=1,3,10.3,8.0,9.2,8.4,9.2,8.6,9.6,11.6,11.5,13.6,0.09165,0.13431
sp|Q9QUJ7|ACSL4_MOUSE,Acsl4,Long-chain-fatty-acid--CoA ligase 4 OS=Mus musculus OX=10090 GN=Acsl4 PE=1 SV=2,7,8.5,7.6,9.8,8.8,19.4,9.2,7.4,9.0,9.5,10.9,0.51202,0.35095
sp|Q9CZW4|ACSL3_MOUSE,Acsl3,Long-chain-fatty-acid--CoA ligase 3 OS=Mus musculus OX=10090 GN=Acsl3 PE=1 SV=2,1,9.1,12.3,9.2,10.3,13.1,9.0,8.5,8.3,10.6,9.7,0.14451,0.17413
sp|Q922F4|TBB6_MOUSE,Tubb6,Tubulin beta-6 chain OS=Mus musculus OX=10090 GN=Tubb6 PE=1 SV=1,11,10.7,6.5,7.4,6.9,8.2,11.0,11.0,14.9,13.0,10.5,0.00583,0.04023
sp|A2AQ07|TBB1_MOUSE,Tubb1,Tubulin beta-1 chain OS=Mus musculus OX=10090 GN=Tubb1 PE=1 SV=1,4,9.1,11.8,7.9,8.6,7.6,12.6,11.4,11.4,9.7,9.9,0.06390,0.11037
sp|Q9ERD7|TBB3_MOUSE,Tubb3,Tubulin beta-3 chain OS=Mus musculus OX=10090 GN=Tubb3 PE=1 SV=1,17,10.7,11.3,8.0,8.9,7.5,10.9,9.7,12.0,11.4,9.6,0.14761,0.17614
sp|Q9CWF2|TBB2B_MOUSE,Tubb2b,Tubulin beta-2B chain OS=Mus musculus OX=10090 GN=Tubb2b PE=1 SV=1,30,10.2,10.6,8.2,8.4,10.8,10.7,10.4,9.9,11.4,9.4,0.29638,0.25788
sp|Q7TMM9|TBB2A_MOUSE,Tubb2a,Tubulin beta-2A chain OS=Mus musculus OX=10090 GN=Tubb2a PE=1 SV=1,2,9.6,9.9,6.6,9.0,8.8,12.3,12.1,13.0,11.5,7.1,0.08775,0.13112
sp|P99024|TBB5_MOUSE,Tubb5,Tubulin beta-5 chain OS=Mus musculus OX=10090 GN=Tubb5 PE=1 SV=1,7,10.9,7.6,9.2,8.0,8.6,10.8,10.1,11.6,12.2,10.9,0.01306,0.05504
sp|P68372|TBB4B_MOUSE,Tubb4b,Tubulin beta-4B chain OS=Mus musculus OX=10090 GN=Tubb4b PE=1 SV=1,8,11.2,12.0,8.9,10.0,8.0,10.7,9.8,9.9,10.2,9.3,0.94705,0.49817
sp|Q9D6F9|TBB4A_MOUSE,Tubb4a,Tubulin beta-4A chain OS=Mus musculus OX=10090 GN=Tubb4a PE=1 SV=3,1,12.9,8.4,8.8,7.1,9.1,10.6,11.9,10.2,11.5,9.4,0.23080,0.22543
sp|A2AJL3|FGGY_MOUSE,Fggy,FGGY carbohydrate kinase domain-containing protein OS=Mus musculus OX=10090 GN=Fggy PE=1 SV=1,1,12.6,12.0,7.3,6.3,5.3,11.6,12.5,9.8,12.8,9.9,0.16367,0.18627
tr|A0A140LJJ5|A0A140LJJ5_MOUSE,Akap13,A-kinase anchor protein 13 OS=Mus musculus OX=10090 GN=Akap13 PE=1 SV=1,5,8.8,10.4,8.9,9.0,9.2,10.8,11.2,10.0,9.6,12.0,0.02155,0.06695
sp|P70180|ANPRC_MOUSE,Npr3,Atrial natriuretic peptide receptor 3 OS=Mus musculus OX=10090 GN=Npr3 PE=1 SV=3,12,10.3,8.1,4.9,8.1,3.5,13.5,13.9,19.6,14.0,4.1,0.07265,0.11848
sp|Q9JL62|GLTP_MOUSE,Gltp,Glycolipid transfer protein OS=Mus musculus OX=10090 GN=Gltp PE=1 SV=3,5,8.3,10.5,6.1,7.8,5.3,14.0,11.1,13.8,11.0,12.1,0.00313,0.03210
sp|Q8BGZ4|CDC23_MOUSE,Cdc23,Cell division cycle protein 23 homolog OS=Mus musculus OX=10090 GN=Cdc23 PE=1 SV=2,5,10.3,10.3,9.7,10.1,9.3,11.2,10.8,7.8,9.0,11.6,0.86381,0.47519
sp|Q6PAK3|ANM8_MOUSE,Prmt8,Protein arginine N-methyltransferase 8 OS=Mus musculus OX=10090 GN=Prmt8 PE=1 SV=2,2,9.8,8.9,10.3,10.2,10.7,11.0,8.7,10.8,9.8,9.9,0.90705,0.48739
sp|Q9JIF0|ANM1_MOUSE,Prmt1,Protein arginine N-methyltransferase 1 OS=Mus musculus OX=10090 GN=Prmt1 PE=1 SV=1,5,11.0,8.0,10.3,9.8,10.6,8.9,8.2,9.2,10.5,13.4,0.92583,0.49251
sp|Q7TT37|ELP1_MOUSE,Elp1,Elongator complex protein 1 OS=Mus musculus OX=10090 GN=Elp1 PE=1 SV=2,9,9.9,10.7,9.8,9.0,9.5,10.1,10.9,9.6,10.7,9.9,0.25258,0.23633
sp|Q02248|CTNB1_MOUSE,Ctnnb1,Catenin beta-1 OS=Mus musculus OX=10090 GN=Ctnnb1 PE=1 SV=1,12,11.1,10.5,10.9,10.8,10.4,8.7,9.4,7.4,10.3,10.5,0.05821,0.10475
sp|Q02257|PLAK_MOUSE,Jup,Junction plakoglobin OS=Mus musculus OX=10090 GN=Jup PE=1 SV=3,10,11.3,8.8,10.6,11.7,9.2,8.8,11.1,8.8,11.5,8.2,0.49808,0.34530
sp|P32921|SYWC_MOUSE,Wars,"Tryptophan--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Wars PE=1 SV=2",19,8.5,7.9,8.6,7.8,21.6,7.8,9.2,7.5,13.1,8.2,0.57709,0.37691
sp|Q8BU33|ILVBL_MOUSE,Ilvbl,Acetolactate synthase-like protein OS=Mus musculus OX=10090 GN=Ilvbl PE=1 SV=1,7,7.6,7.8,7.4,6.9,25.4,9.6,9.5,7.7,9.1,8.9,0.59431,0.38384
tr|E9PUQ7|E9PUQ7_MOUSE,Trmt2a,tRNA (uracil-5-)-methyltransferase homolog A OS=Mus musculus OX=10090 GN=Trmt2a PE=1 SV=1,3,8.3,11.4,10.4,11.2,7.6,11.0,9.3,10.2,10.5,10.1,0.59761,0.38515
sp|Q8R1Q9|RBSK_MOUSE,Rbks,Ribokinase OS=Mus musculus OX=10090 GN=Rbks PE=1 SV=1,1,9.9,11.7,11.6,8.2,7.4,11.3,10.2,12.8,8.6,8.4,0.68547,0.41810
sp|O35643|AP1B1_MOUSE,Ap1b1,AP-1 complex subunit beta-1 OS=Mus musculus OX=10090 GN=Ap1b1 PE=1 SV=2,30,9.8,8.7,10.3,8.8,9.0,10.0,10.5,10.1,10.7,12.1,0.02580,0.07221
sp|Q9DBG3|AP2B1_MOUSE,Ap2b1,AP-2 complex subunit beta OS=Mus musculus OX=10090 GN=Ap2b1 PE=1 SV=1,16,9.5,8.0,10.1,8.3,8.4,10.9,10.9,10.4,11.7,11.9,0.00273,0.03067
sp|Q8K3G9|DP13B_MOUSE,Appl2,DCC-interacting protein 13-beta OS=Mus musculus OX=10090 GN=Appl2 PE=1 SV=1,4,9.8,9.9,10.1,10.1,8.3,10.9,10.2,9.7,10.1,11.0,0.11792,0.15521
sp|O88351|IKKB_MOUSE,Ikbkb,Inhibitor of nuclear factor kappa-B kinase subunit beta OS=Mus musculus OX=10090 GN=Ikbkb PE=1 SV=1,2,10.3,8.7,9.5,7.5,8.1,10.4,12.4,10.0,11.4,11.8,0.00681,0.04272
sp|Q60680|IKKA_MOUSE,Chuk,Inhibitor of nuclear factor kappa-B kinase subunit alpha OS=Mus musculus OX=10090 GN=Chuk PE=1 SV=1,1,9.7,10.2,10.1,8.5,9.1,13.0,10.9,9.2,9.2,10.0,0.26842,0.24406
sp|Q8C0L8|COG5_MOUSE,Cog5,Conserved oligomeric Golgi complex subunit 5 OS=Mus musculus OX=10090 GN=Cog5 PE=1 SV=3,6,9.5,9.7,9.2,8.7,9.8,10.3,10.1,10.8,11.2,10.8,0.00267,0.03049
sp|Q6P542|ABCF1_MOUSE,Abcf1,ATP-binding cassette sub-family F member 1 OS=Mus musculus OX=10090 GN=Abcf1 PE=1 SV=1,7,10.4,11.6,10.3,10.8,8.8,9.1,9.3,10.1,9.8,9.8,0.17652,0.19459
sp|Q4VAA2|CDV3_MOUSE,Cdv3,Protein CDV3 OS=Mus musculus OX=10090 GN=Cdv3 PE=1 SV=2,10,10.7,11.3,9.3,11.7,8.6,10.4,10.4,10.3,10.6,6.7,0.51063,0.35039
sp|Q8R2M2|TDIF2_MOUSE,Dnttip2,Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Mus musculus OX=10090 GN=Dnttip2 PE=1 SV=1,3,9.9,10.3,9.8,12.1,9.2,9.8,8.7,10.5,9.5,10.2,0.38944,0.29954
tr|E9Q4U7|E9Q4U7_MOUSE,Diaph2,Protein diaphanous homolog 2 OS=Mus musculus OX=10090 GN=Diaph2 PE=1 SV=1,8,10.5,10.1,10.4,10.4,9.2,9.4,10.2,9.3,9.8,10.6,0.41720,0.31124
sp|Q9DCE5|PK1IP_MOUSE,Pak1ip1,p21-activated protein kinase-interacting protein 1 OS=Mus musculus OX=10090 GN=Pak1ip1 PE=1 SV=2,1,9.5,9.8,11.0,11.5,10.4,9.0,10.3,8.9,9.0,10.7,0.12984,0.16406
sp|P49722|PSA2_MOUSE,Psma2,Proteasome subunit alpha type-2 OS=Mus musculus OX=10090 GN=Psma2 PE=1 SV=3,8,10.2,10.0,10.7,10.3,9.2,10.2,9.4,10.2,10.1,9.6,0.58699,0.38092
sp|Q78JE5|FBX22_MOUSE,Fbxo22,F-box only protein 22 OS=Mus musculus OX=10090 GN=Fbxo22 PE=1 SV=2,5,11.1,9.5,10.3,10.4,7.9,11.1,10.6,8.2,10.1,10.7,0.70199,0.42391
sp|Q8VHR5|P66B_MOUSE,Gatad2b,Transcriptional repressor p66-beta OS=Mus musculus OX=10090 GN=Gatad2b PE=1 SV=1,3,10.4,11.1,10.5,12.7,8.9,10.2,9.0,9.3,8.1,9.9,0.08323,0.12733
sp|Q8R0N6|HOT_MOUSE,Adhfe1,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Adhfe1 PE=1 SV=2",15,11.2,12.0,13.8,13.4,7.5,8.3,11.0,6.8,8.5,7.4,0.04913,0.09657
sp|Q9D0M3|CY1_MOUSE,Cyc1,"Cytochrome c1, heme protein, mitochondrial OS=Mus musculus OX=10090 GN=Cyc1 PE=1 SV=1",8,10.5,9.4,12.9,13.1,9.3,8.5,9.5,8.6,7.3,10.9,0.07559,0.12105
sp|P97770|THUM3_MOUSE,Thumpd3,THUMP domain-containing protein 3 OS=Mus musculus OX=10090 GN=Thumpd3 PE=1 SV=1,3,8.5,8.6,10.1,8.4,10.8,10.7,10.9,10.1,10.3,11.5,0.04000,0.08753
sp|Q8BGI4|FA13A_MOUSE,Fam13a,Protein FAM13A OS=Mus musculus OX=10090 GN=Fam13a PE=1 SV=1,2,11.6,13.9,20.6,12.8,9.8,4.5,6.0,3.6,4.8,12.3,0.01463,0.05754
tr|B2RQG2|B2RQG2_MOUSE,Phf3,PHD finger protein 3 OS=Mus musculus OX=10090 GN=Phf3 PE=1 SV=1,1,11.2,11.7,12.2,13.0,8.2,9.7,6.6,8.6,9.0,9.7,0.03828,0.08561
sp|Q9DBE9|SPB1_MOUSE,Ftsj3,pre-rRNA processing protein FTSJ3 OS=Mus musculus OX=10090 GN=Ftsj3 PE=1 SV=1,2,10.1,12.4,11.4,12.5,10.1,8.4,6.7,8.6,9.9,9.8,0.01014,0.04955
tr|D3YU22|D3YU22_MOUSE,Limch1,LIM and calponin homology domains-containing protein 1 OS=Mus musculus OX=10090 GN=Limch1 PE=1 SV=1,5,12.4,12.6,10.2,11.4,8.2,10.0,9.3,8.2,8.8,8.9,0.08149,0.12592
sp|Q9JKR6|HYOU1_MOUSE,Hyou1,Hypoxia up-regulated protein 1 OS=Mus musculus OX=10090 GN=Hyou1 PE=1 SV=1,24,10.1,11.5,9.3,9.5,9.5,9.6,9.7,9.8,11.5,9.6,0.85928,0.47388
sp|Q8BGA8|ACSM5_MOUSE,Acsm5,"Acyl-coenzyme A synthetase ACSM5, mitochondrial OS=Mus musculus OX=10090 GN=Acsm5 PE=1 SV=1",4,10.9,10.2,14.6,8.5,8.0,8.0,11.1,7.6,7.5,13.5,0.60372,0.38757
sp|Q3UNX5|ACSM3_MOUSE,Acsm3,"Acyl-coenzyme A synthetase ACSM3, mitochondrial OS=Mus musculus OX=10090 GN=Acsm3 PE=1 SV=2",1,13.3,12.3,33.5,8.1,14.2,3.4,5.6,2.2,2.3,5.1,0.04612,0.09379
sp|Q9Z2W1|STK25_MOUSE,Stk25,Serine/threonine-protein kinase 25 OS=Mus musculus OX=10090 GN=Stk25 PE=1 SV=2,3,11.5,12.9,10.3,8.8,8.8,9.3,9.8,8.5,10.4,9.7,0.34473,0.28001
sp|Q99KH8|STK24_MOUSE,Stk24,Serine/threonine-protein kinase 24 OS=Mus musculus OX=10090 GN=Stk24 PE=1 SV=1,6,10.8,10.9,9.6,9.5,8.3,9.5,8.7,11.4,10.4,10.9,0.60904,0.38965
sp|Q8BMF4|ODP2_MOUSE,Dlat,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Mus musculus OX=10090 GN=Dlat PE=1 SV=2",13,10.5,10.9,12.1,13.1,9.0,8.2,10.7,8.5,8.6,8.4,0.03272,0.07917
sp|O35969|GAMT_MOUSE,Gamt,Guanidinoacetate N-methyltransferase OS=Mus musculus OX=10090 GN=Gamt PE=1 SV=1,5,10.6,9.7,8.0,12.4,6.0,10.9,12.9,10.9,12.0,6.5,0.43154,0.31701
tr|A0A1Y7VL34|A0A1Y7VL34_MOUSE,Dtna,Dystrobrevin OS=Mus musculus OX=10090 GN=Dtna PE=1 SV=1,4,9.8,10.7,10.9,11.0,18.1,8.6,10.5,5.9,7.9,6.5,0.04842,0.09593
sp|Q9JIX8|ACINU_MOUSE,Acin1,Apoptotic chromatin condensation inducer in the nucleus OS=Mus musculus OX=10090 GN=Acin1 PE=1 SV=3,17,10.1,11.3,10.9,11.9,9.3,8.7,8.9,9.1,9.5,10.4,0.04303,0.09074
sp|Q921N6|DDX27_MOUSE,Ddx27,Probable ATP-dependent RNA helicase DDX27 OS=Mus musculus OX=10090 GN=Ddx27 PE=1 SV=3,1,11.3,11.6,13.3,10.7,8.4,8.9,8.3,9.4,9.7,8.4,0.05245,0.09943
sp|P97300|NPTN_MOUSE,Nptn,Neuroplastin OS=Mus musculus OX=10090 GN=Nptn PE=1 SV=3,9,13.4,10.9,12.2,10.3,11.5,7.2,10.0,8.2,8.6,7.6,0.00165,0.02629
sp|Q32NY4|CNNM3_MOUSE,Cnnm3,Metal transporter CNNM3 OS=Mus musculus OX=10090 GN=Cnnm3 PE=1 SV=2,2,10.3,11.8,9.7,10.6,9.0,9.9,9.5,8.4,10.9,9.8,0.36241,0.28776
sp|Q8R3N6|THOC1_MOUSE,Thoc1,THO complex subunit 1 OS=Mus musculus OX=10090 GN=Thoc1 PE=1 SV=1,1,9.3,12.8,11.9,10.6,8.4,9.6,8.2,10.0,9.3,9.8,0.20293,0.21018
sp|Q9CRB2|NHP2_MOUSE,Nhp2,H/ACA ribonucleoprotein complex subunit 2 OS=Mus musculus OX=10090 GN=Nhp2 PE=1 SV=1,3,11.6,12.6,12.2,12.3,8.8,8.6,8.0,7.9,8.3,9.7,0.00858,0.04629
sp|Q7TSG2|CTDP1_MOUSE,Ctdp1,RNA polymerase II subunit A C-terminal domain phosphatase OS=Mus musculus OX=10090 GN=Ctdp1 PE=1 SV=1,4,8.8,9.4,10.5,12.0,9.3,9.9,7.8,10.1,11.0,11.1,0.99592,0.51075
sp|Q60780|GAS7_MOUSE,Gas7,Growth arrest-specific protein 7 OS=Mus musculus OX=10090 GN=Gas7 PE=1 SV=1,6,6.9,10.0,6.0,7.9,5.4,13.8,7.5,16.2,10.0,16.4,0.03069,0.07720
tr|A0A0R4J0T8|A0A0R4J0T8_MOUSE,Arfgap3,ADP-ribosylation factor GTPase-activating protein 3 OS=Mus musculus OX=10090 GN=Arfgap3 PE=1 SV=1,7,9.3,11.3,7.6,10.4,9.2,10.5,9.6,11.5,10.8,9.7,0.26522,0.24244
tr|B2RQR2|B2RQR2_MOUSE,Mpdz,Mpdz protein OS=Mus musculus OX=10090 GN=Mpdz PE=1 SV=1,2,10.2,10.8,10.8,11.4,8.5,10.6,10.1,8.6,9.4,9.6,0.30209,0.26065
sp|Q9D819|IPYR_MOUSE,Ppa1,Inorganic pyrophosphatase OS=Mus musculus OX=10090 GN=Ppa1 PE=1 SV=1,25,11.2,10.7,17.5,12.8,10.6,7.2,9.0,7.0,7.1,7.0,0.01402,0.05652
sp|Q6P5B0|RRP12_MOUSE,Rrp12,RRP12-like protein OS=Mus musculus OX=10090 GN=Rrp12 PE=1 SV=1,1,10.6,11.4,10.3,10.1,7.8,10.5,9.1,10.9,7.9,11.2,0.89982,0.48539
sp|Q9D0S9|HINT2_MOUSE,Hint2,"Histidine triad nucleotide-binding protein 2, mitochondrial OS=Mus musculus OX=10090 GN=Hint2 PE=1 SV=1",6,10.8,10.0,13.6,12.3,9.7,7.6,10.5,7.5,9.2,8.9,0.02495,0.07122
tr|Q8CG29|Q8CG29_MOUSE,Myo1f,Myosin IF OS=Mus musculus OX=10090 GN=Myo1f PE=1 SV=1,6,5.3,5.5,5.4,5.4,6.0,14.4,7.3,19.3,13.7,17.6,0.01223,0.05364
sp|E9Q634|MYO1E_MOUSE,Myo1e,Unconventional myosin-Ie OS=Mus musculus OX=10090 GN=Myo1e PE=1 SV=1,9,5.5,5.3,5.5,6.2,7.3,13.2,6.2,19.5,13.2,18.1,0.02470,0.07093
sp|O88271|CFDP1_MOUSE,Cfdp1,Craniofacial development protein 1 OS=Mus musculus OX=10090 GN=Cfdp1 PE=1 SV=1,3,11.8,12.9,9.1,8.3,9.7,9.5,10.7,7.5,10.6,9.9,0.51103,0.35055
sp|Q8R554|OTU7A_MOUSE,Otud7a,OTU domain-containing protein 7A OS=Mus musculus OX=10090 GN=Otud7a PE=1 SV=1,1,12.3,9.3,10.1,9.6,9.9,9.4,10.5,9.2,9.3,10.4,0.46254,0.33029
sp|Q9ET01|PYGL_MOUSE,Pygl,"Glycogen phosphorylase, liver form OS=Mus musculus OX=10090 GN=Pygl PE=1 SV=4",37,13.3,12.2,11.5,10.5,9.1,8.5,12.8,6.5,8.9,6.7,0.08902,0.13217
sp|Q8CI94|PYGB_MOUSE,Pygb,"Glycogen phosphorylase, brain form OS=Mus musculus OX=10090 GN=Pygb PE=1 SV=3",27,13.8,12.0,13.0,9.4,9.5,8.3,13.1,7.2,7.7,6.0,0.07632,0.12167
sp|Q9WUB3|PYGM_MOUSE,Pygm,"Glycogen phosphorylase, muscle form OS=Mus musculus OX=10090 GN=Pygm PE=1 SV=3",4,10.2,9.3,12.2,10.3,18.4,7.3,8.6,5.2,8.9,9.7,0.06501,0.11141
sp|Q921S7|RM37_MOUSE,Mrpl37,"39S ribosomal protein L37, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl37 PE=1 SV=1",7,11.7,10.8,12.3,11.0,8.9,8.5,10.7,7.5,8.8,9.9,0.04783,0.09539
sp|O89020|AFAM_MOUSE,Afm,Afamin OS=Mus musculus OX=10090 GN=Afm PE=1 SV=2,21,9.0,9.0,7.2,6.1,4.7,14.4,12.1,12.8,14.8,10.0,0.00147,0.02536
sp|Q61838|PZP_MOUSE,Pzp,Pregnancy zone protein OS=Mus musculus OX=10090 GN=Pzp PE=1 SV=3,44,8.6,8.3,7.3,7.3,5.7,12.8,11.4,14.2,11.3,13.1,0.00014,0.01068
sp|O54950|AAKG1_MOUSE,Prkag1,5'-AMP-activated protein kinase subunit gamma-1 OS=Mus musculus OX=10090 GN=Prkag1 PE=1 SV=2,7,9.5,8.6,9.2,7.9,9.5,10.6,12.9,9.6,10.8,11.4,0.01628,0.06008
sp|Q91WG5|AAKG2_MOUSE,Prkag2,5'-AMP-activated protein kinase subunit gamma-2 OS=Mus musculus OX=10090 GN=Prkag2 PE=1 SV=2,3,10.0,10.0,9.7,8.5,20.8,9.0,9.0,6.6,8.5,7.9,0.18956,0.20253
tr|A2A5S3|A2A5S3_MOUSE,Stau1,Double-stranded RNA-binding protein Staufen homolog 1 OS=Mus musculus OX=10090 GN=Stau1 PE=1 SV=1,8,11.1,11.0,10.2,12.3,8.6,10.0,8.9,9.9,9.1,9.1,0.11408,0.15233
tr|Q9DBE7|Q9DBE7_MOUSE,Stau1,Double-stranded RNA-binding protein Staufen homolog 1 OS=Mus musculus OX=10090 GN=Stau1 PE=1 SV=1,1,11.7,13.6,13.5,9.5,7.6,10.8,8.1,8.6,9.9,6.7,0.12204,0.15829
tr|A0A140LHG7|A0A140LHG7_MOUSE,Med25,Mediator of RNA polymerase II transcription subunit 25 OS=Mus musculus OX=10090 GN=Med25 PE=1 SV=1,2,7.3,11.5,11.1,8.7,10.1,10.1,10.5,9.1,10.5,11.1,0.57843,0.37746
sp|Q99JR8|SMRD2_MOUSE,Smarcd2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2 OS=Mus musculus OX=10090 GN=Smarcd2 PE=1 SV=2,4,10.9,10.0,11.4,10.2,8.8,9.9,7.7,9.0,10.5,11.5,0.51532,0.35227
sp|Q8BP71|RFOX2_MOUSE,Rbfox2,RNA binding protein fox-1 homolog 2 OS=Mus musculus OX=10090 GN=Rbfox2 PE=1 SV=2,3,11.9,8.8,10.7,10.6,10.8,10.4,10.8,7.9,8.3,9.7,0.17968,0.19656
