,,,,Scaled Abundance (Sum of each row=100),,,,,,,,,,,
Protein.Id,Gene.Symbol,Description,Number.of.peptides,Young 1,Young 2,Young 3,Young 4,Young 5,Old 1,Old 2,Old 3,Old 4,Old 5,t.pvalue,t.qvalue
sp|Q8VCH0|THIKB_MOUSE,Acaa1b,"3-ketoacyl-CoA thiolase B, peroxisomal OS=Mus musculus OX=10090 GN=Acaa1b PE=1 SV=1",13,10.2,10.8,9.5,10.4,11.2,10.1,9.3,8.7,10.1,9.5,0.06613,0.61338
sp|Q921H8|THIKA_MOUSE,Acaa1a,"3-ketoacyl-CoA thiolase A, peroxisomal OS=Mus musculus OX=10090 GN=Acaa1a PE=1 SV=1",8,9.7,10.3,9.3,9.9,10.3,10.1,10.1,9.7,9.9,10.6,0.55466,0.84174
sp|Q9CQ60|6PGL_MOUSE,Pgls,6-phosphogluconolactonase OS=Mus musculus OX=10090 GN=Pgls PE=1 SV=1,9,10.1,9.7,9.5,9.8,9.8,11.0,10.2,11.0,9.4,9.5,0.27249,0.73649
tr|A0A087WQS0|A0A087WQS0_MOUSE,Tns1,Tensin 1 OS=Mus musculus OX=10090 GN=Tns1 PE=1 SV=1,51,9.3,12.1,9.8,10.7,10.2,9.4,9.2,9.3,9.4,10.6,0.18794,0.68522
sp|Q5SSZ5|TENS3_MOUSE,Tns3,Tensin-3 OS=Mus musculus OX=10090 GN=Tns3 PE=1 SV=1,18,9.1,11.9,9.9,10.2,10.7,9.4,9.6,8.6,10.3,10.3,0.24215,0.71944
sp|Q8CGB6|TNS2_MOUSE,Tns2,Tensin-2 OS=Mus musculus OX=10090 GN=Tns2 PE=1 SV=1,32,9.9,10.6,9.3,10.4,10.3,9.7,10.1,9.8,9.5,10.4,0.49325,0.82547
sp|Q9DC50|OCTC_MOUSE,Crot,Peroxisomal carnitine O-octanoyltransferase OS=Mus musculus OX=10090 GN=Crot PE=1 SV=1,5,8.1,10.3,9.4,11.3,11.0,10.0,10.6,9.0,9.6,10.8,0.92757,0.89893
sp|Q9EPL2|CSTN1_MOUSE,Clstn1,Calsyntenin-1 OS=Mus musculus OX=10090 GN=Clstn1 PE=1 SV=1,2,11.0,10.4,9.5,10.2,10.5,8.8,9.2,8.7,11.1,10.6,0.28087,0.74067
sp|P17182|ENOA_MOUSE,Eno1,Alpha-enolase OS=Mus musculus OX=10090 GN=Eno1 PE=1 SV=3,39,9.8,9.9,10.4,9.8,10.0,10.1,9.9,9.5,10.7,10.0,0.87517,0.89352
sp|P17183|ENOG_MOUSE,Eno2,Gamma-enolase OS=Mus musculus OX=10090 GN=Eno2 PE=1 SV=2,17,9.9,7.9,9.8,9.3,11.6,11.0,9.3,10.2,9.7,11.3,0.39762,0.79222
sp|P21550|ENOB_MOUSE,Eno3,Beta-enolase OS=Mus musculus OX=10090 GN=Eno3 PE=1 SV=3,19,13.2,6.1,12.6,10.9,10.2,13.2,5.4,14.2,5.6,8.7,0.62045,0.85610
tr|E9Q0N0|E9Q0N0_MOUSE,Itsn1,Intersectin-1 OS=Mus musculus OX=10090 GN=Itsn1 PE=1 SV=1,12,8.9,11.4,10.2,9.9,10.0,9.2,10.8,9.5,10.1,10.0,0.71183,0.87221
tr|B2RR82|B2RR82_MOUSE,Itsn2,Intersectin-2 OS=Mus musculus OX=10090 GN=Itsn2 PE=1 SV=1,14,8.7,11.3,9.9,10.6,9.6,9.4,10.1,8.7,10.6,11.2,0.93859,0.90000
tr|E9Q3I4|E9Q3I4_MOUSE,Itsn1,Intersectin-1 OS=Mus musculus OX=10090 GN=Itsn1 PE=1 SV=1,2,10.6,10.3,9.5,9.8,11.3,8.5,9.9,9.6,11.0,9.6,0.26497,0.73256
sp|Q91WK5|GCSH_MOUSE,Gcsh,"Glycine cleavage system H protein, mitochondrial OS=Mus musculus OX=10090 GN=Gcsh PE=1 SV=2",1,8.9,7.9,14.7,8.2,8.9,8.2,10.5,9.6,11.7,11.3,0.71693,0.87301
sp|Q8C3X8|LMF2_MOUSE,Lmf2,Lipase maturation factor 2 OS=Mus musculus OX=10090 GN=Lmf2 PE=1 SV=1,3,11.0,9.8,9.3,10.2,12.4,7.4,9.2,10.6,11.1,9.1,0.24803,0.72301
sp|Q8CG76|ARK72_MOUSE,Akr7a2,Aflatoxin B1 aldehyde reductase member 2 OS=Mus musculus OX=10090 GN=Akr7a2 PE=1 SV=3,3,11.2,9.8,8.7,10.5,10.7,9.5,8.8,10.8,9.8,10.1,0.52263,0.83365
tr|G3XA48|G3XA48_MOUSE,Idi1,Isopentenyl-diphosphate Delta-isomerase 1 OS=Mus musculus OX=10090 GN=Idi1 PE=1 SV=1,3,10.3,9.7,11.1,10.8,10.4,9.7,8.5,10.4,10.4,8.8,0.09765,0.64355
sp|P97429|ANXA4_MOUSE,Anxa4,Annexin A4 OS=Mus musculus OX=10090 GN=Anxa4 PE=1 SV=4,19,9.5,10.7,8.8,10.2,10.0,10.0,10.7,10.0,10.1,9.9,0.47644,0.82042
sp|P48036|ANXA5_MOUSE,Anxa5,Annexin A5 OS=Mus musculus OX=10090 GN=Anxa5 PE=1 SV=1,43,9.2,11.2,9.1,9.5,9.9,8.8,11.8,10.1,10.0,10.3,0.52933,0.83541
sp|P14824|ANXA6_MOUSE,Anxa6,Annexin A6 OS=Mus musculus OX=10090 GN=Anxa6 PE=1 SV=3,44,10.7,10.7,10.0,10.5,10.3,9.3,9.2,9.9,9.5,9.9,0.00156,0.26333
sp|Q8VCW8|ACSF2_MOUSE,Acsf2,"Acyl-CoA synthetase family member 2, mitochondrial OS=Mus musculus OX=10090 GN=Acsf2 PE=1 SV=1",15,7.9,9.1,6.8,9.6,9.4,12.3,12.1,11.2,10.1,11.5,0.00281,0.31799
tr|A0A0R4J069|A0A0R4J069_MOUSE,Scly,Selenocysteine lyase OS=Mus musculus OX=10090 GN=Scly PE=1 SV=1,7,10.7,9.9,9.9,9.8,9.2,8.9,10.8,9.5,11.2,10.0,0.69271,0.86915
tr|E9QQ93|E9QQ93_MOUSE,Xirp1,Xin actin-binding repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Xirp1 PE=1 SV=1,1,12.1,6.5,13.9,10.0,11.3,14.6,6.0,12.3,4.7,8.6,0.51871,0.83260
sp|Q9DB29|IAH1_MOUSE,Iah1,Isoamyl acetate-hydrolyzing esterase 1 homolog OS=Mus musculus OX=10090 GN=Iah1 PE=1 SV=1,9,9.6,11.2,9.6,10.7,10.0,9.2,9.9,9.0,10.7,10.1,0.31126,0.75426
tr|Q9D881|Q9D881_MOUSE,Gm11273,"Cytochrome c oxidase subunit 5B, mitochondrial OS=Mus musculus OX=10090 GN=Gm11273 PE=1 SV=1",4,11.3,6.1,13.6,9.3,7.9,13.3,7.0,13.0,7.5,10.9,0.72236,0.87384
tr|Q9Z257|Q9Z257_MOUSE,P2rx4,P2X purinoceptor OS=Mus musculus OX=10090 GN=P2rx4 PE=1 SV=1,4,10.2,9.5,9.3,9.7,9.3,10.4,9.7,10.3,12.1,9.3,0.20253,0.69433
tr|E9Q9H0|E9Q9H0_MOUSE,Dlg1,Disks large homolog 1 OS=Mus musculus OX=10090 GN=Dlg1 PE=1 SV=1,18,10.2,10.4,10.2,10.0,10.4,8.9,10.3,9.4,10.6,9.7,0.18208,0.68288
sp|Q811D0|DLG1_MOUSE,Dlg1,Disks large homolog 1 OS=Mus musculus OX=10090 GN=Dlg1 PE=1 SV=1,1,10.1,10.4,9.9,10.8,11.3,8.6,8.5,8.9,10.7,10.9,0.14839,0.66998
sp|P70175|DLG3_MOUSE,Dlg3,Disks large homolog 3 OS=Mus musculus OX=10090 GN=Dlg3 PE=1 SV=1,3,9.1,10.8,9.5,10.3,10.4,10.0,10.1,8.6,9.8,11.5,0.96008,0.90202
sp|P98203|ARVC_MOUSE,Arvcf,Armadillo repeat protein deleted in velo-cardio-facial syndrome homolog OS=Mus musculus OX=10090 GN=Arvcf PE=1 SV=2,5,10.0,10.0,8.7,9.5,8.9,11.2,10.7,11.3,8.8,11.0,0.06696,0.61442
sp|Q8BGD9|IF4B_MOUSE,Eif4b,Eukaryotic translation initiation factor 4B OS=Mus musculus OX=10090 GN=Eif4b PE=1 SV=1,13,9.3,10.6,10.7,10.2,9.7,9.7,9.9,9.1,10.5,10.4,0.66769,0.86491
sp|Q8BUH8|SENP7_MOUSE,Senp7,Sentrin-specific protease 7 OS=Mus musculus OX=10090 GN=Senp7 PE=1 SV=1,3,8.0,12.2,10.7,9.7,11.1,8.4,10.3,8.8,11.3,9.6,0.46629,0.81722
sp|P53395|ODB2_MOUSE,Dbt,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial OS=Mus musculus OX=10090 GN=Dbt PE=1 SV=2",10,9.9,9.5,9.9,10.2,10.3,10.5,9.7,10.8,9.2,10.0,0.78082,0.88217
sp|P51125|ICAL_MOUSE,Cast,Calpastatin OS=Mus musculus OX=10090 GN=Cast PE=1 SV=2,19,9.2,9.9,11.1,9.2,11.3,8.7,9.8,7.8,12.4,10.5,0.75968,0.87929
sp|Q9CXV1|DHSD_MOUSE,Sdhd,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial OS=Mus musculus OX=10090 GN=Sdhd PE=1 SV=2",1,13.3,7.7,10.5,10.5,11.7,10.6,5.8,11.7,8.9,9.2,0.29358,0.74664
sp|Q7TSH2|KPBB_MOUSE,Phkb,Phosphorylase b kinase regulatory subunit beta OS=Mus musculus OX=10090 GN=Phkb PE=1 SV=1,1,9.8,7.3,9.8,8.8,10.5,8.8,8.3,15.2,10.7,10.9,0.29453,0.74706
sp|Q60676|PPP5_MOUSE,Ppp5c,Serine/threonine-protein phosphatase 5 OS=Mus musculus OX=10090 GN=Ppp5c PE=1 SV=3,17,10.2,10.5,9.6,10.7,10.6,9.5,9.1,9.8,9.7,10.2,0.04285,0.59276
tr|A0A286YDF5|A0A286YDF5_MOUSE,Myof,Myoferlin OS=Mus musculus OX=10090 GN=Myof PE=1 SV=1,48,10.6,11.4,9.4,9.9,10.0,8.7,10.9,9.7,10.1,9.5,0.35374,0.77395
tr|A0A0N4SVX9|A0A0N4SVX9_MOUSE,Dysf,Dysferlin OS=Mus musculus OX=10090 GN=Dysf PE=1 SV=1,14,10.6,8.4,10.0,9.2,8.8,10.6,10.8,11.5,9.7,10.2,0.05596,0.60573
sp|Q8K1C0|ANGE2_MOUSE,Angel2,Protein angel homolog 2 OS=Mus musculus OX=10090 GN=Angel2 PE=1 SV=1,1,11.2,10.3,9.3,9.7,10.1,9.2,11.0,9.7,9.3,10.2,0.62738,0.85746
sp|Q3U5C8|ARHGG_MOUSE,Arhgef16,Rho guanine nucleotide exchange factor 16 OS=Mus musculus OX=10090 GN=Arhgef16 PE=1 SV=3,4,9.4,10.1,9.4,10.1,9.5,9.1,11.1,11.0,9.5,10.9,0.22379,0.70738
sp|O89032|SPD2A_MOUSE,Sh3pxd2a,SH3 and PX domain-containing protein 2A OS=Mus musculus OX=10090 GN=Sh3pxd2a PE=1 SV=2,4,10.3,12.0,10.0,10.9,10.9,8.2,9.6,8.3,9.9,9.9,0.01399,0.49870
sp|Q7TPH6|MYCB2_MOUSE,Mycbp2,E3 ubiquitin-protein ligase MYCBP2 OS=Mus musculus OX=10090 GN=Mycbp2 PE=1 SV=3,4,9.8,10.0,9.1,8.9,9.0,10.2,12.3,10.6,9.1,11.0,0.06792,0.61568
tr|B7ZCJ1|B7ZCJ1_MOUSE,Arhgap21,Rho GTPase-activating protein 21 OS=Mus musculus OX=10090 GN=Arhgap21 PE=1 SV=1,1,11.4,12.1,6.8,13.6,9.7,8.5,9.7,6.5,12.5,9.2,0.36762,0.78004
tr|B1AQY2|B1AQY2_MOUSE,Arhgap23,Rho GTPase-activating protein 23 OS=Mus musculus OX=10090 GN=Arhgap23 PE=1 SV=1,1,10.4,12.4,8.3,9.0,11.7,9.4,9.3,7.8,9.6,12.0,0.50305,0.82829
sp|P70429|EVL_MOUSE,Evl,Ena/VASP-like protein OS=Mus musculus OX=10090 GN=Evl PE=1 SV=2,4,10.3,12.3,11.2,8.4,9.3,6.5,11.0,7.0,13.5,10.4,0.67364,0.86594
tr|E9QLZ9|E9QLZ9_MOUSE,Enah,Protein enabled homolog OS=Mus musculus OX=10090 GN=Enah PE=1 SV=1,5,10.4,9.5,11.4,11.3,10.3,9.6,9.3,9.9,9.4,8.9,0.02573,0.55878
tr|Q3UJB0|Q3UJB0_MOUSE,Sf3b2,"Splicing factor 3b, subunit 2 OS=Mus musculus OX=10090 GN=Sf3b2 PE=1 SV=1",14,10.0,10.1,10.8,10.0,9.6,8.6,10.7,9.9,10.4,9.9,0.62322,0.85665
sp|E9PZM4|CHD2_MOUSE,Chd2,Chromodomain-helicase-DNA-binding protein 2 OS=Mus musculus OX=10090 GN=Chd2 PE=1 SV=1,1,10.0,9.5,10.0,11.0,10.4,9.7,9.5,10.9,9.2,9.7,0.38477,0.78707
tr|A0A0A6YW53|A0A0A6YW53_MOUSE,Map4k4,Mitogen-activated protein kinase kinase kinase kinase 4 OS=Mus musculus OX=10090 GN=Map4k4 PE=1 SV=1,1,9.3,9.7,8.3,9.3,11.7,9.6,10.1,9.7,10.9,11.5,0.30910,0.75336
tr|B2RQ80|B2RQ80_MOUSE,Tnik,Tnik protein OS=Mus musculus OX=10090 GN=Tnik PE=1 SV=1,6,9.6,11.1,9.2,9.7,9.7,8.4,11.9,9.5,10.1,10.7,0.66142,0.86380
tr|E9PUL9|E9PUL9_MOUSE,Tnik,Traf2 and NCK-interacting protein kinase OS=Mus musculus OX=10090 GN=Tnik PE=1 SV=1,2,5.6,9.5,9.6,10.5,10.1,8.6,13.3,8.4,11.9,12.6,0.20617,0.69644
tr|G3X9G2|G3X9G2_MOUSE,Mink1,Misshapen-like kinase 1 OS=Mus musculus OX=10090 GN=Mink1 PE=1 SV=1,13,7.9,10.4,10.1,10.1,9.7,9.3,11.3,8.9,10.9,11.4,0.32917,0.76240
tr|Q5SXG3|Q5SXG3_MOUSE,Mink1,Misshapen-like kinase 1 OS=Mus musculus OX=10090 GN=Mink1 PE=1 SV=1,1,9.2,10.0,12.1,9.5,9.0,8.4,10.5,9.8,11.2,10.3,0.91028,0.89721
sp|Q9Z1Q2|ABHGA_MOUSE,Abhd16a,Protein ABHD16A OS=Mus musculus OX=10090 GN=Abhd16a PE=1 SV=3,10,10.1,9.8,8.6,10.0,10.1,11.7,9.8,9.7,10.5,9.7,0.28142,0.74094
sp|Q9Z1Q9|SYVC_MOUSE,Vars,Valine--tRNA ligase OS=Mus musculus OX=10090 GN=Vars PE=1 SV=1,35,10.7,10.1,9.8,9.8,9.9,9.4,9.7,9.8,10.8,9.9,0.70453,0.87106
sp|Q91YP2|NEUL_MOUSE,Nln,"Neurolysin, mitochondrial OS=Mus musculus OX=10090 GN=Nln PE=1 SV=1",7,10.0,9.8,9.5,9.3,9.6,10.4,10.9,11.3,9.0,10.2,0.15094,0.67114
sp|Q8C1A5|THOP1_MOUSE,Thop1,Thimet oligopeptidase OS=Mus musculus OX=10090 GN=Thop1 PE=1 SV=1,17,9.6,9.7,9.9,10.4,10.2,10.8,10.0,9.9,10.1,9.3,0.80366,0.88514
sp|O08601|MTP_MOUSE,Mttp,Microsomal triglyceride transfer protein large subunit OS=Mus musculus OX=10090 GN=Mttp PE=1 SV=2,1,7.9,9.2,7.0,7.8,18.3,11.0,8.7,10.6,8.9,10.6,0.97165,0.90307
sp|P70202|LXN_MOUSE,Lxn,Latexin OS=Mus musculus OX=10090 GN=Lxn PE=1 SV=2,8,9.4,11.4,9.5,10.0,10.2,8.2,10.0,9.2,11.3,10.8,0.76579,0.88014
tr|D3Z482|D3Z482_MOUSE,Ankrd26,Ankyrin repeat domain-containing protein 26 OS=Mus musculus OX=10090 GN=Ankrd26 PE=1 SV=1,2,11.1,6.0,12.7,10.0,12.7,15.5,6.9,12.6,5.6,7.1,0.68580,0.86800
sp|P97927|LAMA4_MOUSE,Lama4,Laminin subunit alpha-4 OS=Mus musculus OX=10090 GN=Lama4 PE=1 SV=2,33,11.9,10.4,11.2,11.8,11.0,7.8,9.4,9.1,8.2,9.3,0.00042,0.14234
sp|O55111|DSG2_MOUSE,Dsg2,Desmoglein-2 OS=Mus musculus OX=10090 GN=Dsg2 PE=1 SV=3,3,12.1,5.1,11.6,11.0,9.1,11.0,8.8,15.0,7.3,9.0,0.83051,0.88844
sp|Q9Z1Z2|STRAP_MOUSE,Strap,Serine-threonine kinase receptor-associated protein OS=Mus musculus OX=10090 GN=Strap PE=1 SV=2,12,9.5,11.3,10.1,10.1,10.1,9.1,9.6,9.8,10.3,10.0,0.23151,0.71264
tr|F6QC57|F6QC57_MOUSE,Ubr3,E3 ubiquitin-protein ligase UBR3 OS=Mus musculus OX=10090 GN=Ubr3 PE=1 SV=1,2,10.0,11.2,10.7,9.3,9.4,10.3,10.8,9.7,8.5,9.9,0.64236,0.86032
sp|Q8C4B4|U119B_MOUSE,Unc119b,Protein unc-119 homolog B OS=Mus musculus OX=10090 GN=Unc119b PE=1 SV=1,2,10.7,10.5,9.1,10.2,9.2,10.1,9.0,9.9,11.9,9.5,0.79847,0.88448
sp|Q9Z2R6|U119A_MOUSE,Unc119,Protein unc-119 homolog A OS=Mus musculus OX=10090 GN=Unc119 PE=1 SV=1,1,10.0,13.1,8.4,9.0,7.8,8.9,10.8,11.8,10.2,10.0,0.55268,0.84126
tr|J3QNK5|J3QNK5_MOUSE,Sap130,Histone deacetylase complex subunit SAP130 OS=Mus musculus OX=10090 GN=Sap130 PE=1 SV=1,2,8.8,10.5,9.8,11.0,9.6,10.0,10.2,9.0,10.7,10.5,0.77771,0.88176
sp|Q6PGH2|JUPI2_MOUSE,Jpt2,Jupiter microtubule associated homolog 2 OS=Mus musculus OX=10090 GN=Jpt2 PE=1 SV=1,4,8.1,9.5,10.9,8.0,5.4,10.8,12.5,9.7,11.4,13.7,0.02375,0.55218
tr|Q5SWZ5|Q5SWZ5_MOUSE,Mprip,Myosin phosphatase Rho-interacting protein OS=Mus musculus OX=10090 GN=Mprip PE=1 SV=1,48,8.7,12.2,9.3,10.2,9.6,9.5,10.4,9.0,11.0,10.1,0.96322,0.90231
sp|P97434|MPRIP_MOUSE,Mprip,Myosin phosphatase Rho-interacting protein OS=Mus musculus OX=10090 GN=Mprip PE=1 SV=2,2,8.0,13.2,11.0,9.1,9.8,8.7,10.2,7.8,11.4,10.7,0.66867,0.86508
tr|G3UXE9|G3UXE9_MOUSE,Gm8909,Predicted gene 8909 OS=Mus musculus OX=10090 GN=Gm8909 PE=1 SV=1,3,8.4,8.9,8.9,9.1,9.1,10.9,13.2,10.3,12.6,8.6,0.05170,0.60218
sp|P01899|HA11_MOUSE,H2-D1,"H-2 class I histocompatibility antigen, D-B alpha chain OS=Mus musculus OX=10090 GN=H2-D1 PE=1 SV=2",13,8.9,9.4,10.1,8.5,10.3,8.8,9.1,8.3,17.2,9.3,0.54938,0.84046
sp|P06339|HA15_MOUSE,H2-T23,"H-2 class I histocompatibility antigen, D-37 alpha chain OS=Mus musculus OX=10090 GN=H2-T23 PE=1 SV=1",3,8.2,9.9,9.8,9.3,9.1,9.3,12.1,8.1,14.0,10.1,0.23554,0.71527
sp|P14429|HA17_MOUSE,H2-Q7,"H-2 class I histocompatibility antigen, Q7 alpha chain OS=Mus musculus OX=10090 GN=H2-Q7 PE=1 SV=1",1,10.8,9.8,10.7,7.9,8.6,7.2,11.1,9.6,19.0,5.4,0.72576,0.87436
tr|Q8HWB2|Q8HWB2_MOUSE,H2-Q4,"Histocompatibility 2, Q region locus 4 OS=Mus musculus OX=10090 GN=H2-Q4 PE=1 SV=1",2,7.9,8.4,7.9,5.9,9.3,10.1,12.4,10.8,17.2,10.1,0.02982,0.56998
sp|P01898|HA10_MOUSE,H2-Q10,"H-2 class I histocompatibility antigen, Q10 alpha chain OS=Mus musculus OX=10090 GN=H2-Q10 PE=1 SV=3",4,8.5,7.0,9.0,6.7,10.9,16.9,15.3,8.4,8.1,9.3,0.17112,0.67919
sp|P01901|HA1B_MOUSE,H2-K1,"H-2 class I histocompatibility antigen, K-B alpha chain OS=Mus musculus OX=10090 GN=H2-K1 PE=1 SV=1",13,8.6,8.5,9.6,9.0,9.2,8.5,10.6,9.5,16.2,10.2,0.21277,0.70011
sp|Q8C0M9|ASGL1_MOUSE,Asrgl1,Isoaspartyl peptidase/L-asparaginase OS=Mus musculus OX=10090 GN=Asrgl1 PE=1 SV=1,4,9.5,8.9,10.0,9.9,10.0,11.0,9.4,11.9,9.2,10.3,0.24380,0.72045
sp|Q61687|ATRX_MOUSE,Atrx,Transcriptional regulator ATRX OS=Mus musculus OX=10090 GN=Atrx PE=1 SV=3,14,9.5,11.4,9.8,10.6,10.3,9.0,9.5,9.9,10.5,9.5,0.17665,0.68110
sp|Q61586|GPAT1_MOUSE,Gpam,"Glycerol-3-phosphate acyltransferase 1, mitochondrial OS=Mus musculus OX=10090 GN=Gpam PE=1 SV=2",1,10.6,10.8,8.9,8.0,11.0,12.7,7.1,9.6,13.0,8.2,0.85205,0.89095
sp|Q3UHQ6|DOP2_MOUSE,Dop1b,Protein dopey-2 OS=Mus musculus OX=10090 GN=Dop1b PE=1 SV=3,5,10.1,9.6,9.4,9.6,10.3,9.4,11.7,10.5,9.9,9.6,0.36109,0.77722
sp|Q8CGY8|OGT1_MOUSE,Ogt,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Mus musculus OX=10090 GN=Ogt PE=1 SV=2,9,10.1,11.1,9.9,11.0,9.6,9.3,9.0,8.7,11.0,10.3,0.24762,0.72276
sp|Q3ULD5|MCCB_MOUSE,Mccc2,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial OS=Mus musculus OX=10090 GN=Mccc2 PE=1 SV=1",14,10.3,8.4,10.3,10.8,10.9,11.0,8.9,10.8,9.2,9.5,0.65789,0.86317
tr|A0A1C7CYU5|A0A1C7CYU5_MOUSE,Fam160a2,FTS and Hook-interacting protein OS=Mus musculus OX=10090 GN=Fam160a2 PE=1 SV=1,3,11.1,9.9,8.8,10.2,9.5,10.4,11.9,10.3,8.9,8.9,0.78100,0.88220
sp|Q8BGS1|E41L5_MOUSE,Epb41l5,Band 4.1-like protein 5 OS=Mus musculus OX=10090 GN=Epb41l5 PE=1 SV=1,17,9.4,11.0,9.0,10.0,10.3,8.8,10.6,9.4,11.2,10.3,0.79299,0.88377
tr|A2ALK6|A2ALK6_MOUSE,Epb41l4b,Band 4.1-like protein 4B OS=Mus musculus OX=10090 GN=Epb41l4b PE=1 SV=1,5,9.9,11.9,7.9,9.9,10.8,9.5,9.5,9.9,10.9,9.9,0.81013,0.88595
sp|Q9CU62|SMC1A_MOUSE,Smc1a,Structural maintenance of chromosomes protein 1A OS=Mus musculus OX=10090 GN=Smc1a PE=1 SV=4,30,9.4,10.9,9.8,10.5,9.7,8.9,9.5,11.8,10.1,9.4,0.86389,0.89228
tr|Q6WIZ7|Q6WIZ7_MOUSE,Svs1,Amine oxidase OS=Mus musculus OX=10090 GN=Svs1 PE=2 SV=1,12,0.8,0.8,1.6,0.9,2.1,12.3,8.9,65.9,4.1,2.6,0.21553,0.70158
sp|Q7TMC8|FUK_MOUSE,Fuk,L-fucose kinase OS=Mus musculus OX=10090 GN=Fuk PE=1 SV=1,7,11.8,10.2,8.7,9.8,10.6,9.9,8.4,9.7,11.2,9.7,0.54306,0.83890
tr|E9QP99|E9QP99_MOUSE,Golga3,Golgin subfamily A member 3 OS=Mus musculus OX=10090 GN=Golga3 PE=1 SV=1,20,9.0,11.0,9.9,10.0,9.7,9.3,10.3,9.5,11.1,10.3,0.71994,0.87347
sp|Q9QYI3|DNJC7_MOUSE,Dnajc7,DnaJ homolog subfamily C member 7 OS=Mus musculus OX=10090 GN=Dnajc7 PE=1 SV=2,3,10.0,9.8,9.9,10.1,8.1,10.4,11.6,10.2,10.3,9.5,0.14909,0.67030
sp|Q9D6T0|NOSIP_MOUSE,Nosip,Nitric oxide synthase-interacting protein OS=Mus musculus OX=10090 GN=Nosip PE=1 SV=1,1,10.0,10.6,9.9,11.0,11.9,8.9,7.6,8.1,11.2,10.7,0.12946,0.66034
sp|Q9DCC4|P5CR3_MOUSE,Pycr3,Pyrroline-5-carboxylate reductase 3 OS=Mus musculus OX=10090 GN=Pycr3 PE=1 SV=2,4,10.6,10.1,8.8,10.3,11.1,9.9,9.1,10.3,10.3,9.4,0.45177,0.81245
sp|Q3UZ39|LRRF1_MOUSE,Lrrfip1,Leucine-rich repeat flightless-interacting protein 1 OS=Mus musculus OX=10090 GN=Lrrfip1 PE=1 SV=2,24,8.3,10.7,10.5,9.8,9.5,9.0,10.7,8.2,12.1,11.3,0.56613,0.84444
tr|A0A087WPK3|A0A087WPK3_MOUSE,Lrrfip1,Leucine-rich repeat flightless-interacting protein 1 OS=Mus musculus OX=10090 GN=Lrrfip1 PE=1 SV=1,4,8.8,11.0,10.5,10.8,9.4,9.2,10.8,9.2,10.0,10.4,0.72941,0.87491
tr|A0A1L1SSC0|A0A1L1SSC0_MOUSE,Lrrfip2,Leucine-rich repeat flightless-interacting protein 2 OS=Mus musculus OX=10090 GN=Lrrfip2 PE=1 SV=1,5,8.2,10.1,10.7,10.0,9.7,9.3,11.5,8.8,10.6,11.1,0.44740,0.81097
tr|E9QN52|E9QN52_MOUSE,Lrrfip2,Leucine-rich repeat flightless-interacting protein 2 OS=Mus musculus OX=10090 GN=Lrrfip2 PE=1 SV=1,6,8.5,9.7,10.7,10.0,9.4,8.9,11.9,8.3,11.9,10.5,0.47005,0.81842
sp|Q5DTU0|AF1L2_MOUSE,Afap1l2,Actin filament-associated protein 1-like 2 OS=Mus musculus OX=10090 GN=Afap1l2 PE=1 SV=2,1,7.4,10.9,12.0,9.1,9.6,13.2,8.7,6.6,10.4,12.1,0.79044,0.88344
sp|Q61033|LAP2A_MOUSE,Tmpo,"Lamina-associated polypeptide 2, isoforms alpha/zeta OS=Mus musculus OX=10090 GN=Tmpo PE=1 SV=4",21,8.7,12.7,9.4,11.8,10.3,9.5,8.7,8.9,9.6,10.3,0.20142,0.69368
sp|Q61029|LAP2B_MOUSE,Tmpo,"Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma OS=Mus musculus OX=10090 GN=Tmpo PE=1 SV=4",7,10.2,11.6,10.8,11.0,10.0,8.4,9.4,9.2,9.6,9.9,0.00652,0.39555
sp|Q9QZ73|DCNL1_MOUSE,Dcun1d1,DCN1-like protein 1 OS=Mus musculus OX=10090 GN=Dcun1d1 PE=2 SV=1,2,9.6,10.6,9.5,10.1,10.2,11.1,9.4,11.0,9.4,9.1,0.98438,0.90421
sp|Q8BZJ7|DCNL2_MOUSE,Dcun1d2,DCN1-like protein 2 OS=Mus musculus OX=10090 GN=Dcun1d2 PE=1 SV=3,1,11.5,9.4,10.1,7.1,10.0,12.0,10.2,10.7,9.2,9.9,0.38058,0.78539
tr|A0A0R4J0Z1|A0A0R4J0Z1_MOUSE,Pdia4,Protein disulfide-isomerase A4 OS=Mus musculus OX=10090 GN=Pdia4 PE=1 SV=1,36,9.6,10.1,10.3,9.9,9.4,9.1,10.2,9.9,11.4,10.0,0.56403,0.84395
tr|F8VQK3|F8VQK3_MOUSE,Gucy1a2,"Guanylate cyclase 1, soluble, alpha 2 OS=Mus musculus OX=10090 GN=Gucy1a2 PE=1 SV=1",4,10.9,12.2,11.5,11.3,11.2,8.7,9.9,8.1,8.0,8.2,0.00034,0.13616
