,,,,Scaled Abundance (Sum of each row=100),,,,,,,,,,,
Protein.Id,Gene.Symbol,Description,Number.of.peptides,Young 1,Young 2,Young 3,Young 4,Young 5,Old 1,Old 2,Old 3,Old 4,Old 5,t.pvalue,t.qvalue
sp|Q9D938|TM160_MOUSE,Tmem160,Transmembrane protein 160 OS=Mus musculus OX=10090 GN=Tmem160 PE=2 SV=1,2,8.6,8.1,7.3,10.1,8.8,10.4,10.8,12.4,10.5,13.0,0.00405,0.18488
tr|E9Q616|E9Q616_MOUSE,Ahnak,AHNAK nucleoprotein (desmoyokin) OS=Mus musculus OX=10090 GN=Ahnak PE=1 SV=1,67,9.6,9.5,8.7,8.4,9.2,9.6,10.7,12.8,11.7,9.6,0.04238,0.31189
sp|Q9QZN4|FBX6_MOUSE,Fbxo6,F-box only protein 6 OS=Mus musculus OX=10090 GN=Fbxo6 PE=1 SV=1,4,9.3,8.9,8.8,11.1,9.6,10.6,11.4,10.5,10.7,9.1,0.13450,0.40280
sp|Q9WTQ5|AKA12_MOUSE,Akap12,A-kinase anchor protein 12 OS=Mus musculus OX=10090 GN=Akap12 PE=1 SV=1,25,9.5,10.7,9.0,9.8,8.9,8.9,10.3,11.5,11.8,9.7,0.21711,0.44693
sp|Q91VM9|IPYR2_MOUSE,Ppa2,"Inorganic pyrophosphatase 2, mitochondrial OS=Mus musculus OX=10090 GN=Ppa2 PE=1 SV=1",24,10.1,9.6,8.6,10.5,8.7,10.9,9.2,10.2,9.6,12.7,0.20887,0.44363
tr|D3Z636|D3Z636_MOUSE,Ppa2,"Inorganic pyrophosphatase 2, mitochondrial OS=Mus musculus OX=10090 GN=Ppa2 PE=1 SV=1",1,10.9,8.8,10.4,10.3,7.2,10.4,9.9,9.1,10.6,12.5,0.30026,0.48678
sp|Q6PEB6|PHOCN_MOUSE,Mob4,MOB-like protein phocein OS=Mus musculus OX=10090 GN=Mob4 PE=1 SV=1,2,9.2,10.6,7.8,11.4,9.6,11.1,10.9,9.5,10.7,9.1,0.50492,0.56954
sp|P32020|NLTP_MOUSE,Scp2,Non-specific lipid-transfer protein OS=Mus musculus OX=10090 GN=Scp2 PE=1 SV=3,29,8.3,10.1,9.3,10.5,7.3,12.2,11.0,12.9,9.4,8.9,0.09956,0.37631
sp|Q923D5|WBP11_MOUSE,Wbp11,WW domain-binding protein 11 OS=Mus musculus OX=10090 GN=Wbp11 PE=1 SV=2,2,12.2,10.3,9.0,10.6,10.2,9.6,9.1,10.3,9.3,9.3,0.13686,0.40420
sp|Q6P5H2|NEST_MOUSE,Nes,Nestin OS=Mus musculus OX=10090 GN=Nes PE=1 SV=1,16,8.8,9.2,7.4,8.9,13.7,10.2,9.5,10.6,11.5,10.3,0.51082,0.57164
sp|P39061|COIA1_MOUSE,Col18a1,Collagen alpha-1(XVIII) chain OS=Mus musculus OX=10090 GN=Col18a1 PE=1 SV=4,8,7.4,8.0,8.9,13.7,14.2,9.3,9.7,10.1,8.5,10.1,0.58428,0.59526
sp|P15208|INSR_MOUSE,Insr,Insulin receptor OS=Mus musculus OX=10090 GN=Insr PE=1 SV=2,3,10.5,11.9,9.2,14.1,12.1,8.8,7.5,8.7,8.9,8.3,0.01662,0.25339
sp|Q60751|IGF1R_MOUSE,Igf1r,Insulin-like growth factor 1 receptor OS=Mus musculus OX=10090 GN=Igf1r PE=1 SV=3,1,8.9,13.2,9.9,12.9,10.4,9.4,7.0,9.2,10.0,8.9,0.06707,0.33951
sp|Q2VLH6|C163A_MOUSE,Cd163,Scavenger receptor cysteine-rich type 1 protein M130 OS=Mus musculus OX=10090 GN=Cd163 PE=1 SV=2,4,8.2,10.3,14.7,9.2,17.5,4.8,9.5,7.0,8.4,10.4,0.09652,0.37333
sp|Q9Z315|SNUT1_MOUSE,Sart1,U4/U6.U5 tri-snRNP-associated protein 1 OS=Mus musculus OX=10090 GN=Sart1 PE=1 SV=1,4,9.7,10.5,9.4,10.8,12.1,9.3,8.8,8.9,9.9,10.4,0.11720,0.39121
sp|Q3UDE2|TTL12_MOUSE,Ttll12,Tubulin--tyrosine ligase-like protein 12 OS=Mus musculus OX=10090 GN=Ttll12 PE=1 SV=1,10,9.7,9.3,9.8,10.0,9.6,10.1,9.8,9.5,9.5,12.6,0.35987,0.51582
sp|P62869|ELOB_MOUSE,Elob,Elongin-B OS=Mus musculus OX=10090 GN=Elob PE=1 SV=1,6,9.6,11.4,8.6,12.4,8.7,10.5,9.7,10.9,9.5,8.6,0.73921,0.64894
sp|Q8BHC0|LYVE1_MOUSE,Lyve1,Lymphatic vessel endothelial hyaluronic acid receptor 1 OS=Mus musculus OX=10090 GN=Lyve1 PE=1 SV=1,1,7.1,15.2,9.9,7.1,20.3,5.4,8.1,6.3,11.7,9.1,0.22816,0.45121
sp|Q922B2|SYDC_MOUSE,Dars,"Aspartate--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Dars PE=1 SV=2",32,9.4,9.7,9.9,11.3,10.6,10.4,10.6,9.7,9.5,8.9,0.41488,0.53749
sp|P51863|VA0D1_MOUSE,Atp6v0d1,V-type proton ATPase subunit d 1 OS=Mus musculus OX=10090 GN=Atp6v0d1 PE=1 SV=2,6,9.2,8.6,9.2,11.2,13.0,9.0,10.5,9.1,9.9,10.3,0.59724,0.59900
sp|Q8R0F9|S14L4_MOUSE,Sec14l4,SEC14-like protein 4 OS=Mus musculus OX=10090 GN=Sec14l4 PE=1 SV=1,2,8.4,9.4,7.6,11.4,8.4,11.5,9.6,10.7,11.2,11.8,0.04497,0.31547
tr|Q8JZZ5|Q8JZZ5_MOUSE,Pitpnb,Phosphatidylinositol transfer protein beta isoform OS=Mus musculus OX=10090 GN=Pitpnb PE=1 SV=1,7,9.6,9.3,9.0,11.2,10.0,10.0,11.2,10.4,10.7,8.6,0.58553,0.59563
sp|P53810|PIPNA_MOUSE,Pitpna,Phosphatidylinositol transfer protein alpha isoform OS=Mus musculus OX=10090 GN=Pitpna PE=1 SV=2,12,9.3,10.2,8.6,10.6,11.0,10.5,10.0,10.8,9.8,9.1,0.84097,0.67773
sp|P61971|NTF2_MOUSE,Nutf2,Nuclear transport factor 2 OS=Mus musculus OX=10090 GN=Nutf2 PE=1 SV=1,5,10.9,9.6,11.6,7.4,9.9,8.9,11.2,9.8,11.2,9.5,0.81390,0.67054
sp|P35700|PRDX1_MOUSE,Prdx1,Peroxiredoxin-1 OS=Mus musculus OX=10090 GN=Prdx1 PE=1 SV=1,30,9.9,9.5,9.8,11.4,9.6,10.0,10.2,10.0,9.6,9.9,0.79984,0.66668
sp|O08807|PRDX4_MOUSE,Prdx4,Peroxiredoxin-4 OS=Mus musculus OX=10090 GN=Prdx4 PE=1 SV=1,12,10.3,9.3,10.4,10.1,11.0,9.3,10.1,8.9,10.0,10.7,0.36632,0.51859
tr|A2AQJ6|A2AQJ6_MOUSE,Tmem87a,Transmembrane protein 87A OS=Mus musculus OX=10090 GN=Tmem87a PE=1 SV=1,2,13.4,12.9,8.5,14.5,8.7,8.9,6.8,9.1,9.6,7.6,0.06162,0.33274
tr|E9PUQ5|E9PUQ5_MOUSE,Golga2,Golgin subfamily A member 2 OS=Mus musculus OX=10090 GN=Golga2 PE=1 SV=1,10,9.0,10.5,8.7,11.6,10.4,11.0,10.0,10.1,9.9,8.8,0.92696,0.69862
sp|P48025|KSYK_MOUSE,Syk,Tyrosine-protein kinase SYK OS=Mus musculus OX=10090 GN=Syk PE=1 SV=2,1,7.5,6.7,10.9,8.5,13.6,12.0,9.8,8.8,9.6,12.5,0.48975,0.56398
sp|Q9R1P4|PSA1_MOUSE,Psma1,Proteasome subunit alpha type-1 OS=Mus musculus OX=10090 GN=Psma1 PE=1 SV=1,18,9.4,10.1,9.6,12.4,9.9,10.6,10.2,10.0,9.2,8.4,0.37677,0.52295
tr|A0A0G2JH17|A0A0G2JH17_MOUSE,Ints1,Integrator complex subunit 1 OS=Mus musculus OX=10090 GN=Ints1 PE=1 SV=1,1,11.3,8.8,7.9,5.8,7.4,11.6,10.9,14.4,11.6,10.2,0.01742,0.25623
tr|Q3V117|Q3V117_MOUSE,Acly,ATP-citrate synthase OS=Mus musculus OX=10090 GN=Acly PE=1 SV=1,60,6.9,11.3,5.7,20.6,9.0,10.9,14.2,10.4,8.2,2.9,0.68860,0.63262
sp|Q91V92|ACLY_MOUSE,Acly,ATP-citrate synthase OS=Mus musculus OX=10090 GN=Acly PE=1 SV=1,1,7.6,13.8,5.9,21.8,8.6,9.4,12.5,11.2,6.9,2.4,0.39342,0.52955
sp|Q61247|A2AP_MOUSE,Serpinf2,Alpha-2-antiplasmin OS=Mus musculus OX=10090 GN=Serpinf2 PE=1 SV=1,13,7.5,8.0,16.6,7.6,7.6,12.0,7.7,10.3,8.5,14.1,0.63325,0.61293
tr|L7N451|L7N451_MOUSE,Gvin1,Interferon-induced very large GTPase 1 OS=Mus musculus OX=10090 GN=Gvin1 PE=1 SV=1,14,7.3,11.5,10.2,10.1,13.3,8.2,13.3,8.5,7.5,10.0,0.50804,0.57065
sp|Q8BH48|UBAP1_MOUSE,Ubap1,Ubiquitin-associated protein 1 OS=Mus musculus OX=10090 GN=Ubap1 PE=1 SV=1,2,10.0,9.5,7.7,12.9,11.5,9.5,8.4,10.3,10.5,9.7,0.52740,0.57737
sp|Q9Z2N8|ACL6A_MOUSE,Actl6a,Actin-like protein 6A OS=Mus musculus OX=10090 GN=Actl6a PE=1 SV=2,8,10.0,10.2,9.0,11.1,10.6,10.1,8.9,10.2,9.8,10.1,0.43711,0.54511
sp|P61804|DAD1_MOUSE,Dad1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 OS=Mus musculus OX=10090 GN=Dad1 PE=1 SV=3,4,9.8,10.2,10.9,11.0,10.3,10.0,10.0,9.7,8.7,9.5,0.03253,0.29566
sp|P56375|ACYP2_MOUSE,Acyp2,Acylphosphatase-2 OS=Mus musculus OX=10090 GN=Acyp2 PE=1 SV=2,5,10.6,9.9,8.8,9.7,9.4,9.9,11.0,11.4,12.3,7.0,0.53644,0.58039
sp|O35465|FKBP8_MOUSE,Fkbp8,Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Mus musculus OX=10090 GN=Fkbp8 PE=1 SV=2,13,10.0,9.4,9.4,10.0,8.8,10.1,11.5,9.9,10.9,9.9,0.04949,0.32111
sp|Q9WVL3|S12A7_MOUSE,Slc12a7,Solute carrier family 12 member 7 OS=Mus musculus OX=10090 GN=Slc12a7 PE=1 SV=1,6,10.3,9.1,10.0,11.2,10.2,10.1,8.5,9.0,8.1,13.5,0.76717,0.65735
tr|F8WIJ0|F8WIJ0_MOUSE,Slc12a4,Solute carrier family 12 member 4 OS=Mus musculus OX=10090 GN=Slc12a4 PE=1 SV=2,1,9.4,10.7,8.8,9.0,11.8,8.8,9.5,10.5,10.7,10.9,0.86738,0.68444
sp|P13597|ICAM1_MOUSE,Icam1,Intercellular adhesion molecule 1 OS=Mus musculus OX=10090 GN=Icam1 PE=1 SV=1,2,6.3,9.0,8.3,10.4,14.4,10.1,9.2,10.8,9.5,11.9,0.69868,0.63599
sp|Q9JIA7|SPHK2_MOUSE,Sphk2,Sphingosine kinase 2 OS=Mus musculus OX=10090 GN=Sphk2 PE=1 SV=2,1,10.4,10.6,9.4,11.6,9.8,8.7,11.5,9.4,7.7,10.9,0.40984,0.53568
sp|Q8K019|BCLF1_MOUSE,Bclaf1,Bcl-2-associated transcription factor 1 OS=Mus musculus OX=10090 GN=Bclaf1 PE=1 SV=2,2,10.2,9.7,11.5,9.0,13.4,7.3,8.8,8.5,10.5,11.2,0.19801,0.43893
sp|P97355|SPSY_MOUSE,Sms,Spermine synthase OS=Mus musculus OX=10090 GN=Sms PE=1 SV=1,4,12.9,8.7,17.9,4.4,20.1,4.0,10.2,6.5,10.9,4.4,0.13469,0.40291
sp|Q9D1H9|MFAP4_MOUSE,Mfap4,Microfibril-associated glycoprotein 4 OS=Mus musculus OX=10090 GN=Mfap4 PE=1 SV=1,2,10.9,12.1,12.0,9.9,10.8,6.4,6.8,7.1,14.7,9.2,0.21061,0.44434
sp|Q3TC33|CC127_MOUSE,Ccdc127,Coiled-coil domain-containing protein 127 OS=Mus musculus OX=10090 GN=Ccdc127 PE=1 SV=2,2,11.4,10.4,9.0,11.0,10.4,10.5,8.9,8.6,10.3,9.6,0.14575,0.40967
tr|D3Z0X5|D3Z0X5_MOUSE,Phldb1,Pleckstrin homology-like domain family B member 1 OS=Mus musculus OX=10090 GN=Phldb1 PE=1 SV=1,4,11.1,10.1,10.1,9.6,8.8,9.7,11.6,10.3,9.9,8.8,0.83215,0.67542
sp|Q921C5|BICD2_MOUSE,Bicd2,Protein bicaudal D homolog 2 OS=Mus musculus OX=10090 GN=Bicd2 PE=1 SV=1,5,9.1,9.1,7.4,9.2,8.4,12.3,10.7,13.0,12.1,8.7,0.01982,0.26364
tr|B2KG46|B2KG46_MOUSE,Bicd1,Protein bicaudal D homolog 1 OS=Mus musculus OX=10090 GN=Bicd1 PE=1 SV=1,2,9.2,9.6,6.7,10.2,10.2,12.4,10.9,11.4,12.9,6.5,0.26362,0.46822
tr|A0A0R4J0Q9|A0A0R4J0Q9_MOUSE,Cog7,Conserved oligomeric Golgi complex subunit 7 OS=Mus musculus OX=10090 GN=Cog7 PE=1 SV=1,5,9.2,10.1,8.9,10.6,9.1,11.5,9.7,10.8,10.2,9.8,0.11655,0.39073
sp|Q9CQ06|RM24_MOUSE,Mrpl24,"39S ribosomal protein L24, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl24 PE=1 SV=1",4,10.7,9.8,8.7,11.2,8.3,10.0,9.7,9.5,8.8,13.4,0.57810,0.59344
sp|Q9CQR2|RS21_MOUSE,Rps21,40S ribosomal protein S21 OS=Mus musculus OX=10090 GN=Rps21 PE=1 SV=1,3,9.8,9.5,10.2,11.5,11.8,8.8,10.3,8.7,10.8,8.6,0.13262,0.40166
sp|P13634|CAH1_MOUSE,Ca1,Carbonic anhydrase 1 OS=Mus musculus OX=10090 GN=Ca1 PE=1 SV=4,15,7.9,8.5,14.1,5.3,4.1,21.3,9.4,13.6,11.2,4.6,0.25671,0.46477
sp|Q6P1H6|ANKL2_MOUSE,Ankle2,Ankyrin repeat and LEM domain-containing protein 2 OS=Mus musculus OX=10090 GN=Ankle2 PE=1 SV=2,3,9.7,9.0,9.2,10.6,10.9,10.9,9.7,10.6,11.2,8.2,0.70277,0.63734
tr|F6SJM7|F6SJM7_MOUSE,Fuom,Fucose mutarotase (Fragment) OS=Mus musculus OX=10090 GN=Fuom PE=1 SV=1,3,9.5,10.4,8.4,13.3,11.7,9.9,8.2,10.2,9.2,9.3,0.21748,0.44708
sp|Q8BHL3|TB10B_MOUSE,Tbc1d10b,TBC1 domain family member 10B OS=Mus musculus OX=10090 GN=Tbc1d10b PE=1 SV=2,1,9.6,11.4,8.8,10.7,11.3,9.7,9.5,10.5,9.5,9.1,0.27365,0.47304
sp|Q9CW46|RAVR1_MOUSE,Raver1,Ribonucleoprotein PTB-binding 1 OS=Mus musculus OX=10090 GN=Raver1 PE=1 SV=2,1,9.1,11.2,9.1,11.7,10.7,10.4,9.4,8.3,8.6,11.4,0.35653,0.51435
sp|Q6PHQ8|NAA35_MOUSE,Naa35,"N-alpha-acetyltransferase 35, NatC auxiliary subunit OS=Mus musculus OX=10090 GN=Naa35 PE=1 SV=1",6,9.5,9.5,10.0,11.4,10.8,10.4,9.7,9.6,10.0,9.1,0.32250,0.49826
sp|O08749|DLDH_MOUSE,Dld,"Dihydrolipoyl dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Dld PE=1 SV=2",53,10.1,9.9,8.8,11.2,9.0,10.9,9.0,9.4,9.7,12.1,0.58877,0.59657
tr|F8WJF7|F8WJF7_MOUSE,Traf7,E3 ubiquitin-protein ligase TRAF7 OS=Mus musculus OX=10090 GN=Traf7 PE=1 SV=1,1,11.3,13.5,9.9,9.9,9.6,7.7,9.0,9.2,8.7,11.2,0.10704,0.38308
sp|Q8BYJ6|TBCD4_MOUSE,Tbc1d4,TBC1 domain family member 4 OS=Mus musculus OX=10090 GN=Tbc1d4 PE=1 SV=2,9,10.9,11.0,9.8,12.8,9.3,9.4,10.2,8.9,9.3,8.5,0.06568,0.33787
tr|Q5SVJ0|Q5SVJ0_MOUSE,Camk2b,"Calcium/calmodulin-dependent protein kinase II, beta, isoform CRA_b OS=Mus musculus OX=10090 GN=Camk2b PE=1 SV=1",11,12.5,11.7,11.9,6.8,11.4,5.9,12.8,8.9,11.8,6.4,0.35589,0.51407
tr|A0A2I3BQP6|A0A2I3BQP6_MOUSE,Camk2g,Calcium/calmodulin-dependent protein kinase type II subunit gamma OS=Mus musculus OX=10090 GN=Camk2g PE=1 SV=1,4,13.2,11.5,12.4,6.3,12.5,5.2,11.9,8.7,12.8,5.5,0.27797,0.47527
tr|A0A0G2JGS4|A0A0G2JGS4_MOUSE,Camk2d,Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Mus musculus OX=10090 GN=Camk2d PE=1 SV=1,5,9.9,11.1,9.6,10.1,9.9,9.7,11.0,9.8,9.2,9.6,0.53377,0.57951
tr|F8WIS9|F8WIS9_MOUSE,Camk2a,Calcium/calmodulin-dependent protein kinase type II subunit alpha OS=Mus musculus OX=10090 GN=Camk2a PE=1 SV=1,3,13.2,9.0,19.0,3.2,14.6,6.9,11.7,7.6,11.2,3.5,0.28263,0.47777
sp|Q99KW3|TARA_MOUSE,Triobp,TRIO and F-actin-binding protein OS=Mus musculus OX=10090 GN=Triobp PE=1 SV=3,4,9.4,10.6,8.6,10.5,10.5,9.5,9.5,10.5,10.0,11.0,0.74380,0.65035
tr|Q8VHM5|Q8VHM5_MOUSE,Hnrnpr,Heterogeneous nuclear ribonucleoprotein R OS=Mus musculus OX=10090 GN=Hnrnpr PE=1 SV=1,20,10.0,10.5,8.7,10.8,10.2,10.2,9.5,10.0,9.5,10.7,0.93304,0.69999
sp|Q7TMK9|HNRPQ_MOUSE,Syncrip,Heterogeneous nuclear ribonucleoprotein Q OS=Mus musculus OX=10090 GN=Syncrip PE=1 SV=2,20,9.3,10.6,8.2,11.8,10.6,10.4,9.2,10.6,9.5,9.8,0.71875,0.64252
tr|A0A0R4J259|A0A0R4J259_MOUSE,Syncrip,Heterogeneous nuclear ribonucleoprotein Q OS=Mus musculus OX=10090 GN=Syncrip PE=1 SV=1,1,9.0,11.0,9.8,11.5,10.7,10.0,9.0,9.7,9.6,9.6,0.14764,0.41095
sp|P62242|RS8_MOUSE,Rps8,40S ribosomal protein S8 OS=Mus musculus OX=10090 GN=Rps8 PE=1 SV=2,11,10.2,10.1,8.5,12.2,10.2,9.8,10.0,9.8,9.6,9.6,0.44765,0.54852
tr|E9PV38|E9PV38_MOUSE,Ces2g,Carboxylic ester hydrolase OS=Mus musculus OX=10090 GN=Ces2g PE=1 SV=1,2,7.8,9.4,10.2,12.2,13.8,9.8,8.5,8.6,8.5,11.1,0.29160,0.48245
sp|P62334|PRS10_MOUSE,Psmc6,26S proteasome regulatory subunit 10B OS=Mus musculus OX=10090 GN=Psmc6 PE=1 SV=1,19,9.7,10.2,9.4,11.5,10.5,10.5,10.7,9.8,9.6,8.2,0.40572,0.53417
tr|A0A1Y7VMN0|A0A1Y7VMN0_MOUSE,Rock2,Rho-associated protein kinase 2 (Fragment) OS=Mus musculus OX=10090 GN=Rock2 PE=1 SV=1,20,9.9,9.8,8.8,10.2,9.6,10.4,10.6,10.8,10.4,9.6,0.06222,0.33353
sp|P70335|ROCK1_MOUSE,Rock1,Rho-associated protein kinase 1 OS=Mus musculus OX=10090 GN=Rock1 PE=1 SV=1,12,9.8,9.6,9.0,10.1,9.3,10.7,10.0,10.3,10.3,10.9,0.00753,0.21739
sp|Q8BHG9|CGBP1_MOUSE,Cggbp1,CGG triplet repeat-binding protein 1 OS=Mus musculus OX=10090 GN=Cggbp1 PE=1 SV=1,1,9.2,12.4,8.6,12.7,8.9,12.2,7.2,10.1,7.2,11.4,0.59632,0.59874
sp|P14206|RSSA_MOUSE,Rpsa,40S ribosomal protein SA OS=Mus musculus OX=10090 GN=Rpsa PE=1 SV=4,20,9.2,10.6,8.3,12.9,11.0,10.2,9.4,9.6,9.1,9.7,0.38590,0.52662
sp|Q8K2Q7|BROX_MOUSE,Brox,BRO1 domain-containing protein BROX OS=Mus musculus OX=10090 GN=Brox PE=1 SV=1,1,9.7,9.4,9.5,10.3,10.1,10.1,10.4,10.6,11.5,8.4,0.45910,0.55257
sp|Q65Z40|WAPL_MOUSE,Wapl,Wings apart-like protein homolog OS=Mus musculus OX=10090 GN=Wapl PE=1 SV=2,1,9.2,10.7,10.2,9.8,12.6,9.9,10.6,8.7,9.5,8.7,0.18270,0.43160
sp|B2RRE7|OTUD4_MOUSE,Otud4,OTU domain-containing protein 4 OS=Mus musculus OX=10090 GN=Otud4 PE=1 SV=1,2,10.0,11.0,9.8,10.6,10.8,9.0,8.9,9.6,10.9,9.3,0.07703,0.35076
tr|A0A1Y7VKY1|A0A1Y7VKY1_MOUSE,Gm11361,MCG116671 OS=Mus musculus OX=10090 GN=Gm11361 PE=3 SV=1,10,9.7,10.2,9.1,11.8,10.6,10.0,10.1,10.0,8.9,9.6,0.31538,0.49460
sp|P81117|NUCB2_MOUSE,Nucb2,Nucleobindin-2 OS=Mus musculus OX=10090 GN=Nucb2 PE=1 SV=2,3,4.1,4.5,5.3,5.0,5.3,5.9,4.4,15.3,5.5,44.7,0.24890,0.46078
sp|P58021|TM9S2_MOUSE,Tm9sf2,Transmembrane 9 superfamily member 2 OS=Mus musculus OX=10090 GN=Tm9sf2 PE=1 SV=1,6,9.4,10.4,8.8,11.7,10.2,10.5,9.6,10.2,9.1,10.1,0.72907,0.64579
sp|Q6ZWX6|IF2A_MOUSE,Eif2s1,Eukaryotic translation initiation factor 2 subunit 1 OS=Mus musculus OX=10090 GN=Eif2s1 PE=1 SV=3,13,9.3,10.3,8.4,12.5,11.3,9.9,9.9,9.8,9.6,9.0,0.38263,0.52532
sp|P61222|ABCE1_MOUSE,Abce1,ATP-binding cassette sub-family E member 1 OS=Mus musculus OX=10090 GN=Abce1 PE=1 SV=1,7,9.9,11.0,8.7,12.0,10.4,10.5,9.7,9.6,8.9,9.3,0.23040,0.45215
sp|Q6PE15|ABHDA_MOUSE,Abhd10,"Mycophenolic acid acyl-glucuronide esterase, mitochondrial OS=Mus musculus OX=10090 GN=Abhd10 PE=1 SV=1",1,9.5,10.0,7.4,9.1,8.0,13.5,8.8,12.2,10.8,10.7,0.03637,0.30282
tr|E9PV14|E9PV14_MOUSE,Epb41l1,Band 4.1-like protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Epb41l1 PE=1 SV=1,13,11.8,10.0,9.2,8.3,8.0,11.6,8.6,10.8,9.6,12.0,0.29237,0.48284
tr|A2AUK8|A2AUK8_MOUSE,Epb41l1,Band 4.1-like protein 1 OS=Mus musculus OX=10090 GN=Epb41l1 PE=1 SV=1,5,11.5,10.9,8.4,9.2,8.1,11.7,8.6,11.1,9.0,11.5,0.46125,0.55339
tr|A7YY80|A7YY80_MOUSE,Epb41l3,130kDa Protein 4.1B MEF cell isoform OS=Mus musculus OX=10090 GN=Epb41l3 PE=1 SV=1,6,9.1,10.0,11.4,9.1,8.1,13.6,9.4,10.6,9.6,9.1,0.39259,0.52923
sp|O70318|E41L2_MOUSE,Epb41l2,Band 4.1-like protein 2 OS=Mus musculus OX=10090 GN=Epb41l2 PE=1 SV=2,40,9.5,10.5,7.6,10.6,7.8,10.8,10.9,12.9,11.5,7.9,0.16073,0.41946
tr|A2A841|A2A841_MOUSE,Epb41,Protein 4.1 OS=Mus musculus OX=10090 GN=Epb41 PE=1 SV=1,14,8.9,9.0,12.7,8.7,7.3,15.5,8.5,11.1,9.8,8.4,0.42595,0.54135
tr|A0A1W2P7I2|A0A1W2P7I2_MOUSE,Epb41l2,Band 4.1-like protein 2 OS=Mus musculus OX=10090 GN=Epb41l2 PE=1 SV=1,1,11.3,8.7,6.8,12.1,10.2,12.8,8.4,8.1,11.4,10.3,0.76707,0.65732
tr|A0A1D5RLV1|A0A1D5RLV1_MOUSE,Epb41,Protein 4.1 (Fragment) OS=Mus musculus OX=10090 GN=Epb41 PE=1 SV=1,1,8.8,10.6,13.0,8.1,7.9,14.5,7.8,10.4,8.2,10.5,0.69925,0.63618
sp|Q8R3P0|ACY2_MOUSE,Aspa,Aspartoacylase OS=Mus musculus OX=10090 GN=Aspa PE=1 SV=2,8,8.6,9.0,6.7,9.5,5.4,14.1,9.9,14.7,9.3,12.9,0.01415,0.24465
tr|F6Y616|F6Y616_MOUSE,Paip1,Polyadenylate-binding protein-interacting protein 1 OS=Mus musculus OX=10090 GN=Paip1 PE=1 SV=2,1,10.6,10.7,9.6,9.8,10.5,8.2,9.3,11.6,10.1,9.6,0.43033,0.54284
sp|O55222|ILK_MOUSE,Ilk,Integrin-linked protein kinase OS=Mus musculus OX=10090 GN=Ilk PE=1 SV=2,23,9.1,9.4,8.7,9.5,8.8,11.3,10.0,11.2,10.4,11.6,0.00192,0.14339
sp|Q8VE22|RT23_MOUSE,Mrps23,"28S ribosomal protein S23, mitochondrial OS=Mus musculus OX=10090 GN=Mrps23 PE=1 SV=1",5,10.5,10.3,8.2,11.3,9.0,11.4,9.2,9.2,9.7,11.1,0.75956,0.65510
sp|P10649|GSTM1_MOUSE,Gstm1,Glutathione S-transferase Mu 1 OS=Mus musculus OX=10090 GN=Gstm1 PE=1 SV=2,25,10.3,10.2,9.6,8.9,9.1,10.5,11.4,11.1,10.0,8.9,0.19230,0.43629
sp|P15626|GSTM2_MOUSE,Gstm2,Glutathione S-transferase Mu 2 OS=Mus musculus OX=10090 GN=Gstm2 PE=1 SV=2,19,11.6,9.2,10.5,8.6,8.7,8.8,12.5,9.9,10.9,9.4,0.53191,0.57889
sp|Q80W21|GSTM7_MOUSE,Gstm7,Glutathione S-transferase Mu 7 OS=Mus musculus OX=10090 GN=Gstm7 PE=1 SV=1,7,12.1,11.4,11.2,8.6,9.6,8.3,11.8,8.6,10.0,8.4,0.24858,0.46061
sp|P19639|GSTM3_MOUSE,Gstm3,Glutathione S-transferase Mu 3 OS=Mus musculus OX=10090 GN=Gstm3 PE=1 SV=2,4,11.5,9.8,10.1,8.2,9.4,10.2,11.8,10.0,10.8,8.2,0.62248,0.60886
sp|P48774|GSTM5_MOUSE,Gstm5,Glutathione S-transferase Mu 5 OS=Mus musculus OX=10090 GN=Gstm5 PE=1 SV=1,10,9.2,11.2,9.8,10.4,7.2,14.5,10.9,10.8,9.0,6.9,0.57590,0.59278
tr|Q8R5I6|Q8R5I6_MOUSE,Gstm4,Glutathione S-transferase mu 4 OS=Mus musculus OX=10090 GN=Gstm4 PE=1 SV=1,6,11.7,10.2,8.2,10.7,9.6,9.7,11.6,9.7,10.9,7.7,0.84037,0.67757
sp|Q60847|COCA1_MOUSE,Col12a1,Collagen alpha-1(XII) chain OS=Mus musculus OX=10090 GN=Col12a1 PE=2 SV=3,9,7.0,14.4,4.8,10.3,9.2,8.8,8.7,13.0,13.7,10.0,0.40518,0.53397
tr|K9J7B2|K9J7B2_MOUSE,Ugt1a6b,UDP-glucuronosyltransferase OS=Mus musculus OX=10090 GN=Ugt1a6b PE=1 SV=1,1,9.8,9.7,9.9,9.1,6.3,10.2,18.6,11.2,8.2,6.9,0.37949,0.52405
sp|Q64435|UD16_MOUSE,Ugt1a6,UDP-glucuronosyltransferase 1-6 OS=Mus musculus OX=10090 GN=Ugt1a6 PE=1 SV=1,1,12.4,7.0,11.8,9.9,10.9,7.9,13.6,8.8,9.2,8.5,0.55271,0.58565
