,,,,Scaled Abundance (Sum of each row=100),,,,,,,,,,,
Protein.Id,Gene.Symbol,Description,Number.of.peptides,Young 1,Young 2,Young 3,Young 4,Young 5,Old 1,Old 2,Old 3,Old 4,Old 5,t.pvalue,t.qvalue
sp|P97300|NPTN_MOUSE,Nptn,Neuroplastin OS=Mus musculus OX=10090 GN=Nptn PE=1 SV=3,27,10.2,10.6,10.4,12.9,7.4,9.2,9.2,10.9,9.7,9.6,0.56729,1
sp|Q32NY4|CNNM3_MOUSE,Cnnm3,Metal transporter CNNM3 OS=Mus musculus OX=10090 GN=Cnnm3 PE=1 SV=2,1,8.2,7.9,9.4,9.4,11.5,12.7,10.2,8.2,11.6,10.9,0.18108,1
sp|Q8R3N6|THOC1_MOUSE,Thoc1,THO complex subunit 1 OS=Mus musculus OX=10090 GN=Thoc1 PE=1 SV=1,1,10.8,12.4,10.8,9.2,8.7,7.9,7.8,12.2,10.5,9.6,0.49314,1
sp|Q9CRB2|NHP2_MOUSE,Nhp2,H/ACA ribonucleoprotein complex subunit 2 OS=Mus musculus OX=10090 GN=Nhp2 PE=1 SV=1,3,10.9,8.8,11.7,8.0,10.3,8.7,10.9,10.4,11.7,8.7,0.87358,1
sp|Q7TSG2|CTDP1_MOUSE,Ctdp1,RNA polymerase II subunit A C-terminal domain phosphatase OS=Mus musculus OX=10090 GN=Ctdp1 PE=1 SV=1,3,8.3,8.0,13.2,9.4,8.2,12.4,9.4,10.7,8.3,12.1,0.37667,1
sp|Q9QZR0|RNF25_MOUSE,Rnf25,E3 ubiquitin-protein ligase RNF25 OS=Mus musculus OX=10090 GN=Rnf25 PE=1 SV=2,4,9.0,9.6,10.8,10.2,9.6,11.5,10.6,10.1,8.5,10.1,0.58026,1
sp|A2AG50|MA7D2_MOUSE,Map7d2,MAP7 domain-containing protein 2 OS=Mus musculus OX=10090 GN=Map7d2 PE=1 SV=1,18,7.4,8.8,12.1,8.5,12.2,11.5,9.8,9.2,8.5,12.1,0.76061,1
sp|Q60780|GAS7_MOUSE,Gas7,Growth arrest-specific protein 7 OS=Mus musculus OX=10090 GN=Gas7 PE=1 SV=1,11,9.5,11.1,7.9,12.7,5.9,10.8,11.1,11.8,9.6,9.7,0.37815,1
sp|Q8VC19|HEM1_MOUSE,Alas1,"5-aminolevulinate synthase, nonspecific, mitochondrial OS=Mus musculus OX=10090 GN=Alas1 PE=1 SV=2",1,11.7,11.0,14.3,7.1,8.7,7.2,8.7,11.3,10.2,9.9,0.46401,1
tr|A0A0R4J0T8|A0A0R4J0T8_MOUSE,Arfgap3,ADP-ribosylation factor GTPase-activating protein 3 OS=Mus musculus OX=10090 GN=Arfgap3 PE=1 SV=1,7,9.8,10.8,10.1,9.9,9.9,9.7,10.4,10.6,9.9,8.9,0.55487,1
tr|B2RQR2|B2RQR2_MOUSE,Mpdz,Mpdz protein OS=Mus musculus OX=10090 GN=Mpdz PE=1 SV=1,7,9.3,8.9,10.7,8.9,10.8,11.0,10.5,9.8,9.9,10.3,0.25872,1
sp|Q63ZW7|INADL_MOUSE,Patj,InaD-like protein OS=Mus musculus OX=10090 GN=Patj PE=1 SV=2,1,9.8,3.2,19.6,4.5,8.3,14.0,7.0,13.9,6.4,13.2,0.60917,1
sp|Q9D819|IPYR_MOUSE,Ppa1,Inorganic pyrophosphatase OS=Mus musculus OX=10090 GN=Ppa1 PE=1 SV=1,19,9.6,8.4,11.0,11.4,9.9,10.5,9.4,8.7,9.3,11.7,0.84676,1
sp|Q61361|PGCB_MOUSE,Bcan,Brevican core protein OS=Mus musculus OX=10090 GN=Bcan PE=1 SV=2,27,8.4,9.5,8.6,9.6,11.4,10.8,10.5,10.6,10.3,10.3,0.14099,1
sp|Q9D0S9|HINT2_MOUSE,Hint2,"Histidine triad nucleotide-binding protein 2, mitochondrial OS=Mus musculus OX=10090 GN=Hint2 PE=1 SV=1",5,12.3,8.3,10.9,8.6,11.6,9.4,9.2,9.4,9.8,10.4,0.44383,1
sp|Q571I4|PRAG1_MOUSE,Prag1,Inactive tyrosine-protein kinase PRAG1 OS=Mus musculus OX=10090 GN=Prag1 PE=1 SV=3,2,10.3,9.2,10.1,9.9,8.2,11.4,10.0,10.5,10.2,10.2,0.08545,1
sp|E9Q634|MYO1E_MOUSE,Myo1e,Unconventional myosin-Ie OS=Mus musculus OX=10090 GN=Myo1e PE=1 SV=1,2,8.0,7.8,11.9,7.8,13.7,10.4,8.9,9.2,8.8,13.4,0.86202,1
sp|Q8R2H9|PHOP1_MOUSE,Phospho1,Phosphoethanolamine/phosphocholine phosphatase OS=Mus musculus OX=10090 GN=Phospho1 PE=1 SV=1,4,8.9,9.2,13.6,9.3,11.6,10.8,8.1,9.7,8.5,10.3,0.35253,1
sp|O88271|CFDP1_MOUSE,Cfdp1,Craniofacial development protein 1 OS=Mus musculus OX=10090 GN=Cfdp1 PE=1 SV=1,2,8.6,7.3,12.3,10.8,7.1,14.9,7.3,10.4,7.1,14.3,0.44297,1
sp|Q8R554|OTU7A_MOUSE,Otud7a,OTU domain-containing protein 7A OS=Mus musculus OX=10090 GN=Otud7a PE=1 SV=1,4,9.9,10.4,8.7,10.3,9.6,9.4,10.4,10.5,11.2,9.6,0.37214,1
sp|B2RUR8|OTU7B_MOUSE,Otud7b,OTU domain-containing protein 7B OS=Mus musculus OX=10090 GN=Otud7b PE=1 SV=1,5,8.1,8.8,11.9,8.1,11.2,10.5,9.5,10.2,9.3,12.3,0.46677,1
sp|Q9ET01|PYGL_MOUSE,Pygl,"Glycogen phosphorylase, liver form OS=Mus musculus OX=10090 GN=Pygl PE=1 SV=4",21,8.9,8.4,9.7,8.8,11.4,10.1,10.0,10.4,10.3,12.0,0.13091,1
sp|Q8CI94|PYGB_MOUSE,Pygb,"Glycogen phosphorylase, brain form OS=Mus musculus OX=10090 GN=Pygb PE=1 SV=3",52,8.9,9.3,10.1,8.6,12.4,9.4,10.3,9.8,11.5,9.6,0.77826,1
sp|Q9WUB3|PYGM_MOUSE,Pygm,"Glycogen phosphorylase, muscle form OS=Mus musculus OX=10090 GN=Pygm PE=1 SV=3",37,7.5,7.5,15.0,6.8,15.4,10.6,8.0,9.4,9.1,10.8,0.69030,1
sp|Q921S7|RM37_MOUSE,Mrpl37,"39S ribosomal protein L37, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl37 PE=1 SV=1",8,11.0,9.5,9.8,9.8,11.2,8.9,10.0,10.1,10.9,8.9,0.39563,1
sp|Q9JIS5|SV2A_MOUSE,Sv2a,Synaptic vesicle glycoprotein 2A OS=Mus musculus OX=10090 GN=Sv2a PE=1 SV=1,30,9.6,10.1,9.3,11.7,10.4,9.1,10.7,9.4,10.0,9.7,0.40683,1
sp|Q8BG39|SV2B_MOUSE,Sv2b,Synaptic vesicle glycoprotein 2B OS=Mus musculus OX=10090 GN=Sv2b PE=1 SV=1,22,11.5,12.9,6.0,11.3,7.9,8.5,11.8,10.3,12.2,7.6,0.91907,1
sp|Q69ZS6|SV2C_MOUSE,Sv2c,Synaptic vesicle glycoprotein 2C OS=Mus musculus OX=10090 GN=Sv2c PE=1 SV=2,6,10.0,11.5,9.0,9.6,13.3,7.8,10.6,9.0,10.9,8.1,0.20487,1
sp|O89020|AFAM_MOUSE,Afm,Afamin OS=Mus musculus OX=10090 GN=Afm PE=1 SV=2,3,12.0,6.1,7.7,8.4,9.4,15.1,14.0,9.2,6.9,11.3,0.20110,1
tr|Q3V1Z0|Q3V1Z0_MOUSE,Rusc2,Iporin OS=Mus musculus OX=10090 GN=Rusc2 PE=1 SV=1,1,9.3,10.5,10.2,11.6,10.7,9.8,9.1,9.1,9.4,10.4,0.08893,1
sp|Q8BHZ4|ZN592_MOUSE,Znf592,Zinc finger protein 592 OS=Mus musculus OX=10090 GN=Znf592 PE=1 SV=3,1,9.1,9.3,14.0,8.5,8.3,11.4,8.6,10.9,8.0,11.9,0.80764,1
sp|Q9JJA9|GRASP_MOUSE,Grasp,General receptor for phosphoinositides 1-associated scaffold protein OS=Mus musculus OX=10090 GN=Grasp PE=1 SV=2,2,9.3,13.1,3.6,14.8,9.3,12.0,11.7,10.5,9.2,6.4,0.98289,1
sp|Q61838|PZP_MOUSE,Pzp,Pregnancy zone protein OS=Mus musculus OX=10090 GN=Pzp PE=1 SV=3,35,10.9,6.9,8.5,7.6,8.5,14.5,16.8,8.8,5.8,11.6,0.20600,1
sp|O54950|AAKG1_MOUSE,Prkag1,5'-AMP-activated protein kinase subunit gamma-1 OS=Mus musculus OX=10090 GN=Prkag1 PE=1 SV=2,5,11.4,11.6,8.2,8.4,12.1,8.4,9.0,10.8,11.9,8.2,0.56845,1
sp|Q91WG5|AAKG2_MOUSE,Prkag2,5'-AMP-activated protein kinase subunit gamma-2 OS=Mus musculus OX=10090 GN=Prkag2 PE=1 SV=2,11,10.8,11.9,6.5,9.9,10.1,8.8,11.6,9.7,12.5,8.2,0.80407,1
tr|A2A5S3|A2A5S3_MOUSE,Stau1,Double-stranded RNA-binding protein Staufen homolog 1 OS=Mus musculus OX=10090 GN=Stau1 PE=1 SV=1,7,9.5,10.1,10.0,11.3,9.4,11.2,9.0,10.0,9.4,10.2,0.82483,1
tr|Q9DBE7|Q9DBE7_MOUSE,Stau1,Double-stranded RNA-binding protein Staufen homolog 1 OS=Mus musculus OX=10090 GN=Stau1 PE=1 SV=1,1,10.7,10.0,12.7,9.4,7.6,10.1,9.3,12.1,10.0,8.2,0.88563,1
sp|Q8CJ67|STAU2_MOUSE,Stau2,Double-stranded RNA-binding protein Staufen homolog 2 OS=Mus musculus OX=10090 GN=Stau2 PE=1 SV=1,3,9.4,9.6,10.2,11.0,11.4,10.3,10.3,7.7,9.7,10.4,0.34485,1
sp|Q6P9Z1|SMRD3_MOUSE,Smarcd3,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3 OS=Mus musculus OX=10090 GN=Smarcd3 PE=1 SV=2,3,9.7,9.7,10.3,8.7,11.0,9.7,10.0,11.4,9.5,10.1,0.63819,1
sp|Q99JR8|SMRD2_MOUSE,Smarcd2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2 OS=Mus musculus OX=10090 GN=Smarcd2 PE=1 SV=2,1,11.5,10.4,9.6,7.6,9.6,9.6,11.1,10.7,10.7,9.1,0.52807,1
sp|Q61466|SMRD1_MOUSE,Smarcd1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1 OS=Mus musculus OX=10090 GN=Smarcd1 PE=1 SV=3,8,10.5,9.3,10.8,11.9,8.6,9.0,9.8,10.4,10.0,9.7,0.49990,1
sp|Q8BIF2|RFOX3_MOUSE,Rbfox3,RNA binding protein fox-1 homolog 3 OS=Mus musculus OX=10090 GN=Rbfox3 PE=1 SV=2,6,9.9,9.4,11.4,11.6,7.1,10.5,8.8,11.5,9.6,10.0,0.83949,1
sp|Q8BP71|RFOX2_MOUSE,Rbfox2,RNA binding protein fox-1 homolog 2 OS=Mus musculus OX=10090 GN=Rbfox2 PE=1 SV=2,3,10.0,11.0,10.1,8.1,10.1,9.5,11.2,11.2,12.4,6.4,0.80887,1
tr|A0A2R8VK79|A0A2R8VK79_MOUSE,Rbfox1,RNA binding protein fox-1 homolog OS=Mus musculus OX=10090 GN=Rbfox1 PE=1 SV=1,1,8.0,10.7,12.6,12.7,7.3,11.4,8.1,10.3,8.1,11.0,0.71985,1
tr|A0A2I3BRU6|A0A2I3BRU6_MOUSE,Rbfox2,RNA-binding protein fox-1 homolog 2 (Fragment) OS=Mus musculus OX=10090 GN=Rbfox2 PE=1 SV=1,1,9.6,10.1,11.9,12.1,6.8,11.6,9.5,9.2,9.3,9.9,0.86627,1
sp|P48453|PP2BB_MOUSE,Ppp3cb,Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform OS=Mus musculus OX=10090 GN=Ppp3cb PE=1 SV=2,24,10.7,11.2,6.2,13.6,8.3,8.6,11.0,9.5,11.2,9.7,0.99202,1
sp|P63328|PP2BA_MOUSE,Ppp3ca,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Mus musculus OX=10090 GN=Ppp3ca PE=1 SV=1,26,9.5,11.4,6.7,14.9,7.2,9.3,10.4,10.1,10.4,10.0,0.94354,1
sp|Q925F2|ESAM_MOUSE,Esam,Endothelial cell-selective adhesion molecule OS=Mus musculus OX=10090 GN=Esam PE=1 SV=1,3,9.9,10.0,9.5,9.6,10.5,10.4,11.1,9.9,10.2,8.9,0.65113,1
tr|A2A5Y6|A2A5Y6_MOUSE,Mapt,Microtubule-associated protein OS=Mus musculus OX=10090 GN=Mapt PE=1 SV=1,49,8.8,8.9,10.2,9.6,9.9,11.1,10.6,9.7,9.5,11.5,0.07623,1
tr|B1AQW2|B1AQW2_MOUSE,Mapt,Microtubule-associated protein OS=Mus musculus OX=10090 GN=Mapt PE=1 SV=1,3,6.6,8.5,8.7,15.3,6.5,12.3,7.7,10.4,7.0,16.8,0.48621,1
sp|Q99P88|NU155_MOUSE,Nup155,Nuclear pore complex protein Nup155 OS=Mus musculus OX=10090 GN=Nup155 PE=1 SV=1,9,10.6,10.2,10.6,10.1,9.4,9.3,9.5,10.6,10.3,9.2,0.28504,1
sp|Q9JLV1|BAG3_MOUSE,Bag3,BAG family molecular chaperone regulator 3 OS=Mus musculus OX=10090 GN=Bag3 PE=1 SV=2,9,6.1,5.9,14.1,6.9,13.3,13.1,6.9,9.1,6.5,18.1,0.61651,1
sp|Q3TFD2|PCAT1_MOUSE,Lpcat1,Lysophosphatidylcholine acyltransferase 1 OS=Mus musculus OX=10090 GN=Lpcat1 PE=1 SV=1,1,11.7,9.1,8.9,12.1,12.4,8.6,8.7,8.7,9.2,10.7,0.10220,1
tr|V9GXM1|V9GXM1_MOUSE,Arfgap1,ADP-ribosylation factor GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Arfgap1 PE=1 SV=1,16,10.0,10.9,8.9,11.0,8.6,9.8,11.6,10.4,10.4,8.5,0.70810,1
tr|E9PW06|E9PW06_MOUSE,Nfasc,Neurofascin OS=Mus musculus OX=10090 GN=Nfasc PE=1 SV=1,7,7.6,7.9,11.2,7.5,13.3,10.0,10.3,10.1,11.5,10.6,0.44228,1
sp|Q810U3|NFASC_MOUSE,Nfasc,Neurofascin OS=Mus musculus OX=10090 GN=Nfasc PE=1 SV=1,47,8.3,9.3,9.6,9.7,9.9,10.1,10.8,10.7,10.9,10.8,0.00562,1
sp|Q9ESJ4|SPN90_MOUSE,Nckipsd,NCK-interacting protein with SH3 domain OS=Mus musculus OX=10090 GN=Nckipsd PE=1 SV=2,16,9.0,10.9,8.0,13.0,11.2,8.7,9.8,9.4,10.0,10.0,0.40328,1
tr|E9QAU4|E9QAU4_MOUSE,Etl4,Enhancer trap locus 4 OS=Mus musculus OX=10090 GN=Etl4 PE=1 SV=1,28,10.6,12.5,5.8,12.5,8.1,8.8,12.1,10.4,11.7,7.6,0.90750,1
tr|D3Z781|D3Z781_MOUSE,Etl4,Enhancer trap locus 4 OS=Mus musculus OX=10090 GN=Etl4 PE=1 SV=2,2,9.2,11.4,6.4,12.4,9.3,9.1,11.8,9.8,11.8,8.9,0.68529,1
sp|Q3UHC7|DAB2P_MOUSE,Dab2ip,Disabled homolog 2-interacting protein OS=Mus musculus OX=10090 GN=Dab2ip PE=1 SV=1,10,9.9,11.7,8.8,11.8,7.9,8.6,10.3,11.5,11.3,8.0,0.93716,1
sp|F6SEU4|SYGP1_MOUSE,Syngap1,Ras/Rap GTPase-activating protein SynGAP OS=Mus musculus OX=10090 GN=Syngap1 PE=1 SV=2,42,10.7,12.5,3.6,15.3,7.4,8.8,11.6,9.6,11.9,8.6,0.94252,1
tr|A0A0J9YUM2|A0A0J9YUM2_MOUSE,Syngap1,Ras/Rap GTPase-activating protein SynGAP OS=Mus musculus OX=10090 GN=Syngap1 PE=1 SV=4,1,9.6,12.0,4.4,16.0,7.4,10.1,10.3,9.9,11.4,9.0,0.90108,1
tr|A0A0J9YVH8|A0A0J9YVH8_MOUSE,Syngap1,Ras/Rap GTPase-activating protein SynGAP (Fragment) OS=Mus musculus OX=10090 GN=Syngap1 PE=1 SV=2,2,11.3,12.1,4.4,11.8,7.8,10.4,12.7,9.4,11.5,8.5,0.56522,1
tr|E9PW37|E9PW37_MOUSE,Rasal2,RAS protein activator-like 2 OS=Mus musculus OX=10090 GN=Rasal2 PE=1 SV=1,10,10.1,11.6,7.5,13.5,7.8,8.1,10.6,10.6,10.6,9.7,0.90190,1
sp|A6H619|PHRF1_MOUSE,Phrf1,PHD and RING finger domain-containing protein 1 OS=Mus musculus OX=10090 GN=Phrf1 PE=1 SV=2,1,11.8,8.7,7.5,10.3,14.4,9.5,8.4,8.6,11.7,9.1,0.45267,1
sp|Q5U4C3|SFR19_MOUSE,Scaf1,"Splicing factor, arginine/serine-rich 19 OS=Mus musculus OX=10090 GN=Scaf1 PE=1 SV=1",1,9.6,10.4,12.1,8.6,9.7,10.1,10.7,10.9,9.7,8.1,0.82123,1
sp|Q3TJD7|PDLI7_MOUSE,Pdlim7,PDZ and LIM domain protein 7 OS=Mus musculus OX=10090 GN=Pdlim7 PE=1 SV=1,1,9.7,8.6,13.5,6.3,9.2,15.2,8.3,9.9,8.2,11.0,0.55893,1
sp|P47199|QOR_MOUSE,Cryz,Quinone oxidoreductase OS=Mus musculus OX=10090 GN=Cryz PE=1 SV=1,10,16.4,9.1,10.3,7.6,10.3,9.2,9.6,9.2,9.6,8.8,0.38946,1
tr|B1AWN6|B1AWN6_MOUSE,Scn2a,Sodium channel protein OS=Mus musculus OX=10090 GN=Scn2a PE=1 SV=1,19,10.6,10.6,9.8,11.2,7.6,9.9,10.7,10.4,10.1,9.0,0.95050,1
tr|A0A0R4J1M7|A0A0R4J1M7_MOUSE,Scn5a,Sodium channel protein OS=Mus musculus OX=10090 GN=Scn5a PE=1 SV=1,3,11.6,12.0,8.4,9.8,10.2,7.8,11.1,10.3,11.9,6.9,0.51387,1
sp|A2APX8|SCN1A_MOUSE,Scn1a,Sodium channel protein type 1 subunit alpha OS=Mus musculus OX=10090 GN=Scn1a PE=1 SV=1,15,9.9,10.2,9.9,10.9,10.1,9.5,9.7,10.1,10.7,9.0,0.24568,1
tr|F7D6J5|F7D6J5_MOUSE,Scn8a,Sodium channel protein OS=Mus musculus OX=10090 GN=Scn8a PE=1 SV=2,4,9.1,11.1,9.4,10.6,10.4,9.3,9.1,10.0,11.7,9.3,0.68175,1
sp|P56873|SSA27_MOUSE,Sssca1,Sjoegren syndrome/scleroderma autoantigen 1 homolog OS=Mus musculus OX=10090 GN=Sssca1 PE=1 SV=1,3,9.8,10.9,9.9,9.1,10.5,9.5,10.2,9.4,10.2,10.5,0.83980,1
tr|E9Q6R7|E9Q6R7_MOUSE,Utrn,Utrophin OS=Mus musculus OX=10090 GN=Utrn PE=1 SV=1,30,8.9,8.3,13.0,8.0,10.1,11.5,8.7,9.6,8.5,13.2,0.63164,1
sp|P11531|DMD_MOUSE,Dmd,Dystrophin OS=Mus musculus OX=10090 GN=Dmd PE=1 SV=3,8,9.2,9.4,10.9,8.7,11.1,10.6,9.5,9.9,9.8,10.9,0.61543,1
sp|P70697|DCUP_MOUSE,Urod,Uroporphyrinogen decarboxylase OS=Mus musculus OX=10090 GN=Urod PE=1 SV=2,6,9.9,9.2,9.1,10.3,11.2,9.8,9.8,9.9,10.8,10.1,0.75858,1
sp|Q921T2|TOIP1_MOUSE,Tor1aip1,Torsin-1A-interacting protein 1 OS=Mus musculus OX=10090 GN=Tor1aip1 PE=1 SV=3,4,9.0,9.1,12.6,9.3,9.4,11.3,8.8,11.2,8.1,11.3,0.77569,1
tr|E9PWW2|E9PWW2_MOUSE,Tor1aip1,Torsin-1A-interacting protein 1 OS=Mus musculus OX=10090 GN=Tor1aip1 PE=1 SV=1,2,9.0,9.8,13.5,8.1,9.9,11.7,9.4,10.6,8.9,9.1,0.92385,1
sp|Q8BYU6|TOIP2_MOUSE,Tor1aip2,Torsin-1A-interacting protein 2 OS=Mus musculus OX=10090 GN=Tor1aip2 PE=1 SV=1,1,12.4,8.1,11.6,8.5,10.7,8.7,11.5,11.4,10.6,6.5,0.69191,1
sp|Q8C547|HTR5B_MOUSE,Heatr5b,HEAT repeat-containing protein 5B OS=Mus musculus OX=10090 GN=Heatr5b PE=1 SV=3,6,10.1,10.7,9.6,10.5,10.6,8.9,9.5,10.2,10.6,9.2,0.14259,1
tr|A6ZI46|A6ZI46_MOUSE,Aldoart1,Fructose-bisphosphate aldolase OS=Mus musculus OX=10090 GN=Aldoart1 PE=1 SV=1,45,9.7,10.8,9.2,10.2,10.2,9.9,10.4,10.0,10.5,9.2,0.93498,1
tr|A6ZI44|A6ZI44_MOUSE,Aldoa,Fructose-bisphosphate aldolase OS=Mus musculus OX=10090 GN=Aldoa PE=1 SV=1,41,9.2,10.3,8.9,12.0,9.4,9.9,9.8,9.6,9.9,11.1,0.89175,1
tr|D3Z510|D3Z510_MOUSE,Aldoa,Fructose-bisphosphate aldolase A (Fragment) OS=Mus musculus OX=10090 GN=Aldoa PE=1 SV=2,1,10.9,12.6,9.9,5.7,13.1,7.2,12.7,10.4,12.6,5.0,0.67367,1
sp|P05063|ALDOC_MOUSE,Aldoc,Fructose-bisphosphate aldolase C OS=Mus musculus OX=10090 GN=Aldoc PE=1 SV=4,40,8.1,8.4,14.8,9.3,11.4,10.4,7.4,9.9,8.2,12.1,0.60163,1
sp|Q91Y97|ALDOB_MOUSE,Aldob,Fructose-bisphosphate aldolase B OS=Mus musculus OX=10090 GN=Aldob PE=1 SV=3,8,82.9,1.4,0.3,1.3,1.8,1.4,1.5,4.7,1.6,3.1,0.40889,1
tr|A6ZI47|A6ZI47_MOUSE,Aldoart2,Fructose-bisphosphate aldolase OS=Mus musculus OX=10090 GN=Aldoart2 PE=1 SV=1,1,11.3,9.3,8.6,9.9,12.5,7.6,11.4,8.7,12.1,8.8,0.60521,1
tr|A0A0G2JGL0|A0A0G2JGL0_MOUSE,Ube2d3,Ubiquitin-conjugating enzyme E2 D3 OS=Mus musculus OX=10090 GN=Ube2d3 PE=1 SV=1,2,10.7,10.3,8.0,10.1,11.5,8.1,10.1,9.1,12.4,9.7,0.78874,1
sp|Q9JIG7|CCD22_MOUSE,Ccdc22,Coiled-coil domain-containing protein 22 OS=Mus musculus OX=10090 GN=Ccdc22 PE=1 SV=1,7,10.0,8.9,10.1,9.6,10.4,11.0,9.9,9.2,10.1,10.8,0.37850,1
tr|A2API8|A2API8_MOUSE,Akap2,A-kinase anchor protein 2 OS=Mus musculus OX=10090 GN=Akap2 PE=1 SV=1,11,11.0,9.6,12.5,7.7,9.9,13.2,9.4,9.1,8.6,9.0,0.80287,1
sp|Q9Z0P4|PALM_MOUSE,Palm,Paralemmin-1 OS=Mus musculus OX=10090 GN=Palm PE=1 SV=1,27,9.5,10.1,9.7,10.0,9.4,10.8,10.2,10.5,10.2,9.6,0.05742,1
tr|A0A1W2P879|A0A1W2P879_MOUSE,Palm,Paralemmin-1 (Fragment) OS=Mus musculus OX=10090 GN=Palm PE=1 SV=1,1,9.3,9.5,7.8,14.5,6.5,12.9,8.9,9.9,9.7,11.0,0.55067,1
sp|Q8BR92|PALM2_MOUSE,Palm2,Paralemmin-2 OS=Mus musculus OX=10090 GN=Palm2 PE=1 SV=1,16,9.1,10.4,9.0,12.0,10.6,10.3,10.3,8.8,9.5,10.1,0.52179,1
sp|P59470|RPC2_MOUSE,Polr3b,DNA-directed RNA polymerase III subunit RPC2 OS=Mus musculus OX=10090 GN=Polr3b PE=1 SV=2,1,13.5,12.0,8.2,3.6,14.0,4.7,13.1,10.2,16.2,4.5,0.86668,1
sp|O88307|SORL_MOUSE,Sorl1,Sortilin-related receptor OS=Mus musculus OX=10090 GN=Sorl1 PE=1 SV=3,21,9.6,9.9,11.6,10.5,9.2,9.8,8.9,10.8,10.3,9.3,0.55657,1
tr|A0A2I3BRX8|A0A2I3BRX8_MOUSE,Mbnl2,Muscleblind-like protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Mbnl2 PE=1 SV=1,1,10.0,8.8,12.2,10.4,9.2,12.1,7.5,10.4,7.7,11.9,0.88722,1
tr|G3X9Q0|G3X9Q0_MOUSE,Mbnl1,"Muscleblind-like 1 (Drosophila), isoform CRA_a OS=Mus musculus OX=10090 GN=Mbnl1 PE=1 SV=1",2,7.0,7.4,13.0,8.5,11.5,13.7,8.2,9.0,8.1,13.6,0.57869,1
tr|A0A0A6YVV8|A0A0A6YVV8_MOUSE,Mbnl1,Muscleblind-like protein 1 OS=Mus musculus OX=10090 GN=Mbnl1 PE=1 SV=1,4,9.3,9.0,12.4,8.2,10.9,10.6,9.8,10.3,9.9,9.7,0.90755,1
sp|Q921G7|ETFD_MOUSE,Etfdh,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial OS=Mus musculus OX=10090 GN=Etfdh PE=1 SV=1",27,10.3,9.4,11.6,9.4,10.5,10.4,9.1,9.4,9.2,10.7,0.38743,1
sp|P62911|RL32_MOUSE,Rpl32,60S ribosomal protein L32 OS=Mus musculus OX=10090 GN=Rpl32 PE=1 SV=2,7,9.9,11.2,10.1,11.2,10.0,9.3,9.8,10.5,9.3,8.8,0.04752,1
sp|O08528|HXK2_MOUSE,Hk2,Hexokinase-2 OS=Mus musculus OX=10090 GN=Hk2 PE=1 SV=1,2,8.4,11.0,11.4,9.3,7.0,11.2,9.3,12.8,8.5,10.9,0.34482,1
sp|P17710|HXK1_MOUSE,Hk1,Hexokinase-1 OS=Mus musculus OX=10090 GN=Hk1 PE=1 SV=3,48,9.9,10.6,9.0,10.7,10.0,8.8,10.6,10.0,11.1,9.3,0.92513,1
sp|Q61292|LAMB2_MOUSE,Lamb2,Laminin subunit beta-2 OS=Mus musculus OX=10090 GN=Lamb2 PE=1 SV=2,29,8.1,9.1,11.9,7.3,9.4,11.9,9.5,10.6,9.7,12.5,0.13024,1
tr|E9QN70|E9QN70_MOUSE,Lamb1,Laminin subunit beta-1 OS=Mus musculus OX=10090 GN=Lamb1 PE=1 SV=1,12,11.8,9.7,11.3,7.4,9.0,9.1,7.8,7.6,7.3,19.0,0.89817,1
sp|Q8BYP3|RHOF_MOUSE,Rhof,Rho-related GTP-binding protein RhoF OS=Mus musculus OX=10090 GN=Rhof PE=1 SV=1,5,10.1,11.5,7.0,11.4,9.9,9.6,11.0,9.8,10.8,8.9,0.96165,1
tr|A0A0R4J0P1|A0A0R4J0P1_MOUSE,Acad8,"Acyl-Coenzyme A dehydrogenase family, member 8 OS=Mus musculus OX=10090 GN=Acad8 PE=1 SV=1",10,10.5,8.9,12.5,7.0,10.4,11.2,9.7,11.3,9.4,9.1,0.78794,1
sp|Q99P31|HPBP1_MOUSE,Hspbp1,Hsp70-binding protein 1 OS=Mus musculus OX=10090 GN=Hspbp1 PE=1 SV=1,8,10.4,10.9,8.7,10.2,12.2,8.7,10.1,8.7,11.2,8.9,0.24499,1
sp|Q99JP6|HOME3_MOUSE,Homer3,Homer protein homolog 3 OS=Mus musculus OX=10090 GN=Homer3 PE=1 SV=2,11,6.7,4.6,30.3,2.0,2.3,17.5,2.1,19.4,2.5,12.5,0.81091,1
sp|Q9Z2Y3|HOME1_MOUSE,Homer1,Homer protein homolog 1 OS=Mus musculus OX=10090 GN=Homer1 PE=1 SV=2,20,10.8,12.4,4.5,16.9,6.0,7.8,11.0,10.6,11.3,8.6,0.92226,1
sp|Q9QWW1|HOME2_MOUSE,Homer2,Homer protein homolog 2 OS=Mus musculus OX=10090 GN=Homer2 PE=1 SV=1,7,12.1,13.3,4.6,10.2,9.9,9.6,13.6,7.6,12.3,6.7,0.97144,1
