,,,,Scaled Abundance (Sum of each row=100),,,,,,,,,,,
Protein.Id,Gene.Symbol,Description,Number.of.peptides,Young 1,Young 2,Young 3,Young 4,Young 5,Old 1,Old 2,Old 3,Old 4,Old 5,t.pvalue,t.qvalue
sp|Q9EPK2|XRP2_MOUSE,Rp2,Protein XRP2 OS=Mus musculus OX=10090 GN=Rp2 PE=1 SV=3,1,10.0,11.8,10.8,9.9,10.1,10.1,9.7,8.3,9.7,9.7,0.07252,0.64656
tr|Q542V3|Q542V3_MOUSE,Srsf4,Serine/arginine-rich-splicing factor 4 OS=Mus musculus OX=10090 GN=Srsf4 PE=1 SV=1,2,9.1,10.2,10.9,9.9,9.7,10.7,9.3,10.4,10.9,8.9,0.88340,0.90574
sp|Q3TWW8|SRSF6_MOUSE,Srsf6,Serine/arginine-rich splicing factor 6 OS=Mus musculus OX=10090 GN=Srsf6 PE=1 SV=1,3,10.0,10.8,10.3,9.9,10.1,10.4,8.9,9.6,9.0,11.0,0.35438,0.81451
sp|Q9D6M3|GHC1_MOUSE,Slc25a22,Mitochondrial glutamate carrier 1 OS=Mus musculus OX=10090 GN=Slc25a22 PE=1 SV=1,4,9.0,8.5,9.1,9.6,10.1,13.9,8.8,10.8,9.5,10.6,0.17368,0.73540
sp|Q569Z5|DDX46_MOUSE,Ddx46,Probable ATP-dependent RNA helicase DDX46 OS=Mus musculus OX=10090 GN=Ddx46 PE=1 SV=2,2,9.3,11.4,12.8,8.5,10.3,7.8,10.2,8.3,10.9,10.4,0.36930,0.81808
sp|Q6PAM0|AAKB2_MOUSE,Prkab2,5'-AMP-activated protein kinase subunit beta-2 OS=Mus musculus OX=10090 GN=Prkab2 PE=1 SV=1,11,9.3,9.2,10.9,9.4,9.2,9.7,10.2,10.9,11.5,9.8,0.11258,0.69715
sp|Q9R078|AAKB1_MOUSE,Prkab1,5'-AMP-activated protein kinase subunit beta-1 OS=Mus musculus OX=10090 GN=Prkab1 PE=1 SV=2,4,10.0,10.3,10.3,11.0,10.9,9.1,9.7,9.8,9.9,9.0,0.00713,0.31011
sp|B1AZI6|THOC2_MOUSE,Thoc2,THO complex subunit 2 OS=Mus musculus OX=10090 GN=Thoc2 PE=1 SV=1,2,8.7,11.0,11.9,10.3,9.5,9.7,9.2,10.3,9.2,10.2,0.37663,0.81974
tr|B8JJN0|B8JJN0_MOUSE,Gm20547,Predicted gene 20547 OS=Mus musculus OX=10090 GN=Gm20547 PE=3 SV=1,5,9.6,12.0,10.8,7.6,8.7,9.6,15.5,8.2,8.6,9.4,0.74237,0.88981
sp|Q6GQT9|NOMO1_MOUSE,Nomo1,Nodal modulator 1 OS=Mus musculus OX=10090 GN=Nomo1 PE=1 SV=1,11,10.7,9.3,10.2,9.9,11.0,10.7,9.4,9.3,9.7,9.9,0.34866,0.81307
tr|F6RPJ9|F6RPJ9_MOUSE,Ide,Insulin-degrading enzyme (Fragment) OS=Mus musculus OX=10090 GN=Ide PE=1 SV=1,17,7.0,9.7,10.9,13.4,14.3,10.8,6.9,7.1,6.5,13.4,0.29208,0.79617
sp|A2AMM0|CAVN4_MOUSE,Cavin4,Caveolae-associated protein 4 OS=Mus musculus OX=10090 GN=Cavin4 PE=1 SV=1,17,11.2,9.0,10.0,9.9,9.9,9.4,10.5,9.6,10.8,9.7,0.99763,0.91563
sp|Q8K268|ABCF3_MOUSE,Abcf3,ATP-binding cassette sub-family F member 3 OS=Mus musculus OX=10090 GN=Abcf3 PE=1 SV=1,3,10.5,9.9,10.9,9.6,10.1,9.7,9.7,10.1,9.3,10.3,0.25778,0.78283
sp|Q60738|ZNT1_MOUSE,Slc30a1,Zinc transporter 1 OS=Mus musculus OX=10090 GN=Slc30a1 PE=1 SV=1,1,8.0,12.2,11.5,9.7,9.8,8.6,9.7,8.9,11.3,10.3,0.59065,0.86532
tr|D3YUT2|D3YUT2_MOUSE,Alpk3,Alpha-protein kinase 3 OS=Mus musculus OX=10090 GN=Alpk3 PE=1 SV=1,7,9.6,10.7,10.5,9.8,10.0,10.1,9.3,10.6,10.3,9.2,0.52191,0.85024
sp|P09470|ACE_MOUSE,Ace,Angiotensin-converting enzyme OS=Mus musculus OX=10090 GN=Ace PE=1 SV=3,8,8.7,17.7,10.5,10.5,7.0,10.0,8.4,8.6,6.4,12.1,0.42808,0.82994
sp|Q3UZA1|CPZIP_MOUSE,Rcsd1,CapZ-interacting protein OS=Mus musculus OX=10090 GN=Rcsd1 PE=1 SV=1,3,9.4,10.6,10.4,9.8,9.4,9.2,9.9,11.3,11.1,9.0,0.79886,0.89680
sp|O54774|AP3D1_MOUSE,Ap3d1,AP-3 complex subunit delta-1 OS=Mus musculus OX=10090 GN=Ap3d1 PE=1 SV=1,9,9.6,10.8,10.7,10.0,10.3,9.8,9.6,9.2,10.0,9.9,0.05809,0.61722
sp|Q00915|RET1_MOUSE,Rbp1,Retinol-binding protein 1 OS=Mus musculus OX=10090 GN=Rbp1 PE=1 SV=2,1,7.6,16.4,10.4,9.4,8.5,9.2,8.3,9.7,8.0,12.5,0.63593,0.87370
tr|A0A0A0MQN4|A0A0A0MQN4_MOUSE,Atg7,Ubiquitin-like modifier-activating enzyme ATG7 OS=Mus musculus OX=10090 GN=Atg7 PE=1 SV=1,2,9.5,9.5,10.1,9.5,10.6,10.0,9.8,9.6,9.1,12.2,0.60010,0.86716
sp|Q925E7|2ABD_MOUSE,Ppp2r2d,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform OS=Mus musculus OX=10090 GN=Ppp2r2d PE=1 SV=1,7,10.3,9.3,9.7,10.0,9.8,11.5,9.6,9.7,9.4,10.7,0.47332,0.83736
sp|Q6P1F6|2ABA_MOUSE,Ppp2r2a,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Mus musculus OX=10090 GN=Ppp2r2a PE=1 SV=1,9,10.1,9.6,9.8,10.8,9.8,11.1,9.2,10.3,8.9,10.4,0.91608,0.90880
tr|A0A087WSS1|A0A087WSS1_MOUSE,Relch,RAB11-binding protein RELCH OS=Mus musculus OX=10090 GN=Relch PE=1 SV=1,2,10.4,10.9,10.4,9.8,9.8,9.0,8.9,9.1,11.3,10.5,0.37036,0.81832
sp|Q9ES97|RTN3_MOUSE,Rtn3,Reticulon-3 OS=Mus musculus OX=10090 GN=Rtn3 PE=1 SV=2,2,10.1,9.9,10.6,10.6,9.9,10.6,9.0,9.1,9.6,10.6,0.31693,0.80425
tr|Q5SUD5|Q5SUD5_MOUSE,Sco1,"Protein SCO1 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Sco1 PE=1 SV=1",4,11.3,8.3,10.6,10.0,10.6,9.9,10.7,9.3,10.3,9.1,0.62195,0.87122
sp|O54998|FKBP7_MOUSE,Fkbp7,Peptidyl-prolyl cis-trans isomerase FKBP7 OS=Mus musculus OX=10090 GN=Fkbp7 PE=1 SV=1,2,9.5,13.3,12.4,8.7,8.1,8.3,8.4,8.0,11.9,11.4,0.57417,0.86199
sp|Q9CX86|ROA0_MOUSE,Hnrnpa0,Heterogeneous nuclear ribonucleoprotein A0 OS=Mus musculus OX=10090 GN=Hnrnpa0 PE=1 SV=1,3,11.1,9.0,10.2,10.5,10.3,9.8,9.6,10.1,10.4,8.9,0.28514,0.79370
sp|O88569|ROA2_MOUSE,Hnrnpa2b1,Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Mus musculus OX=10090 GN=Hnrnpa2b1 PE=1 SV=2,19,11.4,10.3,8.7,10.7,10.3,10.1,9.3,10.7,9.6,9.0,0.36339,0.81670
sp|P49312|ROA1_MOUSE,Hnrnpa1,Heterogeneous nuclear ribonucleoprotein A1 OS=Mus musculus OX=10090 GN=Hnrnpa1 PE=1 SV=2,4,11.6,9.2,9.6,11.2,9.3,9.3,9.6,9.7,10.8,9.7,0.52915,0.85198
sp|Q8BG05|ROA3_MOUSE,Hnrnpa3,Heterogeneous nuclear ribonucleoprotein A3 OS=Mus musculus OX=10090 GN=Hnrnpa3 PE=1 SV=1,12,10.6,10.7,9.7,10.6,9.0,9.5,10.3,10.2,10.0,9.5,0.50082,0.84491
sp|Q8BH55|THNS1_MOUSE,Thnsl1,Threonine synthase-like 1 OS=Mus musculus OX=10090 GN=Thnsl1 PE=1 SV=1,2,10.5,9.3,10.5,10.2,9.4,10.1,10.7,9.8,8.9,10.6,0.93595,0.91056
sp|Q99MR6|SRRT_MOUSE,Srrt,Serrate RNA effector molecule homolog OS=Mus musculus OX=10090 GN=Srrt PE=1 SV=1,5,8.6,10.3,10.0,11.0,10.9,10.1,9.1,10.3,9.0,10.7,0.59088,0.86536
sp|Q9CQ80|VPS25_MOUSE,Vps25,Vacuolar protein-sorting-associated protein 25 OS=Mus musculus OX=10090 GN=Vps25 PE=1 SV=1,3,10.5,8.3,10.0,9.8,11.2,11.1,10.7,8.5,8.9,11.0,0.92864,0.90992
tr|A0A0A6YWG7|A0A0A6YWG7_MOUSE,Rapgef2,Rap guanine nucleotide exchange factor 2 OS=Mus musculus OX=10090 GN=Rapgef2 PE=1 SV=1,2,9.4,10.3,10.7,11.2,10.2,10.5,9.9,8.9,8.4,10.4,0.20980,0.75810
sp|Q3TLI0|TPC10_MOUSE,Trappc10,Trafficking protein particle complex subunit 10 OS=Mus musculus OX=10090 GN=Trappc10 PE=1 SV=2,2,9.1,9.2,10.4,9.8,10.7,10.5,9.8,9.8,9.4,11.4,0.51315,0.84807
sp|P97467|AMD_MOUSE,Pam,Peptidyl-glycine alpha-amidating monooxygenase OS=Mus musculus OX=10090 GN=Pam PE=1 SV=2,11,5.9,35.1,24.0,4.3,3.7,3.4,4.5,4.9,4.8,9.4,0.22416,0.76644
sp|P08775|RPB1_MOUSE,Polr2a,DNA-directed RNA polymerase II subunit RPB1 OS=Mus musculus OX=10090 GN=Polr2a PE=1 SV=3,2,9.4,9.8,11.3,8.3,11.2,9.0,9.7,9.0,9.7,12.6,0.98588,0.91471
sp|Q9CWJ9|PUR9_MOUSE,Atic,Bifunctional purine biosynthesis protein PURH OS=Mus musculus OX=10090 GN=Atic PE=1 SV=2,13,9.3,9.5,9.9,10.9,9.8,10.0,10.2,10.0,9.7,10.5,0.50762,0.84667
sp|O08788|DCTN1_MOUSE,Dctn1,Dynactin subunit 1 OS=Mus musculus OX=10090 GN=Dctn1 PE=1 SV=3,20,9.3,10.6,10.7,9.9,9.6,9.2,9.9,9.8,10.8,10.0,0.83063,0.90035
tr|E9Q586|E9Q586_MOUSE,Dctn1,Dynactin subunit 1 OS=Mus musculus OX=10090 GN=Dctn1 PE=1 SV=1,3,9.3,10.7,10.4,9.8,9.0,10.3,9.4,9.5,11.4,10.1,0.53637,0.85368
sp|Q69ZW3|EHBP1_MOUSE,Ehbp1,EH domain-binding protein 1 OS=Mus musculus OX=10090 GN=Ehbp1 PE=1 SV=3,2,9.7,11.0,10.7,10.4,8.9,8.5,10.2,10.4,10.7,9.6,0.68067,0.88101
sp|Q91VC9|GHITM_MOUSE,Ghitm,Growth hormone-inducible transmembrane protein OS=Mus musculus OX=10090 GN=Ghitm PE=1 SV=1,5,11.6,9.5,10.9,9.1,9.9,10.4,11.2,8.8,9.2,9.4,0.55049,0.85690
tr|H3BK65|H3BK65_MOUSE,Eps15,Epidermal growth factor receptor substrate 15 OS=Mus musculus OX=10090 GN=Eps15 PE=1 SV=1,4,9.4,12.0,10.8,9.7,9.1,9.5,9.5,8.4,10.5,10.9,0.56697,0.86048
sp|Q8VCR2|DHB13_MOUSE,Hsd17b13,17-beta-hydroxysteroid dehydrogenase 13 OS=Mus musculus OX=10090 GN=Hsd17b13 PE=1 SV=2,1,8.9,10.0,7.2,14.6,8.5,13.6,9.9,9.5,6.4,11.3,0.86729,0.90416
sp|Q9EQ06|DHB11_MOUSE,Hsd17b11,Estradiol 17-beta-dehydrogenase 11 OS=Mus musculus OX=10090 GN=Hsd17b11 PE=1 SV=1,5,10.3,8.8,8.9,8.9,8.8,14.1,8.8,11.2,9.6,10.7,0.12915,0.71063
tr|B2RQK7|B2RQK7_MOUSE,Synpo2l,Synaptopodin 2-like protein OS=Mus musculus OX=10090 GN=Synpo2l PE=1 SV=1,22,9.8,11.1,10.5,10.1,9.4,8.8,10.8,9.7,9.9,9.9,0.39815,0.82429
tr|D3YU08|D3YU08_MOUSE,Synpo2l,Synaptopodin 2-like protein OS=Mus musculus OX=10090 GN=Synpo2l PE=1 SV=1,2,7.9,11.9,9.1,10.6,10.5,9.7,12.3,9.4,8.2,10.4,0.98274,0.91446
tr|E9Q1U2|E9Q1U2_MOUSE,Synpo2,Synaptopodin-2 OS=Mus musculus OX=10090 GN=Synpo2 PE=1 SV=1,33,10.0,10.3,9.0,10.0,8.5,10.3,9.8,11.2,11.4,9.5,0.11987,0.70347
sp|Q91YE8|SYNP2_MOUSE,Synpo2,Synaptopodin-2 OS=Mus musculus OX=10090 GN=Synpo2 PE=1 SV=2,2,12.3,8.7,7.4,10.9,8.0,13.5,10.0,12.6,10.9,5.6,0.54190,0.85496
sp|Q8VDM4|PSMD2_MOUSE,Psmd2,26S proteasome non-ATPase regulatory subunit 2 OS=Mus musculus OX=10090 GN=Psmd2 PE=1 SV=1,21,10.5,9.1,10.8,9.7,10.0,10.3,10.0,9.4,9.7,10.5,0.99512,0.91543
sp|Q8BSY0|ASPH_MOUSE,Asph,Aspartyl/asparaginyl beta-hydroxylase OS=Mus musculus OX=10090 GN=Asph PE=1 SV=1,14,10.7,9.6,10.3,9.3,9.8,10.1,10.1,9.8,10.1,10.1,0.72892,0.88801
tr|A2AL78|A2AL78_MOUSE,Asph,Aspartyl/asparaginyl beta-hydroxylase OS=Mus musculus OX=10090 GN=Asph PE=1 SV=1,4,10.9,10.1,10.3,11.4,12.8,8.7,8.6,11.0,8.9,7.3,0.02247,0.46612
sp|Q8VIJ6|SFPQ_MOUSE,Sfpq,"Splicing factor, proline- and glutamine-rich OS=Mus musculus OX=10090 GN=Sfpq PE=1 SV=1",11,9.9,10.8,9.7,10.9,9.8,10.1,9.5,9.7,9.4,10.3,0.25985,0.78373
sp|Q99K48|NONO_MOUSE,Nono,Non-POU domain-containing octamer-binding protein OS=Mus musculus OX=10090 GN=Nono PE=1 SV=3,9,9.3,11.4,10.6,10.2,9.8,9.9,9.5,9.5,9.7,10.2,0.22138,0.76489
sp|Q8JZU0|NUD13_MOUSE,Nudt13,Nucleoside diphosphate-linked moiety X motif 13 OS=Mus musculus OX=10090 GN=Nudt13 PE=1 SV=2,4,9.6,8.8,10.8,8.3,9.1,9.1,10.9,10.2,12.5,10.8,0.08242,0.66208
tr|A2AQN4|A2AQN4_MOUSE,Acss2,"Acetyl-coenzyme A synthetase, cytoplasmic OS=Mus musculus OX=10090 GN=Acss2 PE=1 SV=1",3,10.4,11.2,11.2,10.1,10.9,9.9,8.9,9.0,9.4,9.1,0.00089,0.13658
sp|Q6QD59|SEC20_MOUSE,Bnip1,Vesicle transport protein SEC20 OS=Mus musculus OX=10090 GN=Bnip1 PE=1 SV=1,2,8.8,10.5,10.5,9.0,9.2,10.4,8.6,10.6,10.2,12.4,0.27108,0.78835
sp|P62908|RS3_MOUSE,Rps3,40S ribosomal protein S3 OS=Mus musculus OX=10090 GN=Rps3 PE=1 SV=1,10,10.5,9.4,11.1,9.5,10.7,10.0,10.0,9.1,9.5,10.1,0.23147,0.77034
sp|Q9CTY5|MICU3_MOUSE,Micu3,"Calcium uptake protein 3, mitochondrial OS=Mus musculus OX=10090 GN=Micu3 PE=2 SV=2",1,9.8,7.7,9.4,13.2,11.5,13.3,8.1,7.5,8.8,10.7,0.65403,0.87676
sp|Q91YI0|ARLY_MOUSE,Asl,Argininosuccinate lyase OS=Mus musculus OX=10090 GN=Asl PE=1 SV=1,7,5.6,7.2,8.2,9.4,19.0,8.2,6.7,6.5,17.5,11.7,0.94600,0.91143
sp|Q9CZX7|PP4P2_MOUSE,Pip4p2,"Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase OS=Mus musculus OX=10090 GN=Pip4p2 PE=1 SV=1",5,10.4,11.7,10.9,8.9,9.3,9.4,9.4,10.6,11.0,8.2,0.50923,0.84708
sp|Q9QUM0|ITA2B_MOUSE,Itga2b,Integrin alpha-IIb OS=Mus musculus OX=10090 GN=Itga2b PE=1 SV=2,6,6.0,6.8,6.7,17.5,10.1,8.7,12.6,8.7,6.5,16.4,0.67934,0.88080
sp|Q61827|MAFK_MOUSE,Mafk,Transcription factor MafK OS=Mus musculus OX=10090 GN=Mafk PE=1 SV=1,1,8.6,9.6,12.8,7.9,9.0,10.1,11.6,9.7,10.0,10.5,0.41291,0.82717
sp|Q4VBD2|TAPT1_MOUSE,Tapt1,Transmembrane anterior posterior transformation protein 1 OS=Mus musculus OX=10090 GN=Tapt1 PE=1 SV=2,1,8.9,9.8,9.9,10.2,11.1,10.3,9.9,10.7,8.2,11.0,0.94081,0.91098
sp|Q9D162|CC167_MOUSE,Ccdc167,Coiled-coil domain-containing protein 167 OS=Mus musculus OX=10090 GN=Ccdc167 PE=1 SV=2,1,7.8,11.0,11.4,11.7,9.5,9.4,9.9,9.5,8.9,10.8,0.49856,0.84431
sp|P13864|DNMT1_MOUSE,Dnmt1,DNA (cytosine-5)-methyltransferase 1 OS=Mus musculus OX=10090 GN=Dnmt1 PE=1 SV=5,1,8.6,11.2,10.8,10.8,9.5,10.2,10.0,9.2,11.1,8.6,0.60417,0.86793
sp|Q9EQ20|MMSA_MOUSE,Aldh6a1,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Mus musculus OX=10090 GN=Aldh6a1 PE=1 SV=1",36,10.3,8.8,9.3,10.6,10.5,9.9,10.3,11.1,9.8,9.3,0.70777,0.88504
tr|E9PV41|E9PV41_MOUSE,Diaph1,Protein diaphanous homolog 1 OS=Mus musculus OX=10090 GN=Diaph1 PE=1 SV=1,4,8.1,10.4,10.2,10.1,10.1,9.0,10.6,9.8,10.4,11.3,0.45212,0.83398
sp|Q8BH61|F13A_MOUSE,F13a1,Coagulation factor XIII A chain OS=Mus musculus OX=10090 GN=F13a1 PE=1 SV=3,14,10.2,12.5,10.6,9.6,8.1,10.0,10.2,8.3,9.0,11.5,0.65432,0.87681
sp|P49222|EPB42_MOUSE,Epb42,Erythrocyte membrane protein band 4.2 OS=Mus musculus OX=10090 GN=Epb42 PE=1 SV=3,7,8.4,9.0,9.0,11.8,12.3,11.5,11.5,8.6,7.6,10.3,0.86535,0.90397
sp|Q99J47|DRS7B_MOUSE,Dhrs7b,Dehydrogenase/reductase SDR family member 7B OS=Mus musculus OX=10090 GN=Dhrs7b PE=1 SV=1,3,10.5,9.4,11.8,9.1,11.0,9.1,10.2,8.7,9.9,10.3,0.26431,0.78560
sp|P62748|HPCL1_MOUSE,Hpcal1,Hippocalcin-like protein 1 OS=Mus musculus OX=10090 GN=Hpcal1 PE=1 SV=2,3,10.1,11.8,10.0,10.8,8.5,7.9,10.8,9.9,10.8,9.3,0.53474,0.85330
tr|A0A0G2JGQ4|A0A0G2JGQ4_MOUSE,Nub1,NEDD8 ultimate buster 1 OS=Mus musculus OX=10090 GN=Nub1 PE=1 SV=1,3,10.7,8.9,11.7,11.1,9.4,9.1,10.1,8.9,10.0,10.2,0.29516,0.79724
sp|Q9EPE9|AT131_MOUSE,Atp13a1,Manganese-transporting ATPase 13A1 OS=Mus musculus OX=10090 GN=Atp13a1 PE=1 SV=2,3,9.6,11.9,10.4,9.8,8.9,10.7,9.7,9.8,10.3,8.9,0.72386,0.88731
sp|Q8C6G8|WDR26_MOUSE,Wdr26,WD repeat-containing protein 26 OS=Mus musculus OX=10090 GN=Wdr26 PE=1 SV=3,1,8.8,10.7,12.7,9.0,11.6,8.7,10.4,6.0,8.5,13.5,0.45441,0.83434
sp|Q61335|BAP31_MOUSE,Bcap31,B-cell receptor-associated protein 31 OS=Mus musculus OX=10090 GN=Bcap31 PE=1 SV=4,7,8.7,13.7,10.0,10.1,8.7,9.9,8.6,9.8,11.2,9.3,0.65963,0.87768
sp|P59999|ARPC4_MOUSE,Arpc4,Actin-related protein 2/3 complex subunit 4 OS=Mus musculus OX=10090 GN=Arpc4 PE=1 SV=3,7,9.8,10.2,10.8,10.2,10.2,9.6,9.2,9.8,9.9,10.2,0.05870,0.61864
sp|Q8BH24|TM9S4_MOUSE,Tm9sf4,Transmembrane 9 superfamily member 4 OS=Mus musculus OX=10090 GN=Tm9sf4 PE=1 SV=1,1,9.6,10.0,9.4,9.3,10.4,10.5,10.8,10.1,9.8,10.1,0.08342,0.66348
tr|E9PU87|E9PU87_MOUSE,Sik3,Serine/threonine-protein kinase SIK3 OS=Mus musculus OX=10090 GN=Sik3 PE=1 SV=1,2,10.4,11.5,9.5,9.9,9.7,9.7,9.6,10.3,9.1,10.4,0.38615,0.82181
sp|Q01730|RSU1_MOUSE,Rsu1,Ras suppressor protein 1 OS=Mus musculus OX=10090 GN=Rsu1 PE=1 SV=3,10,9.2,10.4,10.1,10.3,9.7,9.8,9.9,10.1,9.8,10.7,0.63107,0.87285
sp|E9PV24|FIBA_MOUSE,Fga,Fibrinogen alpha chain OS=Mus musculus OX=10090 GN=Fga PE=1 SV=1,26,8.5,13.3,10.5,8.2,7.2,9.1,14.4,7.6,9.6,11.6,0.58439,0.86407
sp|Q9CZA6|NDE1_MOUSE,Nde1,Nuclear distribution protein nudE homolog 1 OS=Mus musculus OX=10090 GN=Nde1 PE=1 SV=1,1,9.1,8.8,9.7,9.2,9.1,10.0,11.2,8.8,12.1,12.0,0.06041,0.62245
sp|Q9ERR1|NDEL1_MOUSE,Ndel1,Nuclear distribution protein nudE-like 1 OS=Mus musculus OX=10090 GN=Ndel1 PE=1 SV=2,1,9.6,10.0,9.6,11.1,9.0,9.6,9.6,10.4,11.2,10.0,0.53558,0.85350
sp|O70252|HMOX2_MOUSE,Hmox2,Heme oxygenase 2 OS=Mus musculus OX=10090 GN=Hmox2 PE=1 SV=1,10,10.2,10.5,10.7,9.3,9.8,9.5,9.6,9.6,10.7,10.1,0.50656,0.84639
sp|Q9D2G2|ODO2_MOUSE,Dlst,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Mus musculus OX=10090 GN=Dlst PE=1 SV=1",23,9.3,9.5,9.9,10.1,9.7,10.4,9.5,11.2,10.3,10.1,0.10289,0.68757
sp|P09542|MYL3_MOUSE,Myl3,Myosin light chain 3 OS=Mus musculus OX=10090 GN=Myl3 PE=1 SV=4,56,9.3,9.5,9.8,10.1,9.4,9.3,10.0,10.4,11.2,11.0,0.10336,0.68807
sp|Q60605|MYL6_MOUSE,Myl6,Myosin light polypeptide 6 OS=Mus musculus OX=10090 GN=Myl6 PE=1 SV=3,6,7.5,17.0,9.6,9.3,7.4,7.8,9.5,9.4,10.5,12.0,0.86971,0.90440
tr|Q9CZ19|Q9CZ19_MOUSE,Myl4,Myosin light chain 4 OS=Mus musculus OX=10090 GN=Myl4 PE=1 SV=1,15,3.6,58.0,14.5,3.8,1.0,0.6,1.1,3.1,1.7,12.5,0.31701,0.80427
sp|Q3USB7|PLCL1_MOUSE,Plcl1,Inactive phospholipase C-like protein 1 OS=Mus musculus OX=10090 GN=Plcl1 PE=1 SV=3,2,5.2,12.1,13.6,5.2,5.9,10.1,14.2,8.9,12.4,12.3,0.16983,0.73372
sp|P05977|MYL1_MOUSE,Myl1,"Myosin light chain 1/3, skeletal muscle isoform OS=Mus musculus OX=10090 GN=Myl1 PE=1 SV=2",9,6.6,22.0,14.4,5.6,4.8,7.7,9.1,7.7,10.0,12.2,0.71436,0.88598
sp|Q7TPV4|MBB1A_MOUSE,Mybbp1a,Myb-binding protein 1A OS=Mus musculus OX=10090 GN=Mybbp1a PE=1 SV=2,7,9.4,11.3,10.2,9.9,9.7,9.0,9.0,10.3,10.7,10.4,0.67074,0.87946
sp|P61089|UBE2N_MOUSE,Ube2n,Ubiquitin-conjugating enzyme E2 N OS=Mus musculus OX=10090 GN=Ube2n PE=1 SV=1,5,9.8,9.5,10.8,9.7,9.7,10.1,9.9,10.5,9.6,10.4,0.61079,0.86918
sp|Q8BU30|SYIC_MOUSE,Iars,"Isoleucine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Iars PE=1 SV=2",26,11.1,9.6,10.8,9.9,10.0,9.9,9.6,8.9,9.8,10.5,0.21374,0.76048
sp|Q8R146|APEH_MOUSE,Apeh,Acylamino-acid-releasing enzyme OS=Mus musculus OX=10090 GN=Apeh PE=1 SV=3,16,9.6,9.9,9.8,10.6,11.0,10.9,10.2,9.1,8.8,10.2,0.49972,0.84462
sp|Q99JY9|ARP3_MOUSE,Actr3,Actin-related protein 3 OS=Mus musculus OX=10090 GN=Actr3 PE=1 SV=3,13,10.6,10.3,10.4,10.0,10.1,9.3,10.0,9.1,11.2,9.1,0.28334,0.79304
sp|Q641P0|ARP3B_MOUSE,Actr3b,Actin-related protein 3B OS=Mus musculus OX=10090 GN=Actr3b PE=1 SV=1,2,12.4,8.5,10.4,9.4,9.7,9.7,11.2,8.9,9.6,10.3,0.88613,0.90601
sp|Q9R061|NUBP2_MOUSE,Nubp2,Cytosolic Fe-S cluster assembly factor NUBP2 OS=Mus musculus OX=10090 GN=Nubp2 PE=1 SV=1,1,11.5,8.1,9.8,8.2,8.8,9.2,12.5,10.5,11.6,9.9,0.13419,0.71415
tr|E9QL80|E9QL80_MOUSE,Lpgat1,Acyl-CoA:lysophosphatidylglycerol acyltransferase 1 OS=Mus musculus OX=10090 GN=Lpgat1 PE=1 SV=1,4,11.4,9.0,9.9,10.2,10.3,10.9,9.2,9.4,9.3,10.4,0.53000,0.85218
sp|Q6ZWM4|LSM8_MOUSE,Lsm8,U6 snRNA-associated Sm-like protein LSm8 OS=Mus musculus OX=10090 GN=Lsm8 PE=1 SV=3,1,9.5,9.1,11.2,9.8,9.5,9.8,9.9,10.3,9.7,11.1,0.45270,0.83407
sp|Q99J87|DHX58_MOUSE,Dhx58,Probable ATP-dependent RNA helicase DHX58 OS=Mus musculus OX=10090 GN=Dhx58 PE=1 SV=2,2,9.3,10.9,9.0,10.7,8.7,12.6,9.0,10.2,8.6,10.9,0.53067,0.85234
sp|Q8BH35|CO8B_MOUSE,C8b,Complement component C8 beta chain OS=Mus musculus OX=10090 GN=C8b PE=1 SV=1,10,11.5,11.5,10.8,10.3,9.4,10.1,8.6,8.4,10.0,9.3,0.02836,0.50502
sp|Q9D1P4|CHRD1_MOUSE,Chordc1,Cysteine and histidine-rich domain-containing protein 1 OS=Mus musculus OX=10090 GN=Chordc1 PE=1 SV=1,4,10.4,11.2,12.4,8.7,10.9,8.9,9.4,7.5,12.1,8.4,0.18335,0.73998
sp|Q9Z0F8|ADA17_MOUSE,Adam17,Disintegrin and metalloproteinase domain-containing protein 17 OS=Mus musculus OX=10090 GN=Adam17 PE=1 SV=3,1,10.3,11.7,10.8,10.7,8.0,10.2,7.3,8.9,11.3,10.7,0.51966,0.84969
sp|P68040|RACK1_MOUSE,Rack1,Receptor of activated protein C kinase 1 OS=Mus musculus OX=10090 GN=Rack1 PE=1 SV=3,21,11.1,9.3,10.1,10.4,10.8,10.2,9.4,9.8,9.3,9.6,0.09979,0.68418
sp|P20060|HEXB_MOUSE,Hexb,Beta-hexosaminidase subunit beta OS=Mus musculus OX=10090 GN=Hexb PE=1 SV=2,3,9.5,9.9,10.0,7.6,7.8,12.0,12.3,9.8,10.0,11.1,0.01874,0.43775
sp|Q64726|ZA2G_MOUSE,Azgp1,Zinc-alpha-2-glycoprotein OS=Mus musculus OX=10090 GN=Azgp1 PE=1 SV=2,12,8.4,9.7,9.5,9.4,9.0,11.0,14.8,8.7,9.7,9.6,0.22085,0.76459
