,,,,Scaled Abundance (Sum of each row=100),,,,,,,,,,,
Protein.Id,Gene.Symbol,Description,Number.of.peptides,Young 1,Young 2,Young 3,Young 4,Young 5,Old 1,Old 2,Old 3,Old 4,Old 5,t.pvalue,t.qvalue
sp|Q9D706|RPAP3_MOUSE,Rpap3,RNA polymerase II-associated protein 3 OS=Mus musculus OX=10090 GN=Rpap3 PE=1 SV=1,1,11.2,13.9,13.0,8.5,8.8,8.7,8.3,7.4,9.8,10.4,0.13056,0.30811
tr|A0A1B0GRA5|A0A1B0GRA5_MOUSE,Stim1,Stromal interaction molecule 1 OS=Mus musculus OX=10090 GN=Stim1 PE=1 SV=1,9,9.2,10.8,10.7,8.9,9.1,10.0,10.4,9.6,11.2,10.1,0.32847,0.45452
sp|P32507|NECT2_MOUSE,Nectin2,Nectin-2 OS=Mus musculus OX=10090 GN=Nectin2 PE=1 SV=2,4,10.6,11.4,10.0,10.2,10.3,8.6,9.7,9.3,9.6,10.3,0.03072,0.18543
sp|Q91VJ4|STK38_MOUSE,Stk38,Serine/threonine-protein kinase 38 OS=Mus musculus OX=10090 GN=Stk38 PE=1 SV=1,8,10.5,10.2,9.6,9.0,9.7,9.9,9.6,10.4,10.3,10.8,0.26760,0.41640
sp|Q7TSE6|ST38L_MOUSE,Stk38l,Serine/threonine-protein kinase 38-like OS=Mus musculus OX=10090 GN=Stk38l PE=1 SV=2,2,10.2,10.8,10.6,9.7,8.5,9.1,8.9,10.3,11.1,10.8,0.93465,0.67255
sp|Q8VHK9|DHX36_MOUSE,Dhx36,ATP-dependent DNA/RNA helicase DHX36 OS=Mus musculus OX=10090 GN=Dhx36 PE=1 SV=2,5,10.5,10.6,10.1,11.4,9.6,9.9,9.7,9.6,8.7,9.9,0.04736,0.21400
tr|E9Q481|E9Q481_MOUSE,Ppp4r3a,Serine/threonine-protein phosphatase 4 regulatory subunit 3A OS=Mus musculus OX=10090 GN=Ppp4r3a PE=1 SV=1,5,10.4,11.4,9.8,9.0,9.8,9.8,9.0,10.1,10.6,10.2,0.77554,0.63021
sp|Q9ESE1|LRBA_MOUSE,Lrba,Lipopolysaccharide-responsive and beige-like anchor protein OS=Mus musculus OX=10090 GN=Lrba PE=1 SV=1,14,10.6,11.0,10.6,10.4,9.7,9.4,9.4,9.6,9.5,9.9,0.01087,0.13969
tr|E9Q3Y4|E9Q3Y4_MOUSE,Lrba,Lipopolysaccharide-responsive and beige-like anchor protein OS=Mus musculus OX=10090 GN=Lrba PE=1 SV=1,1,10.0,11.7,11.4,10.9,10.4,8.7,10.6,9.6,8.4,8.4,0.01193,0.14088
sp|Q8JZZ0|UD3A2_MOUSE,Ugt3a2,UDP-glucuronosyltransferase 3A2 OS=Mus musculus OX=10090 GN=Ugt3a2 PE=1 SV=2,17,12.4,11.1,10.4,9.6,12.0,8.4,7.9,10.6,9.0,8.5,0.01184,0.14078
sp|Q3UP75|UD3A1_MOUSE,Ugt3a1,UDP-glucuronosyltransferase 3A1 OS=Mus musculus OX=10090 GN=Ugt3a1 PE=1 SV=1,14,9.0,9.0,8.1,10.2,12.5,10.2,9.7,12.5,9.0,9.7,0.66641,0.59423
sp|Q8K2Q9|SHOT1_MOUSE,Shtn1,Shootin-1 OS=Mus musculus OX=10090 GN=Shtn1 PE=1 SV=1,12,10.1,11.0,10.2,12.8,9.2,9.8,8.9,9.4,9.8,8.7,0.09177,0.27035
sp|Q9D3U0|PUS10_MOUSE,Pus10,Putative tRNA pseudouridine synthase Pus10 OS=Mus musculus OX=10090 GN=Pus10 PE=1 SV=1,2,10.0,9.2,11.5,9.9,10.6,8.1,10.4,10.7,11.1,8.7,0.57359,0.56034
tr|E9PWG2|E9PWG2_MOUSE,Trappc8,Trafficking protein particle complex 8 OS=Mus musculus OX=10090 GN=Trappc8 PE=1 SV=1,7,10.6,10.2,10.7,10.1,10.3,8.8,9.0,10.1,10.3,10.0,0.06869,0.24146
sp|Q9CQ65|MTAP_MOUSE,Mtap,S-methyl-5'-thioadenosine phosphorylase OS=Mus musculus OX=10090 GN=Mtap PE=1 SV=1,12,10.8,10.2,10.0,9.3,9.8,10.4,9.7,9.4,10.0,10.5,0.90461,0.66532
tr|Q544X6|Q544X6_MOUSE,Fech,Ferrochelatase OS=Mus musculus OX=10090 GN=Fech PE=1 SV=1,20,10.3,9.4,10.8,10.0,11.1,9.4,9.2,9.9,10.1,9.8,0.10944,0.28864
sp|Q6NVE8|WDR44_MOUSE,Wdr44,WD repeat-containing protein 44 OS=Mus musculus OX=10090 GN=Wdr44 PE=1 SV=1,5,8.5,8.8,9.6,12.3,9.5,9.9,11.3,10.3,10.6,9.2,0.52978,0.54440
tr|G3UXW9|G3UXW9_MOUSE,Gps1,COP9 signalosome complex subunit 1 OS=Mus musculus OX=10090 GN=Gps1 PE=1 SV=1,6,8.9,12.0,9.0,11.6,11.6,9.5,9.7,9.5,9.4,8.7,0.13550,0.31211
sp|Q9JI90|RNF14_MOUSE,Rnf14,E3 ubiquitin-protein ligase RNF14 OS=Mus musculus OX=10090 GN=Rnf14 PE=1 SV=2,1,10.3,8.9,10.0,10.6,8.8,10.4,10.0,10.6,10.4,10.0,0.20709,0.37485
tr|A0A1D5RLQ9|A0A1D5RLQ9_MOUSE,Cdc42bpa,Non-specific serine/threonine protein kinase OS=Mus musculus OX=10090 GN=Cdc42bpa PE=1 SV=1,1,7.6,9.5,11.1,8.2,9.9,11.1,11.4,11.3,10.1,9.9,0.07988,0.25650
sp|Q7TT50|MRCKB_MOUSE,Cdc42bpb,Serine/threonine-protein kinase MRCK beta OS=Mus musculus OX=10090 GN=Cdc42bpb PE=1 SV=2,19,8.9,9.5,10.8,11.2,9.7,9.9,10.3,9.7,10.1,9.9,0.95670,0.67766
sp|Q9JLV5|CUL3_MOUSE,Cul3,Cullin-3 OS=Mus musculus OX=10090 GN=Cul3 PE=1 SV=1,12,9.8,10.9,10.2,10.1,9.6,9.7,9.6,9.9,9.9,10.3,0.38974,0.48522
sp|Q99L43|CDS2_MOUSE,Cds2,Phosphatidate cytidylyltransferase 2 OS=Mus musculus OX=10090 GN=Cds2 PE=1 SV=1,5,9.8,11.8,8.8,8.6,9.3,10.2,9.3,10.3,9.9,12.0,0.37548,0.47863
sp|Q6P9R4|ARHGI_MOUSE,Arhgef18,Rho guanine nucleotide exchange factor 18 OS=Mus musculus OX=10090 GN=Arhgef18 PE=1 SV=3,1,12.5,9.9,8.7,9.6,8.4,11.5,9.8,8.9,11.9,8.9,0.71513,0.61112
tr|A0A0R4J0J8|A0A0R4J0J8_MOUSE,Specc1l,Cytospin-A OS=Mus musculus OX=10090 GN=Specc1l PE=1 SV=1,2,9.1,9.2,11.2,12.2,10.4,9.3,10.4,10.5,9.6,8.1,0.28627,0.42907
sp|P26043|RADI_MOUSE,Rdx,Radixin OS=Mus musculus OX=10090 GN=Rdx PE=1 SV=3,33,9.9,9.4,10.2,10.9,10.6,9.8,9.6,11.3,9.7,8.8,0.48929,0.52832
sp|P26041|MOES_MOUSE,Msn,Moesin OS=Mus musculus OX=10090 GN=Msn PE=1 SV=3,17,9.5,9.1,10.7,8.9,9.0,9.4,12.2,9.1,12.2,10.0,0.18780,0.35998
sp|Q8CJ40|CROCC_MOUSE,Crocc,Rootletin OS=Mus musculus OX=10090 GN=Crocc PE=1 SV=2,1,9.7,8.1,11.8,10.1,11.9,10.0,9.8,7.5,11.3,9.8,0.49560,0.53081
sp|P26040|EZRI_MOUSE,Ezr,Ezrin OS=Mus musculus OX=10090 GN=Ezr PE=1 SV=3,24,10.1,10.1,10.2,9.5,10.6,10.2,10.2,8.9,10.4,9.8,0.52736,0.54347
sp|Q8R2U0|SEH1_MOUSE,Seh1l,Nucleoporin SEH1 OS=Mus musculus OX=10090 GN=Seh1l PE=2 SV=1,5,11.5,10.7,10.7,8.9,11.4,7.6,7.5,10.6,9.9,11.1,0.18639,0.35884
sp|B7ZMP1|XPP3_MOUSE,Xpnpep3,Xaa-Pro aminopeptidase 3 OS=Mus musculus OX=10090 GN=Xpnpep3 PE=1 SV=1,11,10.1,9.5,10.2,10.5,10.0,9.3,9.6,10.9,10.1,9.9,0.77040,0.62866
sp|O35685|NUDC_MOUSE,Nudc,Nuclear migration protein nudC OS=Mus musculus OX=10090 GN=Nudc PE=1 SV=1,20,10.5,10.1,10.5,11.0,9.3,8.9,10.2,8.6,10.7,10.2,0.28645,0.42918
sp|Q8VE88|F1142_MOUSE,Fam114a2,Protein FAM114A2 OS=Mus musculus OX=10090 GN=Fam114a2 PE=1 SV=2,7,9.8,9.8,10.5,10.4,9.8,9.1,10.6,9.3,11.0,9.7,0.78394,0.63272
tr|A0A1L1SV73|A0A1L1SV73_MOUSE,Usp47,Ubiquitin carboxyl-terminal hydrolase 47 OS=Mus musculus OX=10090 GN=Usp47 PE=1 SV=1,28,9.9,9.7,9.4,10.6,10.0,10.1,9.9,10.6,9.8,10.0,0.54888,0.55155
tr|E9PZM7|E9PZM7_MOUSE,Scaf11,SR-related CTD-associated factor 11 OS=Mus musculus OX=10090 GN=Scaf11 PE=1 SV=1,3,8.9,9.8,9.2,12.6,10.0,10.3,10.2,9.8,10.0,9.2,0.79443,0.63580
tr|Q9DBK7|Q9DBK7_MOUSE,Uba7,"MCG18845, isoform CRA_d OS=Mus musculus OX=10090 GN=Uba7 PE=1 SV=1",4,10.3,10.5,10.2,8.0,8.4,9.9,11.2,8.5,12.6,10.3,0.28174,0.42608
sp|Q8C878|UBA3_MOUSE,Uba3,NEDD8-activating enzyme E1 catalytic subunit OS=Mus musculus OX=10090 GN=Uba3 PE=1 SV=2,11,10.1,9.3,9.7,9.9,10.7,10.2,9.5,10.5,9.8,10.4,0.65102,0.58858
sp|P60670|NPL4_MOUSE,Nploc4,Nuclear protein localization protein 4 homolog OS=Mus musculus OX=10090 GN=Nploc4 PE=1 SV=3,23,10.0,9.6,10.2,9.9,9.9,10.1,10.6,9.9,10.1,9.8,0.36024,0.47125
sp|O88783|FA5_MOUSE,F5,Coagulation factor V OS=Mus musculus OX=10090 GN=F5 PE=1 SV=1,7,9.1,10.5,10.1,9.0,9.7,11.2,10.3,10.8,9.7,9.4,0.19090,0.36247
sp|Q99JG3|ANX13_MOUSE,Anxa13,Annexin A13 OS=Mus musculus OX=10090 GN=Anxa13 PE=1 SV=3,1,10.5,9.0,10.4,7.5,11.1,10.7,13.1,8.1,10.7,8.8,0.61651,0.57597
sp|Q9D1H7|GET4_MOUSE,Get4,Golgi to ER traffic protein 4 homolog OS=Mus musculus OX=10090 GN=Get4 PE=1 SV=2,3,11.2,9.6,9.8,8.4,10.5,9.0,11.8,8.6,11.2,9.9,0.81467,0.64161
sp|Q6DFW4|NOP58_MOUSE,Nop58,Nucleolar protein 58 OS=Mus musculus OX=10090 GN=Nop58 PE=1 SV=1,12,10.5,11.3,11.2,10.7,9.8,9.0,9.0,8.9,9.2,10.5,0.01024,0.13888
sp|Q61510|TRI25_MOUSE,Trim25,E3 ubiquitin/ISG15 ligase TRIM25 OS=Mus musculus OX=10090 GN=Trim25 PE=1 SV=2,12,10.3,11.1,10.9,9.6,9.2,9.6,9.8,9.6,10.6,9.3,0.35059,0.46636
sp|Q8CJ53|CIP4_MOUSE,Trip10,Cdc42-interacting protein 4 OS=Mus musculus OX=10090 GN=Trip10 PE=1 SV=2,1,9.2,9.8,12.1,7.6,7.7,10.4,12.3,9.0,12.1,9.9,0.19181,0.36319
sp|Q8CGC6|RBM28_MOUSE,Rbm28,RNA-binding protein 28 OS=Mus musculus OX=10090 GN=Rbm28 PE=1 SV=4,3,9.7,10.2,9.5,10.8,10.7,10.1,8.7,10.9,10.4,9.2,0.52504,0.54257
sp|B1AR13|CISD3_MOUSE,Cisd3,"CDGSH iron-sulfur domain-containing protein 3, mitochondrial OS=Mus musculus OX=10090 GN=Cisd3 PE=1 SV=1",3,10.2,9.0,9.2,9.0,12.3,10.7,8.5,12.7,10.0,8.4,0.93002,0.67146
tr|A0A0R4J0J5|A0A0R4J0J5_MOUSE,Ints9,Integrator complex subunit 9 OS=Mus musculus OX=10090 GN=Ints9 PE=1 SV=1,3,9.9,11.9,10.4,8.4,9.5,10.0,9.6,8.9,10.7,10.5,0.89861,0.66383
sp|Q9CR68|UCRI_MOUSE,Uqcrfs1,"Cytochrome b-c1 complex subunit Rieske, mitochondrial OS=Mus musculus OX=10090 GN=Uqcrfs1 PE=1 SV=1",15,10.1,9.4,10.3,11.2,11.1,9.0,9.9,9.9,9.9,9.2,0.08330,0.26069
sp|Q9JJZ4|UB2J1_MOUSE,Ube2j1,Ubiquitin-conjugating enzyme E2 J1 OS=Mus musculus OX=10090 GN=Ube2j1 PE=1 SV=2,4,10.0,10.9,10.8,10.1,9.8,9.1,9.5,8.7,10.4,10.7,0.17187,0.34641
sp|P26231|CTNA1_MOUSE,Ctnna1,Catenin alpha-1 OS=Mus musculus OX=10090 GN=Ctnna1 PE=1 SV=1,35,9.9,10.3,11.0,10.3,10.0,10.1,9.4,9.5,10.3,9.2,0.05034,0.21866
tr|E0CXB9|E0CXB9_MOUSE,Ctnna2,Catenin alpha-2 OS=Mus musculus OX=10090 GN=Ctnna2 PE=1 SV=1,5,10.4,11.0,9.2,9.5,10.9,10.5,8.8,9.8,9.8,10.1,0.41338,0.49578
sp|Q9CZD3|GARS_MOUSE,Gars,Glycine--tRNA ligase OS=Mus musculus OX=10090 GN=Gars PE=1 SV=1,22,11.2,10.7,10.0,9.9,10.2,9.7,8.9,8.9,10.4,10.1,0.06958,0.24274
sp|Q9DCU6|RM04_MOUSE,Mrpl4,"39S ribosomal protein L4, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl4 PE=1 SV=1",3,11.0,11.4,9.0,9.3,10.3,9.9,8.4,10.5,9.2,10.9,0.54228,0.54911
tr|E9PUR0|E9PUR0_MOUSE,Ankhd1,Ankyrin repeat and KH domain-containing 1 OS=Mus musculus OX=10090 GN=Ankhd1 PE=1 SV=1,5,11.0,10.6,10.3,11.0,10.1,10.3,8.5,9.0,10.1,9.1,0.02180,0.16670
sp|Q99NH0|ANR17_MOUSE,Ankrd17,Ankyrin repeat domain-containing protein 17 OS=Mus musculus OX=10090 GN=Ankrd17 PE=1 SV=2,6,10.5,9.3,9.6,10.7,10.5,10.4,9.5,9.8,10.7,9.1,0.58898,0.56561
tr|E9QKB2|E9QKB2_MOUSE,Habp4,Intracellular hyaluronan-binding protein 4 OS=Mus musculus OX=10090 GN=Habp4 PE=1 SV=1,9,11.3,10.8,11.7,11.8,9.3,8.9,9.8,7.8,10.7,7.9,0.02769,0.18002
tr|E9QNF7|E9QNF7_MOUSE,Cntnap2,Contactin-associated protein-like 2 OS=Mus musculus OX=10090 GN=Cntnap2 PE=1 SV=1,1,10.8,8.7,12.3,8.8,10.3,10.5,13.6,6.7,8.1,10.1,0.80185,0.63795
sp|Q61239|FNTA_MOUSE,Fnta,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha OS=Mus musculus OX=10090 GN=Fnta PE=1 SV=1,4,10.3,10.8,9.2,8.9,9.6,10.7,10.3,10.2,10.0,9.9,0.26384,0.41374
sp|Q8VCF1|CANT1_MOUSE,Cant1,Soluble calcium-activated nucleotidase 1 OS=Mus musculus OX=10090 GN=Cant1 PE=2 SV=1,1,9.6,11.0,10.3,9.2,8.6,9.7,9.4,9.8,12.2,10.1,0.49352,0.52999
sp|Q99JI4|PSMD6_MOUSE,Psmd6,26S proteasome non-ATPase regulatory subunit 6 OS=Mus musculus OX=10090 GN=Psmd6 PE=1 SV=1,16,10.0,10.2,10.3,10.6,9.6,10.0,9.1,10.4,9.2,10.6,0.48743,0.52758
tr|D3YVL0|D3YVL0_MOUSE,Mov10,Putative helicase MOV-10 OS=Mus musculus OX=10090 GN=Mov10 PE=1 SV=2,18,11.7,11.9,10.8,8.6,9.3,9.4,8.9,8.7,10.9,9.8,0.26800,0.41669
tr|A0A0R4J1Q7|A0A0R4J1Q7_MOUSE,Enpp1,"Ectonucleotide pyrophosphatase/phosphodiesterase 1, isoform CRA_a OS=Mus musculus OX=10090 GN=Enpp1 PE=1 SV=1",13,7.2,8.4,7.6,7.0,6.9,12.7,12.3,14.4,11.7,11.9,0.00006,0.03334
sp|Q6DYE8|ENPP3_MOUSE,Enpp3,Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 OS=Mus musculus OX=10090 GN=Enpp3 PE=1 SV=2,7,9.4,12.4,9.0,7.2,6.6,12.6,9.0,11.3,11.0,11.5,0.11066,0.28986
sp|Q60855|RIPK1_MOUSE,Ripk1,Receptor-interacting serine/threonine-protein kinase 1 OS=Mus musculus OX=10090 GN=Ripk1 PE=1 SV=1,7,10.1,10.9,11.2,8.7,8.9,9.7,9.9,9.4,11.4,9.7,0.93281,0.67212
sp|Q9DC70|NDUS7_MOUSE,Ndufs7,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Mus musculus OX=10090 GN=Ndufs7 PE=1 SV=1",4,9.9,10.9,9.4,10.1,9.9,10.2,8.4,11.1,9.6,10.4,0.84129,0.64897
sp|Q8BH95|ECHM_MOUSE,Echs1,"Enoyl-CoA hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Echs1 PE=1 SV=1",32,9.8,9.4,9.1,10.8,10.0,11.1,9.6,11.3,9.4,9.5,0.51630,0.53916
sp|Q91V36|NRBP2_MOUSE,Nrbp2,Nuclear receptor-binding protein 2 OS=Mus musculus OX=10090 GN=Nrbp2 PE=1 SV=2,1,11.3,10.6,9.6,11.0,11.9,8.9,7.2,8.8,11.4,9.2,0.05888,0.23021
sp|P80316|TCPE_MOUSE,Cct5,T-complex protein 1 subunit epsilon OS=Mus musculus OX=10090 GN=Cct5 PE=1 SV=1,39,10.1,9.3,9.9,11.1,10.2,9.7,9.7,10.1,9.7,10.2,0.45430,0.51393
sp|P80315|TCPD_MOUSE,Cct4,T-complex protein 1 subunit delta OS=Mus musculus OX=10090 GN=Cct4 PE=1 SV=3,23,10.3,9.0,10.0,11.0,10.1,9.8,9.7,10.2,9.4,10.6,0.74468,0.62070
sp|Q2EMV9|PAR14_MOUSE,Parp14,Protein mono-ADP-ribosyltransferase PARP14 OS=Mus musculus OX=10090 GN=Parp14 PE=1 SV=3,15,10.7,11.8,10.8,8.7,8.8,8.5,10.2,7.7,12.2,10.6,0.77089,0.62881
sp|Q7TNG8|LDHD_MOUSE,Ldhd,"Probable D-lactate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Ldhd PE=1 SV=1",36,10.4,12.2,10.8,9.2,8.6,9.5,10.5,9.5,10.3,9.1,0.51452,0.53845
sp|Q921F2|TADBP_MOUSE,Tardbp,TAR DNA-binding protein 43 OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1,16,10.2,10.2,9.7,9.1,10.0,10.2,9.8,10.1,10.7,10.0,0.26180,0.41227
sp|P56960|EXOSX_MOUSE,Exosc10,Exosome component 10 OS=Mus musculus OX=10090 GN=Exosc10 PE=1 SV=2,5,10.0,10.2,10.7,10.7,10.1,9.6,9.5,9.2,11.6,8.5,0.28193,0.42621
sp|Q3UMB5|SMCR8_MOUSE,Smcr8,Guanine nucleotide exchange protein SMCR8 OS=Mus musculus OX=10090 GN=Smcr8 PE=1 SV=2,1,8.8,11.0,8.2,9.9,9.5,10.1,9.4,9.3,12.7,11.1,0.22834,0.38948
sp|P57722|PCBP3_MOUSE,Pcbp3,Poly(rC)-binding protein 3 OS=Mus musculus OX=10090 GN=Pcbp3 PE=1 SV=3,11,9.7,11.8,9.8,10.4,9.2,10.3,9.5,10.0,9.4,9.9,0.49850,0.53198
sp|Q61990|PCBP2_MOUSE,Pcbp2,Poly(rC)-binding protein 2 OS=Mus musculus OX=10090 GN=Pcbp2 PE=1 SV=1,9,11.7,10.3,11.8,9.1,8.2,10.1,10.2,9.0,9.8,9.7,0.54498,0.55011
sp|P60335|PCBP1_MOUSE,Pcbp1,Poly(rC)-binding protein 1 OS=Mus musculus OX=10090 GN=Pcbp1 PE=1 SV=1,23,10.8,9.7,10.9,10.0,9.0,10.7,9.9,8.8,8.8,11.4,0.78373,0.63266
tr|A0A0R4J044|A0A0R4J044_MOUSE,Pcbp4,Poly(rC)-binding protein 4 OS=Mus musculus OX=10090 GN=Pcbp4 PE=1 SV=1,1,10.7,10.2,11.5,8.8,10.3,8.7,10.3,7.8,12.4,9.2,0.53692,0.54711
tr|Q8R093|Q8R093_MOUSE,Upp2,Uridine phosphorylase OS=Mus musculus OX=10090 GN=Upp2 PE=1 SV=1,8,15.9,8.9,10.4,9.8,11.3,10.3,9.3,9.9,6.1,8.0,0.12714,0.30524
sp|Q9EPL8|IPO7_MOUSE,Ipo7,Importin-7 OS=Mus musculus OX=10090 GN=Ipo7 PE=1 SV=2,19,10.8,10.4,10.1,9.6,9.6,9.9,9.3,9.6,9.7,11.2,0.68391,0.60046
sp|Q8R307|VPS18_MOUSE,Vps18,Vacuolar protein sorting-associated protein 18 homolog OS=Mus musculus OX=10090 GN=Vps18 PE=1 SV=2,9,10.3,11.2,10.2,8.9,9.6,10.0,9.6,9.6,10.3,10.4,0.89004,0.66169
sp|Q5SFM8|RBM27_MOUSE,Rbm27,RNA-binding protein 27 OS=Mus musculus OX=10090 GN=Rbm27 PE=1 SV=3,2,8.9,9.9,11.2,11.1,8.5,10.5,10.1,10.4,10.3,9.0,0.82030,0.64319
sp|Q6NZN0|RBM26_MOUSE,Rbm26,RNA-binding protein 26 OS=Mus musculus OX=10090 GN=Rbm26 PE=1 SV=2,3,9.5,9.6,11.0,10.7,10.4,10.1,10.3,8.8,10.4,9.3,0.30425,0.44041
sp|Q8QZS1|HIBCH_MOUSE,Hibch,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Mus musculus OX=10090 GN=Hibch PE=1 SV=1",25,10.4,10.1,9.8,9.9,11.0,9.9,9.6,10.5,9.9,8.9,0.20259,0.37152
tr|A2A7S7|A2A7S7_MOUSE,Yars,Tyrosine--tRNA ligase OS=Mus musculus OX=10090 GN=Yars PE=1 SV=1,30,11.2,11.1,12.4,9.6,9.6,8.6,9.1,8.9,9.9,9.6,0.03981,0.20036
sp|Q91VU6|DCA11_MOUSE,Dcaf11,DDB1- and CUL4-associated factor 11 OS=Mus musculus OX=10090 GN=Dcaf11 PE=1 SV=1,11,10.2,9.4,8.7,10.1,10.4,10.4,9.4,11.2,9.0,11.3,0.42781,0.50241
sp|Q5QNQ6|OSBP2_MOUSE,Osbp2,Oxysterol-binding protein 2 OS=Mus musculus OX=10090 GN=Osbp2 PE=1 SV=1,1,14.2,9.0,9.1,9.9,10.4,8.3,9.4,11.2,8.3,10.3,0.38514,0.48313
sp|Q3B7Z2|OSBP1_MOUSE,Osbp,Oxysterol-binding protein 1 OS=Mus musculus OX=10090 GN=Osbp PE=1 SV=3,14,11.1,10.4,10.8,10.0,9.1,9.1,9.3,8.8,10.2,11.0,0.30354,0.43998
sp|Q922H9|ZN330_MOUSE,Znf330,Zinc finger protein 330 OS=Mus musculus OX=10090 GN=Znf330 PE=1 SV=1,1,10.3,11.6,11.3,11.6,8.6,9.4,9.4,9.1,10.6,8.1,0.09906,0.27802
tr|A0A087WQ31|A0A087WQ31_MOUSE,Clasp1,CLIP-associating protein 1 OS=Mus musculus OX=10090 GN=Clasp1 PE=1 SV=1,5,10.5,10.8,9.8,9.6,9.5,10.6,10.2,9.0,11.2,9.0,0.99068,0.68524
tr|Q08EB5|Q08EB5_MOUSE,Clasp2,CLIP-associating protein 2 OS=Mus musculus OX=10090 GN=Clasp2 PE=1 SV=1,1,11.0,9.3,11.5,11.0,8.0,11.1,9.0,9.8,10.6,8.6,0.72123,0.61314
sp|Q8BJ71|NUP93_MOUSE,Nup93,Nuclear pore complex protein Nup93 OS=Mus musculus OX=10090 GN=Nup93 PE=1 SV=1,9,9.4,10.5,10.7,9.8,10.1,10.1,10.1,9.4,10.5,9.5,0.62826,0.58023
sp|Q7TSV4|PGM2_MOUSE,Pgm2,Phosphoglucomutase-2 OS=Mus musculus OX=10090 GN=Pgm2 PE=1 SV=1,11,10.6,10.4,10.5,8.9,9.0,10.2,11.0,9.0,10.4,10.0,0.63791,0.58365
sp|Q8CAA7|PGM2L_MOUSE,Pgm2l1,"Glucose 1,6-bisphosphate synthase OS=Mus musculus OX=10090 GN=Pgm2l1 PE=1 SV=1",3,8.9,10.5,9.5,9.7,8.4,11.5,10.1,10.7,10.2,10.6,0.02645,0.17756
tr|A2AEM2|A2AEM2_MOUSE,Clcc1,"Chloride channel CLIC-like 1, isoform CRA_a OS=Mus musculus OX=10090 GN=Clcc1 PE=1 SV=1",13,9.7,9.8,10.5,10.6,9.6,9.8,10.2,9.7,10.3,9.8,0.70995,0.60939
sp|Q99MN9|PCCB_MOUSE,Pccb,"Propionyl-CoA carboxylase beta chain, mitochondrial OS=Mus musculus OX=10090 GN=Pccb PE=1 SV=2",37,9.6,8.8,10.1,10.0,11.2,10.4,10.3,9.9,10.5,9.2,0.75875,0.62510
sp|Q9JLJ4|ELOV2_MOUSE,Elovl2,Elongation of very long chain fatty acids protein 2 OS=Mus musculus OX=10090 GN=Elovl2 PE=1 SV=1,5,9.2,9.4,9.6,10.8,10.3,9.3,9.0,11.5,10.3,10.5,0.66590,0.59405
sp|Q8R1I1|QCR9_MOUSE,Uqcr10,Cytochrome b-c1 complex subunit 9 OS=Mus musculus OX=10090 GN=Uqcr10 PE=1 SV=1,5,13.0,10.8,9.1,9.4,11.0,6.9,6.1,13.5,7.9,12.4,0.45882,0.51581
sp|P35492|HUTH_MOUSE,Hal,Histidine ammonia-lyase OS=Mus musculus OX=10090 GN=Hal PE=1 SV=1,43,10.6,10.0,9.9,12.0,12.9,10.9,6.0,10.4,8.2,9.1,0.07832,0.25452
sp|Q8BX90|FND3A_MOUSE,Fndc3a,Fibronectin type-III domain-containing protein 3A OS=Mus musculus OX=10090 GN=Fndc3a PE=1 SV=3,19,11.1,11.2,11.7,9.9,10.0,8.8,8.6,8.4,10.6,9.7,0.02019,0.16297
sp|Q6NZB0|DNJC8_MOUSE,Dnajc8,DnaJ homolog subfamily C member 8 OS=Mus musculus OX=10090 GN=Dnajc8 PE=1 SV=2,5,9.7,8.6,10.8,12.0,9.9,9.9,9.7,9.4,8.7,11.3,0.57642,0.56131
sp|Q9CZ30|OLA1_MOUSE,Ola1,Obg-like ATPase 1 OS=Mus musculus OX=10090 GN=Ola1 PE=1 SV=1,15,10.9,9.4,11.3,10.6,10.6,9.5,10.0,8.8,9.9,9.1,0.02546,0.17546
sp|Q01853|TERA_MOUSE,Vcp,Transitional endoplasmic reticulum ATPase OS=Mus musculus OX=10090 GN=Vcp PE=1 SV=4,43,9.9,9.2,9.8,9.8,10.8,9.3,10.5,10.8,10.4,9.5,0.60340,0.57111
sp|Q3UMC0|AFG2H_MOUSE,Spata5,ATPase family protein 2 homolog OS=Mus musculus OX=10090 GN=Spata5 PE=1 SV=2,7,9.8,9.9,9.9,9.9,9.2,10.6,10.0,10.0,10.7,10.0,0.02849,0.18153
sp|P49429|HPPD_MOUSE,Hpd,4-hydroxyphenylpyruvate dioxygenase OS=Mus musculus OX=10090 GN=Hpd PE=1 SV=3,51,10.9,9.6,9.1,12.1,11.2,10.2,8.3,11.2,8.2,9.2,0.18073,0.35413
sp|Q91Z98|CHIL4_MOUSE,Chil4,Chitinase-like protein 4 OS=Mus musculus OX=10090 GN=Chil4 PE=1 SV=2,15,1.4,1.6,1.5,1.2,1.3,4.5,4.5,8.3,6.8,69.0,0.24394,0.39919
