# Output table from Spectronaut filtered for the comparison of Geriatric to Young mouse crypts isolated from ileum only. Related to Figure 3 and S3.,,,,,,,,,,
,,,,,,,,,,
Comparison (group1/group2),Group,Genes,ProteinDescriptions,ProteinNames,# Unique Peptides,AVG Log Ratio,Absolute AVG Log Ratio,% Change,Ratio,Qvalue
ger ile / young ile,Q8BM96,Adgrg7,Adhesion G-protein coupled receptor G7,AGRG7_MOUSE,11,-0.676546037,0.676546037,-37.43386184,0.625661382,0.004684668
ger ile / young ile,Q91YR9,Ptgr1,Prostaglandin reductase 1,PTGR1_MOUSE,15,0.632130265,0.632130265,54.98517963,1.549851796,0.004880421
ger ile / young ile,Q8CFQ3,Aqr,Intron-binding protein aquarius,AQR_MOUSE,23,-0.587762713,0.587762713,-33.46260514,0.665373949,0.004944131
ger ile / young ile,Q91X21,Kiaa2013,Uncharacterized protein KIAA2013,K2013_MOUSE,7,-0.672096014,0.672096014,-37.24057733,0.627594227,0.004958069
ger ile / young ile,Q6P4S8,Ints1,Integrator complex subunit 1,INT1_MOUSE,15,-0.778394818,0.778394818,-41.69848891,0.583015111,0.005010351
ger ile / young ile,Q9CYL5,Glipr2,Golgi-associated plant pathogenesis-related protein 1,GAPR1_MOUSE,6,-0.835502923,0.835502923,-43.96123458,0.560387654,0.005010997
ger ile / young ile,Q8R0F8,Fahd1,"Acylpyruvase FAHD1, mitochondrial",FAHD1_MOUSE,12,0.766392827,0.766392827,70.10114203,1.70101142,0.005102363
ger ile / young ile,Q8K301,Ddx52,Probable ATP-dependent RNA helicase DDX52,DDX52_MOUSE,7,1.344421268,1.344421268,153.9283135,2.539283135,0.005122759
ger ile / young ile,Q7TMR0,Prcp,Lysosomal Pro-X carboxypeptidase,PCP_MOUSE,4,0.599253714,0.599253714,51.49327103,1.51493271,0.005124259
ger ile / young ile,P01837,NaN,Ig kappa chain C region,IGKC_MOUSE,9,0.952373028,0.952373028,93.5052928,1.935052928,0.005211342
ger ile / young ile,Q8C3K6,Slc5a1,Sodium/glucose cotransporter 1,SC5A1_MOUSE,21,-0.870408237,0.870408237,-45.30079527,0.546992047,0.005321184
ger ile / young ile,P63280,Ube2i,SUMO-conjugating enzyme UBC9,UBC9_MOUSE,13,0.785173595,0.785173595,72.32996662,1.723299666,0.00545852
ger ile / young ile,G5E8K5,Ank3,Ankyrin-3,ANK3_MOUSE,18,-0.870819271,0.870819271,-45.31637722,0.546836228,0.005779736
ger ile / young ile,P55050,Fabp2,"Fatty acid-binding protein, intestinal",FABPI_MOUSE,12,0.737047434,0.737047434,66.67612143,1.666761214,0.00580172
ger ile / young ile,Q63886,Ugt1a1,UDP-glucuronosyltransferase 1-1,UD11_MOUSE,10,1.488543868,1.488543868,180.6056131,2.806056131,0.005857112
ger ile / young ile,P43277,Hist1h1d,Histone H1.3,H13_MOUSE,17,0.599534869,0.599534869,51.5227972,1.515227972,0.005879311
ger ile / young ile,Q9D309,Fam3b,Protein FAM3B,FAM3B_MOUSE,10,-0.616613686,0.616613686,-34.78000146,0.652199985,0.005949576
ger ile / young ile,Q9CZ30,Ola1,Obg-like ATPase 1,OLA1_MOUSE,25,0.603905857,0.603905857,51.98256766,1.519825677,0.006621127
ger ile / young ile,P62331,Arf6,ADP-ribosylation factor 6,ARF6_MOUSE,8,0.643063605,0.643063605,56.16418326,1.561641833,0.006633043
ger ile / young ile,Q9CQV8,Ywhab,14-3-3 protein beta/alpha,1433B_MOUSE,13,0.600023806,0.600023806,51.57415777,1.515741578,0.006776354
ger ile / young ile,P10922,H1f0,Histone H1.0,H10_MOUSE,7,0.701505959,0.701505959,62.62014194,1.626201419,0.006843722
ger ile / young ile,Q9EP75,Cyp4f14,Leukotriene-B4 omega-hydroxylase 3,CP4FE_MOUSE,26,-0.616984189,0.616984189,-34.79674864,0.652032514,0.006849068
ger ile / young ile,Q99MJ6,Pdzd3,Na(+)/H(+) exchange regulatory cofactor NHE-RF4,NHRF4_MOUSE,7,-0.718324482,0.718324482,-39.21970772,0.607802923,0.007102236
ger ile / young ile,Q09200,B4galnt1,"Beta-1,4 N-acetylgalactosaminyltransferase 1",B4GN1_MOUSE,22,-0.584266126,0.584266126,-33.30114623,0.666988538,0.007116087
ger ile / young ile,Q9JJ06,C1galt1,Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1,C1GLT_MOUSE,13,-0.692290068,0.692290068,-38.1129297,0.618870703,0.007329587
ger ile / young ile,Q9CWS4,Cpsf3l,Integrator complex subunit 11,INT11_MOUSE,6,-0.778265893,0.778265893,-41.69327862,0.583067214,0.007376761
ger ile / young ile,P48410,Abcd1,ATP-binding cassette sub-family D member 1,ABCD1_MOUSE,18,-0.624570549,0.624570549,-35.13871768,0.648612823,0.007426964
ger ile / young ile,Q99J36,Thumpd1,THUMP domain-containing protein 1,THUM1_MOUSE,11,0.697556376,0.697556376,62.17555505,1.62175555,0.007471636
ger ile / young ile,Q9Z1W9,Stk39,STE20/SPS1-related proline-alanine-rich protein kinase,STK39_MOUSE,9,0.624417126,0.624417126,54.15878713,1.541587871,0.007511114
ger ile / young ile,P11477,Defa1,Alpha-defensin 1,DEFA1_MOUSE,2,-1.341823697,1.341823697,-60.54783705,0.39452163,0.007515071
ger ile / young ile,Q91YX5,Lpgat1,Acyl-CoA:lysophosphatidylglycerol acyltransferase 1,LGAT1_MOUSE,12,-0.84528172,0.84528172,-44.33978912,0.556602109,0.007768429
ger ile / young ile,Q9D0M1,Prpsap1,Phosphoribosyl pyrophosphate synthase-associated protein 1,KPRA_MOUSE,12,0.59459877,0.59459877,51.00525644,1.510052564,0.007768429
ger ile / young ile,Q8K021,Scamp1,Secretory carrier-associated membrane protein 1,SCAM1_MOUSE,7,-0.590354204,0.590354204,-33.58201795,0.664179821,0.008020272
ger ile / young ile,Q64176,Ces1e,Carboxylesterase 1E,EST1E_MOUSE,16,0.835670114,0.835670114,78.46858103,1.78468581,0.00803685
ger ile / young ile,P09036,Spink1,Serine protease inhibitor Kazal-type 1,ISK1_MOUSE,6,-1.693991184,1.693991184,-69.09292962,0.309070704,0.008120785
ger ile / young ile,Q80ZK0,Mrps10,"28S ribosomal protein S10, mitochondrial",RT10_MOUSE,9,0.818006873,0.818006873,76.29687147,1.762968715,0.008329849
ger ile / young ile,P62878,Rbx1,E3 ubiquitin-protein ligase RBX1,RBX1_MOUSE,4,0.987684131,0.987684131,98.29992483,1.982999248,0.009077067
ger ile / young ile,Q9D2C7,Tmbim6,Bax inhibitor 1,BI1_MOUSE,4,0.940428197,0.940428197,91.90977497,1.91909775,0.009570717
ger ile / young ile,Q91WR3,Ascc2,Activating signal cointegrator 1 complex subunit 2,ASCC2_MOUSE,3,-1.428558707,1.428558707,-62.84981519,0.371501848,0.009715887
ger ile / young ile,P29477,Nos2,"Nitric oxide synthase, inducible",NOS2_MOUSE,10,-1.723957062,1.723957062,-69.72827195,0.30271728,0.009787311
ger ile / young ile,Q9DB27,Mcts1,Malignant T-cell-amplified sequence 1,MCTS1_MOUSE,8,0.725988209,0.725988209,65.40332189,1.654033219,0.009845602
ger ile / young ile,P23708,Nfya,Nuclear transcription factor Y subunit alpha,NFYA_MOUSE,3,1.095811009,1.095811009,113.7331977,2.137331977,0.009966717
ger ile / young ile,O35445,Rnf5,E3 ubiquitin-protein ligase RNF5,RNF5_MOUSE,3,-0.863672614,0.863672614,-45.04481974,0.549551803,0.00998116
ger ile / young ile,A2A8L5,Ptprf,Receptor-type tyrosine-protein phosphatase F,PTPRF_MOUSE,18,-0.604433537,0.604433537,-34.2270418,0.657729582,0.01021765
ger ile / young ile,P62075,Timm13,Mitochondrial import inner membrane translocase subunit Tim13,TIM13_MOUSE,9,0.61203146,0.61203146,52.84098493,1.528409849,0.010279441
ger ile / young ile,Q9JI48,Plac8,Placenta-specific gene 8 protein,PLAC8_MOUSE,3,-0.745467305,0.745467305,-40.35253646,0.596474635,0.01061319
ger ile / young ile,Q9DCM2,Gstk1,Glutathione S-transferase kappa 1,GSTK1_MOUSE,10,1.293794751,1.293794751,145.1720895,2.451720895,0.010862414
ger ile / young ile,P50704;P50709,Defa6;Defa11,Alpha-defensin 6/12;Alpha-defensin 11 (Fragment),DEFA6_MOUSE;DFA11_MOUSE,4,-0.751122177,0.751122177,-40.58587653,0.594141235,0.011425765
ger ile / young ile,P01872,Ighm,Ig mu chain C region,IGHM_MOUSE,6,2.498160839,2.498160839,464.9647434,5.649647434,0.011558783
ger ile / young ile,P56695,Wfs1,Wolframin,WFS1_MOUSE,7,-0.664734244,0.664734244,-36.91951071,0.630804893,0.011703011
ger ile / young ile,O88851,Rbbp9,Putative hydrolase RBBP9,RBBP9_MOUSE,6,0.630684674,0.630684674,54.82996108,1.548299611,0.01285596
ger ile / young ile,Q9ERN0,Scamp2,Secretory carrier-associated membrane protein 2,SCAM2_MOUSE,5,-0.7556054,0.7556054,-40.77022132,0.592297787,0.012916803
ger ile / young ile,P14869,Rplp0,60S acidic ribosomal protein P0,RLA0_MOUSE,22,0.671949327,0.671949327,59.32242314,1.593224231,0.012923083
ger ile / young ile,CON__P13645,NaN,NaN,CON__P13645,22,0.63033402,0.63033402,54.79233347,1.547923335,0.013041927
ger ile / young ile,P97792,Cxadr,Coxsackievirus and adenovirus receptor homolog,CXAR_MOUSE,16,-0.584598362,0.584598362,-33.31650445,0.666834956,0.013143842
ger ile / young ile,Q9DBU0,Tm9sf1,Transmembrane 9 superfamily member 1,TM9S1_MOUSE,11,-0.629887819,0.629887819,-35.37733375,0.646226662,0.01319027
ger ile / young ile,Q9JJI6,Pigo,GPI ethanolamine phosphate transferase 3,PIGO_MOUSE,8,-0.647060215,0.647060215,-36.14197741,0.638580226,0.013279
ger ile / young ile,Q99LT0,Dpy30,Protein dpy-30 homolog,DPY30_MOUSE,6,1.160448551,1.160448551,123.526914,2.23526914,0.013335662
ger ile / young ile,P11034,Mcpt1,Mast cell protease 1,MCPT1_MOUSE,6,2.952797651,2.952797651,674.2490197,7.742490197,0.013698891
ger ile / young ile,P02535,Krt10,"Keratin, type I cytoskeletal 10",K1C10_MOUSE,9,1.117364883,1.117364883,116.9503455,2.169503455,0.014170038
ger ile / young ile,P40237,Cd82,CD82 antigen,CD82_MOUSE,6,-0.743361056,0.743361056,-40.2653911,0.597346089,0.014268112
ger ile / young ile,O70492,Snx3,Sorting nexin-3,SNX3_MOUSE,11,0.583916605,0.583916605,49.89129541,1.498912954,0.014342353
ger ile / young ile,Q8VCH6,Dhcr24,Delta(24)-sterol reductase,DHC24_MOUSE,11,1.170968771,1.170968771,125.1628432,2.251628432,0.014369703
ger ile / young ile,Q61735,Cd47,Leukocyte surface antigen CD47,CD47_MOUSE,4,1.354502201,1.354502201,155.7088692,2.557088692,0.014625516
ger ile / young ile,Q9DBF1,Aldh7a1,Alpha-aminoadipic semialdehyde dehydrogenase,AL7A1_MOUSE,2,-0.807033539,0.807033539,-42.84441196,0.57155588,0.014919325
ger ile / young ile,P61027,Rab10,Ras-related protein Rab-10,RAB10_MOUSE,12,0.603605449,0.603605449,51.95092415,1.519509241,0.014970259
ger ile / young ile,P55264,Adk,Adenosine kinase,ADK_MOUSE,15,0.641578734,0.641578734,56.00353645,1.560035364,0.015009875
ger ile / young ile,P62313,Lsm6,U6 snRNA-associated Sm-like protein LSm6,LSM6_MOUSE,5,1.295101881,1.295101881,145.3943242,2.453943242,0.015727861
ger ile / young ile,Q4QQM4,Trp53i11,Tumor protein p53-inducible protein 11,P5I11_MOUSE,3,-0.971032023,0.971032023,-48.98589941,0.510141006,0.015930318
ger ile / young ile,Q8R1J1,Tm6sf2,Transmembrane 6 superfamily member 2,TM6S2_MOUSE,4,-1.287393689,1.287393689,-59.03095096,0.40969049,0.015942264
ger ile / young ile,P29351,Ptpn6,Tyrosine-protein phosphatase non-receptor type 6,PTN6_MOUSE,14,0.661909401,0.661909401,58.21752416,1.582175242,0.015973272
ger ile / young ile,Q5RL79,Krtcap2,Keratinocyte-associated protein 2,KTAP2_MOUSE,2,2.222102165,2.222102165,366.5727873,4.665727873,0.016324462
ger ile / young ile,A2BDX3,Mocs3,Adenylyltransferase and sulfurtransferase MOCS3,MOCS3_MOUSE,10,-0.679971516,0.679971516,-37.58224022,0.624177598,0.017045238
ger ile / young ile,Q3TTY5,Krt2,"Keratin, type II cytoskeletal 2 epidermal",K22E_MOUSE,6,1.138246417,1.138246417,120.1133147,2.201133147,0.01710767
ger ile / young ile,P62301,Rps13,40S ribosomal protein S13,RS13_MOUSE,16,0.673041403,0.673041403,59.44307103,1.59443071,0.017365161
ger ile / young ile,P62852,Rps25,40S ribosomal protein S25,RS25_MOUSE,8,1.000595093,1.000595093,100.0825144,2.000825144,0.017799505
ger ile / young ile,Q6A028,Swap70,Switch-associated protein 70,SWP70_MOUSE,17,0.656879485,0.656879485,57.66686358,1.576668636,0.017839479
ger ile / young ile,Q61133,Gstt2,Glutathione S-transferase theta-2,GSTT2_MOUSE,6,0.854282677,0.854282677,80.78596452,1.807859645,0.018305072
ger ile / young ile,Q9D306,Mgat4c,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C",MGT4C_MOUSE,9,-0.642467678,0.642467678,-35.93837398,0.64061626,0.018897777
ger ile / young ile,B2RY04,Dock5,Dedicator of cytokinesis protein 5,DOCK5_MOUSE,6,-1.050177217,1.050177217,-51.70911583,0.482908842,0.020075525
ger ile / young ile,Q80XD8,Prap1,Proline-rich acidic protein 1,PRAP1_MOUSE,6,-0.700731158,0.700731158,-38.47396865,0.615260314,0.020192897
ger ile / young ile,Q8C102,Galnt5,Polypeptide N-acetylgalactosaminyltransferase 5,GALT5_MOUSE,11,-0.629622281,0.629622281,-35.36543838,0.646345616,0.020405499
ger ile / young ile,Q64522,Hist2h2ab,Histone H2A type 2-B,H2A2B_MOUSE,11,0.94132781,0.94132781,92.02948034,1.920294803,0.020478421
ger ile / young ile,Q78KK3,Slc22a18,Solute carrier family 22 member 18,S22AI_MOUSE,5,-1.092024088,1.092024088,-53.08972342,0.469102766,0.020559184
ger ile / young ile,Q9CPU4,Mgst3,Microsomal glutathione S-transferase 3,MGST3_MOUSE,8,-0.794232249,0.794232249,-42.33500357,0.576649964,0.020584006
ger ile / young ile,Q7TMS5,Abcg2,ATP-binding cassette sub-family G member 2,ABCG2_MOUSE,14,-0.654383302,0.654383302,-36.46529796,0.63534702,0.020763746
ger ile / young ile,Q3TTY0,Plb1,"Phospholipase B1, membrane-associated",PLB1_MOUSE,57,0.666334331,0.666334331,58.70354243,1.587035424,0.020791964
ger ile / young ile,Q62446,Fkbp3,Peptidyl-prolyl cis-trans isomerase FKBP3,FKBP3_MOUSE,14,0.66402024,0.66402024,58.44918513,1.584491851,0.021083803
ger ile / young ile,P97822,Anp32e,Acidic leucine-rich nuclear phosphoprotein 32 family member E,AN32E_MOUSE,7,1.372542262,1.372542262,158.9264346,2.589264346,0.02129225
ger ile / young ile,P83917,Cbx1,Chromobox protein homolog 1,CBX1_MOUSE,9,-0.630730033,0.630730033,-35.41504803,0.64584952,0.021329173
ger ile / young ile,Q63ZW7,Inadl,InaD-like protein,INADL_MOUSE,34,-0.624399841,0.624399841,-35.13104248,0.648689575,0.022221669
ger ile / young ile,P15532,Nme1,Nucleoside diphosphate kinase A,NDKA_MOUSE,7,0.948122561,0.948122561,92.93602668,1.929360267,0.022501985
ger ile / young ile,Q99LX5,Mmtag2,Multiple myeloma tumor-associated protein 2 homolog,MMTA2_MOUSE,2,-0.720286965,0.720286965,-39.30233031,0.606976697,0.023411659
ger ile / young ile,Q8VED8,Mtfr2,Mitochondrial fission regulator 2,MTFR2_MOUSE,1,-0.625885308,0.625885308,-35.19780025,0.648021997,0.023901405
ger ile / young ile,P01843,NaN,Ig lambda-1 chain C region,LAC1_MOUSE,5,1.85787642,1.85787642,262.4737248,3.624737248,0.025033962
ger ile / young ile,Q61171,Prdx2,Peroxiredoxin-2,PRDX2_MOUSE,18,0.617491066,0.617491066,53.42047855,1.534204785,0.025748969
ger ile / young ile,Q9CRT8,Xpot,Exportin-T,XPOT_MOUSE,3,0.671432853,0.671432853,59.26539709,1.592653971,0.026005242
ger ile / young ile,Q9DCM0,Ethe1,"Persulfide dioxygenase ETHE1, mitochondrial",ETHE1_MOUSE,16,-0.587850749,0.587850749,-33.46666526,0.665333347,0.026043928
ger ile / young ile,Q80WK2,Slc51b,Organic solute transporter subunit beta,OSTB_MOUSE,7,-1.050817013,1.050817013,-51.73052679,0.482694732,0.026203971
ger ile / young ile,Q01237,Hmgcr,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMDH_MOUSE,7,-0.711238205,0.711238205,-38.92043068,0.610795693,0.026288929
ger ile / young ile,P41731,Cd63,CD63 antigen,CD63_MOUSE,2,1.078875303,1.078875303,111.2388662,2.112388662,0.026416404
ger ile / young ile,Q9DBT5,Ampd2,AMP deaminase 2,AMPD2_MOUSE,10,0.655056417,0.655056417,57.46775301,1.57467753,0.026554245
ger ile / young ile,Q6J9G1,Styk1,Tyrosine-protein kinase STYK1,STYK1_MOUSE,7,-0.60902077,0.60902077,-34.43584318,0.655641568,0.02737043
ger ile / young ile,Q3UDR8,Yipf3,Protein YIPF3,YIPF3_MOUSE,5,-0.646713734,0.646713734,-36.12663925,0.638733608,0.027726491
ger ile / young ile,Q9DBE8,Alg2,"Alpha-1,3/1,6-mannosyltransferase ALG2",ALG2_MOUSE,15,-0.705582023,0.705582023,-38.6804941,0.613195059,0.027848802
ger ile / young ile,Q9CQ75,Ndufa2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,NDUA2_MOUSE,7,0.809370041,0.809370041,75.24460623,1.752446062,0.028162372
ger ile / young ile,Q920E5,Fdps,Farnesyl pyrophosphate synthase,FPPS_MOUSE,15,0.96608001,0.96608001,95.35253948,1.953525395,0.02841122
ger ile / young ile,Q07832,Plk1,Serine/threonine-protein kinase PLK1,PLK1_MOUSE,5,-0.743761718,0.743761718,-40.28197818,0.597180218,0.028455368
ger ile / young ile,Q8BI08,Mal2,Protein MAL2,MAL2_MOUSE,2,-0.642147303,0.642147303,-35.92414642,0.640758536,0.029349512
ger ile / young ile,Q7TMW6,Narfl,Cytosolic Fe-S cluster assembly factor NARFL,NARFL_MOUSE,5,1.141284466,1.141284466,120.577321,2.20577321,0.029472036
ger ile / young ile,Q9WV52,Plek2,Pleckstrin-2,PLEK2_MOUSE,3,-0.716891885,0.716891885,-39.15932285,0.608406771,0.029938865
ger ile / young ile,P01751;P01754,Ighv1-72;Ighv1-62-3,Ig heavy chain V region B1-8/186-2;Ig heavy chain V region 1-62-3,HVM07_MOUSE;HVM10_MOUSE,2,0.672927201,0.672927201,59.43045015,1.594304502,0.031334455
ger ile / young ile,Q8BVA2,Tmem222,Transmembrane protein 222,TM222_MOUSE,1,0.82182616,0.82182616,76.76420542,1.767642054,0.031425839
ger ile / young ile,Q9CPP6,Ndufa5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,NDUA5_MOUSE,10,0.926853836,0.926853836,90.11255831,1.901125583,0.031610129
ger ile / young ile,Q9JIL4,Pdzk1,Na(+)/H(+) exchange regulatory cofactor NHE-RF3,NHRF3_MOUSE,42,-0.845456123,0.845456123,-44.34651731,0.556534827,0.031881228
ger ile / young ile,Q9CQ10,Chmp3,Charged multivesicular body protein 3,CHMP3_MOUSE,7,0.654840946,0.654840946,57.44423649,1.574442365,0.032348423
ger ile / young ile,Q80Y14,Glrx5,"Glutaredoxin-related protein 5, mitochondrial",GLRX5_MOUSE,7,0.632393956,0.632393956,55.01350989,1.550135099,0.032351527
ger ile / young ile,Q9CPN8,Igf2bp3,Insulin-like growth factor 2 mRNA-binding protein 3,IF2B3_MOUSE,1,-1.244159818,1.244159818,-57.78463239,0.422153676,0.033899435
ger ile / young ile,Q8R127,Sccpdh,Saccharopine dehydrogenase-like oxidoreductase,SCPDL_MOUSE,9,-0.791724682,0.791724682,-42.23468812,0.577653119,0.033996644
ger ile / young ile,P10854;Q64478;Q64525;Q6ZWY9,Hist1h2bm;Hist1h2bh;Hist2h2bb;Hist1h2bc,Histone H2B type 1-M;Histone H2B type 1-H;Histone H2B type 2-B;Histone H2B type 1-C/E/G,H2B1M_MOUSE;H2B1H_MOUSE;H2B2B_MOUSE;H2B1C_MOUSE,3,-1.587186098,1.587186098,-66.7180031,0.332819969,0.034788378
ger ile / young ile,Q3TRM4,Pnpla6,Neuropathy target esterase,PLPL6_MOUSE,21,-0.743118465,0.743118465,-40.25534581,0.597446542,0.03527992
ger ile / young ile,Q14AX6,Cdk12,Cyclin-dependent kinase 12,CDK12_MOUSE,10,-0.756856263,0.756856263,-40.82155319,0.591784468,0.035372508
ger ile / young ile,Q99L43,Cds2,Phosphatidate cytidylyltransferase 2,CDS2_MOUSE,3,-0.794078588,0.794078588,-42.32886137,0.576711386,0.035866941
ger ile / young ile,Q3TPX4,Exoc5,Exocyst complex component 5,EXOC5_MOUSE,6,-0.734541655,0.734541655,-39.89910645,0.601008935,0.036270507
ger ile / young ile,Q9CQH7,Btf3l4,Transcription factor BTF3 homolog 4,BT3L4_MOUSE,8,0.859008849,0.859008849,81.37917826,1.813791783,0.036344175
ger ile / young ile,Q8VE70,Pdcd10,Programmed cell death protein 10,PDC10_MOUSE,7,0.624018788,0.624018788,54.11622873,1.541162287,0.036563452
ger ile / young ile,Q8BNI4,Derl2,Derlin-2,DERL2_MOUSE,3,-0.704137146,0.704137146,-38.61905112,0.613809489,0.037283843
ger ile / young ile,P32261,Serpinc1,Antithrombin-III,ANT3_MOUSE,11,-0.842059016,0.842059016,-44.21531591,0.557846841,0.037492247
ger ile / young ile,Q91ZH7,Abhd3,Phospholipase ABHD3,ABHD3_MOUSE,11,-0.968684018,0.968684018,-48.90280567,0.510971943,0.038115922
ger ile / young ile,Q9Z0S1,Bpnt1,"3'(2'),5'-bisphosphate nucleotidase 1",BPNT1_MOUSE,22,0.612302721,0.612302721,52.86972535,1.528697253,0.039414717
ger ile / young ile,P0C0S6;Q3THW5,H2afz;H2afv,Histone H2A.Z;Histone H2A.V,H2AZ_MOUSE;H2AV_MOUSE,6,0.626115501,0.626115501,54.34037337,1.543403734,0.040039742
ger ile / young ile,Q9JJF9,Sppl2a,Signal peptide peptidase-like 2A,SPP2A_MOUSE,5,-0.769452155,0.769452155,-41.33597984,0.586640202,0.040494015
ger ile / young ile,Q80SZ7,Gng5,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5,GBG5_MOUSE,5,1.358454108,1.358454108,156.4102808,2.564102808,0.041025866
ger ile / young ile,Q9JKF6,Pvrl1,Nectin-1,PVRL1_MOUSE,3,-0.715347588,0.715347588,-39.09416261,0.609058374,0.041025866
ger ile / young ile,Q91ZP6,Ndfip2,NEDD4 family-interacting protein 2 (Fragment),NFIP2_MOUSE,1,-0.588139653,0.588139653,-33.47998741,0.665200126,0.041146641
ger ile / young ile,P09813,Apoa2,Apolipoprotein A-II,APOA2_MOUSE,4,6.599110603,6.599110603,9594.607624,96.94607624,0.041711685
ger ile / young ile,Q99LN9,Dohh,Deoxyhypusine hydroxylase,DOHH_MOUSE,4,-0.719674766,0.719674766,-39.27656814,0.607234319,0.044857173
ger ile / young ile,P59326,Ythdf1,YTH domain-containing family protein 1,YTHD1_MOUSE,4,0.985590041,0.985590041,98.01229879,1.980122988,0.04523611
ger ile / young ile,Q9WV27,Atp1a4,Sodium/potassium-transporting ATPase subunit alpha-4,AT1A4_MOUSE,1,-0.880393982,0.880393982,-45.67809353,0.543219065,0.047181105
ger ile / young ile,P20065,Tmsb4x,Thymosin beta-4,TYB4_MOUSE,1,-1.630776882,1.630776882,-67.70857265,0.322914274,0.048818172
ger ile / young ile,Q6P069,Sri,Sorcin,SORCN_MOUSE,14,1.223565578,1.223565578,133.5231503,2.335231503,0.049498563
ger ile / young ile,Q91XL3,Uxs1,UDP-glucuronic acid decarboxylase 1,UXS1_MOUSE,2,0.942756891,0.942756891,92.21979196,1.92219792,0.04995985
